time_s,time_us,temperature,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
1601800051,464781,23.3125,34,10,2,2020-10-04T11:27:31,1601673979.621085,2020-10-03T00:26:19
1601800069,497325,23.75,84,10,2,2020-10-04T11:27:49,1601673997.2872128,2020-10-03T00:26:37
1601800086,590284,24.0,127,10,2,2020-10-04T11:28:06,1601674014.813572,2020-10-03T00:26:54
1601800100,635978,24.0,170,10,2,2020-10-04T11:28:20,1601674028.762233,2020-10-03T00:27:08
1601800119,760254,24.25,218,10,2,2020-10-04T11:28:39,1601674047.381597,2020-10-03T00:27:27
1601800132,753791,24.3125,5,10,2,2020-10-04T11:28:52,1601674060.788213,2020-10-03T00:27:40
1601800150,558977,24.5,52,10,2,2020-10-04T11:29:10,1601674078.088413,2020-10-03T00:27:58
1601800164,340204,24.6875,93,10,2,2020-10-04T11:29:24,1601674092.3073719,2020-10-03T00:28:12
1601800182,59163,24.9375,142,10,2,2020-10-04T11:29:42,1601674110.7015128,2020-10-03T00:28:30
1601800195,840234,25.125,186,10,2,2020-10-04T11:29:55,1601674124.079236,2020-10-03T00:28:44
1601800213,559003,25.125,235,10,2,2020-10-04T11:30:13,1601674142.162349,2020-10-03T00:29:02
1601800226,355867,25.25,21,10,2,2020-10-04T11:30:26,1601674155.761416,2020-10-03T00:29:15
1601800245,59037,25.3125,70,10,2,2020-10-04T11:30:45,1601674173.196949,2020-10-03T00:29:33
1601800258,840253,25.5625,113,10,2,2020-10-04T11:30:58,1601674187.8576798,2020-10-03T00:29:47
1601800275,574624,25.6875,163,10,2,2020-10-04T11:31:15,1601674205.723872,2020-10-03T00:30:05
1601800289,356126,25.875,207,10,2,2020-10-04T11:31:29,1601674219.151224,2020-10-03T00:30:19
1601800306,90364,26.0625,0,10,2,2020-10-04T11:31:46,1601674236.406153,2020-10-03T00:30:36
1601800319,871530,26.25,43,10,2,2020-10-04T11:31:59,1601674251.385905,2020-10-03T00:30:51
1601800338,574864,26.5,90,10,2,2020-10-04T11:32:18,1601674268.3262758,2020-10-03T00:31:08
1601800352,355923,26.4375,132,10,2,2020-10-04T11:32:32,1601674282.6833649,2020-10-03T00:31:22
1601800370,74679,26.5625,181,10,2,2020-10-04T11:32:50,1601674301.4662678,2020-10-03T00:31:41
