time_s,time_us,gps_init_error,gps_config_error,lsm6ds3_error,lis3mdl_error,analog_sensor_init_error,gps_uart_init_error,mems_i2c_error,uart_transfer_init_error,uart_transfer_error,timers_error,rtc_error,mems_i2c_error_counter,lsm6ds3_error_counter,lis3mdl_error_counter,gps_reconfig_counter,reset_counter,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315965055,477000,0,-116,-14,-116,0,0,-14,0,0,0,-88,12525,12301,251,33,8,98,11,0,1980-01-06T03:04:15,1601677935.759028,2020-10-03T01:32:15
315965068,715000,0,-116,-14,-116,0,0,-14,0,0,0,-88,13275,13051,251,35,8,169,11,0,1980-01-06T03:04:28,1601677950.70788,2020-10-03T01:32:30
315965080,282000,0,-116,-14,-14,0,0,-14,0,0,0,-88,13878,13651,254,37,8,247,11,0,1980-01-06T03:04:40,1601677964.4313,2020-10-03T01:32:44
315965093,848000,0,-116,-14,-116,0,0,-14,0,0,0,-88,14482,14251,258,39,8,70,11,0,1980-01-06T03:04:53,1601677978.572461,2020-10-03T01:32:58
315965108,81000,0,-116,-14,-116,0,0,-14,0,0,0,-88,15233,15001,259,40,8,147,11,0,1980-01-06T03:05:08,1601677993.270288,2020-10-03T01:33:13
315965122,309000,0,-116,-14,-116,0,0,-14,0,0,0,-88,15984,15751,260,42,8,223,11,0,1980-01-06T03:05:22,1601678007.917724,2020-10-03T01:33:27
315965134,750000,0,-116,-14,-19,0,0,-14,0,0,0,-88,16596,16351,273,44,8,42,11,0,1980-01-06T03:05:34,1601678022.465745,2020-10-03T01:33:42
315965148,371000,0,-116,-14,-14,0,0,-14,0,0,0,-88,17128,16801,369,45,8,121,11,0,1980-01-06T03:05:48,1601678036.657505,2020-10-03T01:33:56
315965163,918000,0,-116,-14,-19,0,0,-14,0,0,0,-88,17791,17401,442,47,8,200,11,0,1980-01-06T03:06:03,1601678051.460717,2020-10-03T01:34:11
315965175,327000,0,-116,-14,-19,0,0,-14,0,0,0,-88,18147,17701,505,48,8,27,11,0,1980-01-06T03:06:15,1601678066.537705,2020-10-03T01:34:26
315965188,226000,0,-116,-14,-14,0,0,-14,0,0,0,-88,18599,18001,671,49,8,104,11,0,1980-01-06T03:06:28,1601678079.249513,2020-10-03T01:34:39
315964812,619000,0,0,-14,-14,0,0,-14,0,0,0,-88,255,151,116,0,9,252,11,0,1980-01-06T03:00:12,1601678106.630949,2020-10-03T01:35:06
315964822,683000,0,-116,-14,-14,0,0,-14,0,0,0,-88,502,301,230,1,9,72,11,0,1980-01-06T03:00:22,1601678121.7156239,2020-10-03T01:35:21
315964838,159000,0,-116,-14,-14,0,0,-14,0,0,0,-88,1336,751,649,2,9,134,11,0,1980-01-06T03:00:38,1601678133.964912,2020-10-03T01:35:33
315964848,48000,0,-116,-14,-14,0,0,-14,0,0,0,-88,1885,1051,923,3,9,209,11,0,1980-01-06T03:00:48,1601678148.314209,2020-10-03T01:35:48
315964863,355000,0,-116,-14,-14,0,0,-14,0,0,0,-88,2415,1351,1192,4,9,30,11,0,1980-01-06T03:01:03,1601678161.394189,2020-10-03T01:36:01
315964878,675000,0,-116,-14,-14,0,0,-14,0,0,0,-88,4184,2251,2077,5,9,107,11,0,1980-01-06T03:01:18,1601678175.6413488,2020-10-03T01:36:15
315964890,925000,0,-116,-14,-14,0,0,-14,0,0,0,-88,16435,8401,8183,6,9,189,11,0,1980-01-06T03:01:30,1601678190.0363328,2020-10-03T01:36:30
315964904,682000,0,-116,-14,-14,0,0,-14,0,0,0,-88,21800,11101,10851,6,9,8,11,0,1980-01-06T03:01:44,1601678204.14886,2020-10-03T01:36:44
315964915,959000,0,-116,-14,-14,0,0,-14,0,0,0,-88,26891,13651,13401,7,9,87,11,0,1980-01-06T03:01:55,1601678218.627641,2020-10-03T01:36:58
315964929,980000,0,-116,-14,-14,0,0,-14,0,0,0,-88,37318,18901,18583,8,9,164,11,0,1980-01-06T03:02:09,1601678232.395748,2020-10-03T01:37:12
315964946,50000,0,-116,-14,-14,0,0,-14,0,0,0,-88,55416,28051,27532,8,9,241,11,0,1980-01-06T03:02:26,1601678246.6135519,2020-10-03T01:37:26
1601804316,755000,0,0,-14,-14,0,0,-14,0,0,0,-88,73598,37201,36564,8,9,78,11,0,2020-10-04T12:38:36,1601678264.7318048,2020-10-03T01:37:44
1601804334,895000,0,0,-14,-14,0,0,-14,0,0,0,-88,88150,44551,43766,8,9,169,11,0,2020-10-04T12:38:54,1601678282.23878,2020-10-03T01:38:02
1601804351,772000,0,0,-14,-14,0,0,-14,0,0,0,-88,105138,53101,52206,8,9,0,11,0,2020-10-04T12:39:11,1601678299.3280919,2020-10-03T01:38:19
1601804370,414000,0,0,-14,-14,0,0,-14,0,0,0,-88,120862,61051,59980,8,9,89,11,0,2020-10-04T12:39:30,1601678317.648613,2020-10-03T01:38:37
1601804384,892000,0,0,-14,-14,0,0,-14,0,0,0,-88,125927,63601,62496,8,9,176,11,0,2020-10-04T12:39:44,1601678334.705044,2020-10-03T01:38:54
1601804403,895000,0,0,-14,-14,0,0,-14,0,0,0,-88,136007,68701,67476,8,9,8,11,0,2020-10-04T12:40:03,1601678350.307713,2020-10-03T01:39:10
1601804421,570000,0,0,-14,-14,0,0,-14,0,0,0,-88,157423,79501,78093,8,9,99,11,0,2020-10-04T12:40:21,1601678368.5395238,2020-10-03T01:39:28
1601804438,189000,0,0,-14,-14,0,0,-14,0,0,0,-88,175288,88501,86958,8,9,181,11,0,2020-10-04T12:40:38,1601678386.134652,2020-10-03T01:39:46
1601804448,166000,0,0,-14,-14,0,0,-14,0,0,0,-88,179692,90751,89112,8,9,4,11,0,2020-10-04T12:40:48,1601678403.574373,2020-10-03T01:40:03
1601804471,761000,0,0,-14,-14,0,0,-14,0,0,0,-88,196654,99301,97526,8,9,83,11,0,2020-10-04T12:41:11,1601678420.9206119,2020-10-03T01:40:20
1601804491,466000,0,0,-14,-14,0,0,-14,0,0,0,-88,207656,104851,102978,8,9,167,11,0,2020-10-04T12:41:31,1601678437.854857,2020-10-03T01:40:37
1601804509,717000,0,0,-14,-14,0,0,-14,0,0,0,-88,223148,112651,110670,8,9,254,11,0,2020-10-04T12:41:49,1601678455.648424,2020-10-03T01:40:55
1601804524,558000,0,0,-14,-14,0,0,-14,0,0,0,-88,234506,118351,116328,8,9,64,11,0,2020-10-04T12:42:04,1601678473.080165,2020-10-03T01:41:13
1601804540,827000,0,0,-14,-14,0,0,-14,0,0,0,-88,247606,124951,122828,8,9,146,11,0,2020-10-04T12:42:20,1601678489.188125,2020-10-03T01:41:29
1601804576,598000,0,0,-14,-14,0,0,-14,0,0,0,-88,269077,135751,133499,8,9,62,11,0,2020-10-04T12:42:56,1601678524.24018,2020-10-03T01:42:04
1601804587,513000,0,0,-14,-14,0,0,-14,0,0,0,-88,275033,138751,136457,8,9,147,11,0,2020-10-04T12:43:07,1601678540.9836478,2020-10-03T01:42:20
1601804608,821000,0,0,-14,-14,0,0,-14,0,0,0,-88,281802,142201,139777,8,9,236,11,0,2020-10-04T12:43:28,1601678558.0431318,2020-10-03T01:42:38
1601804628,702000,0,0,-14,-14,0,0,-14,0,0,0,-88,299097,150901,148372,8,9,75,11,0,2020-10-04T12:43:48,1601678576.465708,2020-10-03T01:42:56
1601804645,455000,0,0,-14,-14,0,0,-14,0,0,0,-88,308076,155401,152851,8,9,155,11,0,2020-10-04T12:44:05,1601678591.843981,2020-10-03T01:43:11
1601804660,321000,0,0,-14,-14,0,0,-14,0,0,0,-88,314349,158551,155975,8,9,242,11,0,2020-10-04T12:44:20,1601678609.612764,2020-10-03T01:43:29
1601804679,753000,0,0,-14,-14,0,0,-14,0,0,0,-88,328929,165901,163205,8,9,74,11,0,2020-10-04T12:44:39,1601678626.205864,2020-10-03T01:43:46
1601804691,956000,0,0,-14,-14,0,0,-14,0,0,0,-88,333691,168301,165567,8,9,165,11,0,2020-10-04T12:44:51,1601678643.9726,2020-10-03T01:44:03
1601804704,522000,0,0,-14,-14,0,0,-14,0,0,0,-88,336056,169501,166732,8,9,247,11,0,2020-10-04T12:45:04,1601678659.344164,2020-10-03T01:44:19
1601804726,83000,0,0,-14,-14,0,0,-14,0,0,0,-88,347651,175351,172478,8,9,86,11,0,2020-10-04T12:45:26,1601678677.242488,2020-10-03T01:44:37
1601804745,190000,0,0,-14,-14,0,0,-14,0,0,0,-88,362248,182701,179725,8,9,170,11,0,2020-10-04T12:45:45,1601678695.236984,2020-10-03T01:44:55
1601804777,866000,0,0,-14,-14,0,0,-14,0,0,0,-88,382225,192751,189653,8,9,77,11,0,2020-10-04T12:46:17,1601678728.6702158,2020-10-03T01:45:28
1601804798,875000,0,0,-14,-14,0,0,-14,0,0,0,-88,391425,197401,194204,8,9,167,11,0,2020-10-04T12:46:38,1601678744.9314249,2020-10-03T01:45:44
1601804815,701000,0,0,-14,-14,0,0,-14,0,0,0,-88,406326,204901,201605,8,9,3,11,0,2020-10-04T12:46:55,1601678762.9982278,2020-10-03T01:46:02
1601804832,787000,0,0,-14,-14,0,0,-14,0,0,0,-88,413804,208651,205333,8,9,87,11,0,2020-10-04T12:47:12,1601678778.6258838,2020-10-03T01:46:18
1601804849,781000,0,0,-14,-14,0,0,-14,0,0,0,-88,423852,213751,210282,8,9,178,11,0,2020-10-04T12:47:29,1601678797.8942199,2020-10-03T01:46:37
1601804864,293000,0,0,-14,-14,0,0,-14,0,0,0,-88,436369,220051,216500,8,9,10,11,0,2020-10-04T12:47:44,1601678815.127501,2020-10-03T01:46:55
1601804883,384000,0,0,-14,-14,0,0,-14,0,0,0,-88,443533,223651,220064,8,9,96,11,0,2020-10-04T12:48:03,1601678832.470293,2020-10-03T01:47:12
1601804900,430000,0,0,-14,-14,0,0,-14,0,0,0,-88,455167,229501,225849,8,9,178,11,0,2020-10-04T12:48:20,1601678848.02014,2020-10-03T01:47:28
1601804915,707000,0,0,-14,-14,0,0,-14,0,0,0,-88,466476,235201,231458,8,9,13,11,0,2020-10-04T12:48:35,1601678866.06812,2020-10-03T01:47:46
1601804934,309000,0,0,-14,-14,0,0,-14,0,0,0,-88,477193,240601,236775,8,9,100,11,0,2020-10-04T12:48:54,1601678883.835141,2020-10-03T01:48:03
1601804951,941000,0,0,-14,-14,0,0,-14,0,0,0,-88,487933,246001,242115,8,9,193,11,0,2020-10-04T12:49:11,1601678901.769392,2020-10-03T01:48:21
1601804972,657000,0,0,-14,-14,0,0,-14,0,0,0,-88,495695,249901,245977,8,9,27,11,0,2020-10-04T12:49:32,1601678919.6282969,2020-10-03T01:48:39
1601804989,587000,0,0,-14,-116,0,0,-14,0,0,0,-88,503718,253951,249951,8,9,112,11,0,2020-10-04T12:49:49,1601678936.637905,2020-10-03T01:48:56
1601805007,336000,0,0,-14,-14,0,0,-14,0,0,0,-88,511419,257851,253752,8,9,202,11,0,2020-10-04T12:50:07,1601678954.569669,2020-10-03T01:49:14
1601805022,627000,0,0,-14,-14,0,0,-14,0,0,0,-88,526955,265651,261489,8,9,32,11,0,2020-10-04T12:50:22,1601678971.393949,2020-10-03T01:49:31
1601805038,112000,0,0,-14,-14,0,0,-14,0,0,0,-88,536183,270301,266068,8,9,110,11,0,2020-10-04T12:50:38,1601678987.673389,2020-10-03T01:49:47
1601805054,958000,0,0,-14,-14,0,0,-14,0,0,0,-88,541523,273001,268708,8,9,194,11,0,2020-10-04T12:50:54,1601679004.87562,2020-10-03T01:50:04
1601805072,950000,0,0,-14,-14,0,0,-14,0,0,0,-88,553456,279001,274641,8,9,25,11,0,2020-10-04T12:51:12,1601679022.186576,2020-10-03T01:50:22
1601805091,945000,0,0,-14,-14,0,0,-14,0,0,0,-88,563568,284101,279653,8,9,116,11,0,2020-10-04T12:51:31,1601679039.728428,2020-10-03T01:50:39
1601805109,95000,0,0,-14,-14,0,0,-14,0,0,0,-88,575202,289951,285438,8,9,208,11,0,2020-10-04T12:51:49,1601679057.524853,2020-10-03T01:50:57
1601805145,317000,0,0,-14,-14,0,0,-14,0,0,0,-88,591851,298351,293687,8,9,112,11,0,2020-10-04T12:52:25,1601679092.18766,2020-10-03T01:51:32
1601805161,441000,0,0,-14,-14,0,0,-14,0,0,0,-88,602259,303601,298845,8,9,186,11,0,2020-10-04T12:52:41,1601679109.973001,2020-10-03T01:51:49
1601805176,968000,0,0,-14,-14,0,0,-14,0,0,0,-88,613552,309301,304438,8,9,12,11,0,2020-10-04T12:52:56,1601679127.253552,2020-10-03T01:52:07
1601805192,145000,0,0,-14,-14,0,0,-14,0,0,0,-88,625167,315151,310203,8,9,100,11,0,2020-10-04T12:53:12,1601679145.346505,2020-10-03T01:52:25
1601805212,861000,0,0,-14,-14,0,0,-14,0,0,0,-88,636815,321001,316001,8,9,189,11,0,2020-10-04T12:53:32,1601679162.575856,2020-10-03T01:52:42
1601805229,569000,0,0,-14,-14,0,0,-14,0,0,0,-88,644479,324901,319765,8,9,18,11,0,2020-10-04T12:53:49,1601679179.130812,2020-10-03T01:52:59
1601805249,542000,0,0,-14,-14,0,0,-14,0,0,0,-88,648889,327151,321926,8,9,105,11,0,2020-10-04T12:54:09,1601679196.1208038,2020-10-03T01:53:16
1601805266,863000,0,0,-14,-14,0,0,-14,0,0,0,-88,664052,334801,329440,8,9,190,11,0,2020-10-04T12:54:26,1601679213.6281328,2020-10-03T01:53:33
1601805282,927000,0,0,-14,-14,0,0,-14,0,0,0,-88,676898,341251,335837,8,9,29,11,0,2020-10-04T12:54:42,1601679231.257649,2020-10-03T01:53:51
1601805299,797000,0,0,-14,-14,0,0,-14,0,0,0,-88,690033,347851,342372,8,9,120,11,0,2020-10-04T12:54:59,1601679248.8417609,2020-10-03T01:54:08
1601805312,227000,0,0,-14,-14,0,0,-14,0,0,0,-88,707010,356401,350799,8,9,197,11,0,2020-10-04T12:55:12,1601679265.295876,2020-10-03T01:54:25
1601805335,257000,0,0,-14,-116,0,0,-14,0,0,0,-88,712372,359251,353311,8,9,4,11,0,2020-10-04T12:55:35,1601679284.331328,2020-10-03T01:54:44
1601805368,665000,0,0,-14,-116,0,0,-14,0,0,0,-88,728221,367651,360763,8,9,88,11,0,2020-10-04T12:56:08,1601679315.3173769,2020-10-03T01:55:15
1601805398,537000,0,0,-14,-16,0,0,-14,0,0,0,-88,741250,374551,366893,8,9,179,11,0,2020-10-04T12:56:38,1601679347.121129,2020-10-03T01:55:47
1601805430,912000,0,0,-14,-14,0,0,-14,0,0,0,-88,765277,387001,378470,8,9,8,11,0,2020-10-04T12:57:10,1601679378.039548,2020-10-03T01:56:18
1601805463,465000,0,0,-14,-14,0,0,-14,0,0,0,-88,780056,394801,385449,8,9,95,11,0,2020-10-04T12:57:43,1601679409.062525,2020-10-03T01:56:49
1601805494,155000,0,0,-14,-14,0,0,-14,0,0,0,-88,795370,402901,392663,8,9,185,11,0,2020-10-04T12:58:14,1601679440.9105608,2020-10-03T01:57:20
1601805549,779000,0,0,-14,-14,0,0,-14,0,0,0,-88,830193,421051,409338,8,9,82,11,0,2020-10-04T12:59:09,1601679503.831877,2020-10-03T01:58:23
1601805584,441000,0,0,-14,-14,0,0,-14,0,0,0,-88,858313,435601,422910,8,9,156,11,0,2020-10-04T12:59:44,1601679532.0056849,2020-10-03T01:58:52
1601805615,969000,0,0,-14,-14,0,0,-14,0,0,0,-88,871854,442801,429251,8,9,249,11,0,2020-10-04T13:00:15,1601679563.3275518,2020-10-03T01:59:23
1601805646,809000,0,0,-14,-14,0,0,-14,0,0,0,-88,897495,456001,441694,8,9,64,11,0,2020-10-04T13:00:46,1601679594.864429,2020-10-03T01:59:54
1601805728,37000,0,0,-14,-14,0,0,-14,0,0,0,-88,938400,477301,461300,8,9,211,11,0,2020-10-04T13:02:08,1601679658.048085,2020-10-03T02:00:58
1601805742,927000,0,0,-14,-14,0,0,-14,0,0,0,-88,950085,483601,466685,8,9,19,11,0,2020-10-04T13:02:22,1601679688.9929888,2020-10-03T02:01:28
1601805774,542000,0,0,-14,-14,0,0,-14,0,0,0,-88,968707,493351,475558,8,9,108,11,0,2020-10-04T13:02:54,1601679720.457285,2020-10-03T02:02:00
1601805866,452000,0,0,-14,-14,0,0,-14,0,0,0,-88,1041810,531151,510862,8,9,55,11,0,2020-10-04T13:04:26,1601679815.6034439,2020-10-03T02:03:35
1601805897,526000,0,0,-14,-14,0,0,-14,0,0,0,-88,1069392,545401,524195,8,9,105,11,0,2020-10-04T13:04:57,1601679846.838265,2020-10-03T02:04:06
1601805994,659000,0,0,-14,-14,0,0,-14,0,0,0,-88,1092120,558001,534325,8,9,46,11,0,2020-10-04T13:06:34,1601679941.4351559,2020-10-03T02:05:41
1601806054,349000,0,0,-14,-14,0,0,-14,0,0,0,-88,1112832,569101,543938,8,9,129,11,0,2020-10-04T13:07:34,1601680004.2137408,2020-10-03T02:06:44
1601806117,704000,0,0,-14,-14,0,0,-14,0,0,0,-88,1164058,595501,568765,8,9,204,11,0,2020-10-04T13:08:37,1601680066.448004,2020-10-03T02:07:46
1601806149,133000,0,0,-14,-14,0,0,-14,0,0,0,-88,1182530,605101,577637,8,9,42,11,0,2020-10-04T13:09:09,1601680098.2749279,2020-10-03T02:08:18
1601806181,192000,0,0,-14,-14,0,0,-14,0,0,0,-88,1209662,619051,590819,8,9,135,11,0,2020-10-04T13:09:41,1601680129.094513,2020-10-03T02:08:49
1601806213,697000,0,0,-14,-14,0,0,-14,0,0,0,-88,1238489,633901,604796,8,9,224,11,0,2020-10-04T13:10:13,1601680161.038045,2020-10-03T02:09:21
1601806246,86000,0,0,-14,-14,0,0,-14,0,0,0,-88,1268497,649351,619354,8,9,63,11,0,2020-10-04T13:10:46,1601680192.5022838,2020-10-03T02:09:52
1601806274,819000,0,0,-14,-14,0,0,-14,0,0,0,-88,1290999,660901,630306,8,9,154,11,0,2020-10-04T13:11:14,1601680223.031281,2020-10-03T02:10:23
1601806305,728000,0,0,-14,-14,0,0,-14,0,0,0,-88,1321015,676351,644873,8,9,244,11,0,2020-10-04T13:11:45,1601680255.2196798,2020-10-03T02:10:55
1601806340,39000,0,0,-14,-16,0,0,-14,0,0,0,-88,1349511,691051,658670,8,9,77,11,0,2020-10-04T13:12:20,1601680286.150164,2020-10-03T02:11:26
1601806371,136000,0,0,-14,-14,0,0,-14,0,0,0,-88,1374879,704101,670989,8,9,175,11,0,2020-10-04T13:12:51,1601680317.881237,2020-10-03T02:11:57
1601806402,410000,0,0,-14,-14,0,0,-14,0,0,0,-88,1394506,714301,680416,8,9,7,11,0,2020-10-04T13:13:22,1601680348.967521,2020-10-03T02:12:28
1601806431,927000,0,0,-14,-14,0,0,-14,0,0,0,-88,1421922,728401,693733,8,9,100,11,0,2020-10-04T13:13:51,1601680381.189353,2020-10-03T02:13:01
1601806465,622000,0,0,-14,-14,0,0,-14,0,0,0,-88,1448930,742351,706791,8,9,189,11,0,2020-10-04T13:14:25,1601680412.2105398,2020-10-03T02:13:32
1601806494,449000,0,0,-14,-14,0,0,-14,0,0,0,-88,1478972,757801,721384,8,9,21,11,0,2020-10-04T13:14:54,1601680442.9488719,2020-10-03T02:14:02
1601806494,516000,0,0,-14,-14,0,0,-14,0,0,0,-88,1497015,767101,730129,8,9,99,11,0,2020-10-04T13:14:54,1601680466.876869,2020-10-03T02:14:26
1601806494,680000,0,0,-14,-14,0,0,-14,0,0,0,-88,1511950,774901,737264,8,9,178,11,0,2020-10-04T13:14:54,1601680493.7548559,2020-10-03T02:14:53
1601806494,603000,0,-116,-14,-14,0,0,-14,0,0,0,-88,1534864,786601,748478,10,9,6,11,0,2020-10-04T13:14:54,1601680519.835932,2020-10-03T02:15:19
1601806494,619000,0,-116,-14,-14,0,0,-14,0,0,0,-88,1551190,795151,756254,14,9,88,11,0,2020-10-04T13:14:54,1601680546.329613,2020-10-03T02:15:46
1601806494,57000,0,-116,-14,-14,0,0,-14,0,0,0,-88,1576494,808351,768359,20,9,251,11,0,2020-10-04T13:14:54,1601680598.522665,2020-10-03T02:16:38
1601806494,782000,0,-116,-14,-14,0,0,-14,0,0,0,-88,1592873,816901,776188,23,9,75,11,0,2020-10-04T13:14:54,1601680625.620636,2020-10-03T02:17:05
1601806494,42000,0,-116,-14,-116,0,0,-14,0,0,0,-88,1599640,820651,779205,27,9,153,11,0,2020-10-04T13:14:54,1601680652.425837,2020-10-03T02:17:32
1601806494,464000,0,-116,-14,-14,0,0,-14,0,0,0,-88,1610145,826201,784162,29,9,233,11,0,2020-10-04T13:14:54,1601680675.735133,2020-10-03T02:17:55
1601806494,513000,0,-116,-14,-116,0,0,-14,0,0,0,-88,1617680,830251,787647,31,9,61,11,0,2020-10-04T13:14:54,1601680702.2117848,2020-10-03T02:18:22
1601806494,762000,0,-116,-14,-14,0,0,-14,0,0,0,-88,1637031,840301,796948,35,9,143,11,0,2020-10-04T13:14:54,1601680728.646236,2020-10-03T02:18:48
1601806494,264000,0,-116,-14,-14,0,0,-14,0,0,0,-88,1650599,847351,803466,38,9,224,11,0,2020-10-04T13:14:54,1601680755.2375119,2020-10-03T02:19:15
1601806494,233000,0,-116,-14,-14,0,0,-14,0,0,0,-88,1670763,857851,813132,40,9,41,11,0,2020-10-04T13:14:54,1601680781.6912758,2020-10-03T02:19:41
1601806494,914000,0,-116,-14,-14,0,0,-14,0,0,0,-88,1673767,859651,814355,41,9,118,11,0,2020-10-04T13:14:54,1601680807.8236759,2020-10-03T02:20:07
1601806892,1000,0,-116,-14,-116,0,0,-14,0,0,0,-88,1675078,860701,814645,41,9,192,11,0,2020-10-04T13:21:32,1601680839.370877,2020-10-03T02:20:39
1601806923,16000,0,0,-14,-116,0,0,-14,0,0,0,-88,1676465,862051,814688,41,9,30,11,0,2020-10-04T13:22:03,1601680869.934217,2020-10-03T02:21:09
1601806951,711000,0,0,-14,-116,0,0,-14,0,0,0,-88,1677966,863551,814689,41,9,117,11,0,2020-10-04T13:22:31,1601680901.5739279,2020-10-03T02:21:41
1601806982,107000,0,0,-14,-116,0,0,-14,0,0,0,-88,1679616,865201,814689,41,9,205,11,0,2020-10-04T13:23:02,1601680933.1321929,2020-10-03T02:22:13
1601807015,193000,0,0,-14,-116,0,0,-14,0,0,0,-88,1681416,867001,814689,41,9,37,11,0,2020-10-04T13:23:35,1601680961.514961,2020-10-03T02:22:41
1601807045,424000,0,0,-14,-116,0,0,-14,0,0,0,-88,1683066,868651,814689,41,9,129,11,0,2020-10-04T13:24:05,1601680992.669844,2020-10-03T02:23:12
1601807075,612000,0,0,-14,-116,0,0,-14,0,0,0,-88,1684716,870301,814689,41,9,214,11,0,2020-10-04T13:24:35,1601681023.956069,2020-10-03T02:23:43
1601807108,497000,0,0,-14,-116,0,0,-14,0,0,0,-88,1686516,872101,814689,41,9,46,11,0,2020-10-04T13:25:08,1601681055.660357,2020-10-03T02:24:15
1601807138,560000,0,0,-14,-116,0,0,-14,0,0,0,-88,1688166,873751,814689,41,9,136,11,0,2020-10-04T13:25:38,1601681086.7464318,2020-10-03T02:24:46
1601807168,588000,0,0,-14,-116,0,0,-14,0,0,0,-88,1689820,875401,814693,41,9,226,11,0,2020-10-04T13:26:08,1601681118.177748,2020-10-03T02:25:18
1601807202,833000,0,0,-14,-116,0,0,-14,0,0,0,-88,1691217,876751,814745,41,9,55,11,0,2020-10-04T13:26:42,1601681149.133525,2020-10-03T02:25:49
1601807231,903000,0,0,-14,-14,0,0,-14,0,0,0,-88,1692471,877801,814977,41,9,145,11,0,2020-10-04T13:27:11,1601681181.1852,2020-10-03T02:26:21
1601807264,882000,0,0,-14,-14,0,0,-14,0,0,0,-88,1694961,879451,815828,41,9,230,11,0,2020-10-04T13:27:44,1601681211.930197,2020-10-03T02:26:51
1601807298,280000,0,0,-14,-14,0,0,-14,0,0,0,-88,1708950,886951,822321,41,9,65,11,0,2020-10-04T13:28:18,1601681243.9639359,2020-10-03T02:27:23
1601807327,858000,0,0,-14,-14,0,0,-14,0,0,0,-88,1730688,898201,832810,41,9,155,11,0,2020-10-04T13:28:47,1601681275.618821,2020-10-03T02:27:55
1601807359,65000,0,0,-14,-14,0,0,-14,0,0,0,-88,1763404,915001,848726,41,9,247,11,0,2020-10-04T13:29:19,1601681306.605053,2020-10-03T02:28:26
1601807388,686000,0,0,-14,-14,0,0,-14,0,0,0,-88,1787773,927601,860498,41,9,82,11,0,2020-10-04T13:29:48,1601681334.561761,2020-10-03T02:28:54
1601807419,887000,0,0,-14,-14,0,0,-14,0,0,0,-88,1820548,944401,876476,41,9,176,11,0,2020-10-04T13:30:19,1601681366.123904,2020-10-03T02:29:26
1601807449,275000,0,0,-14,-14,0,0,-14,0,0,0,-88,1840510,954751,886089,41,9,11,11,0,2020-10-04T13:30:49,1601681397.5538409,2020-10-03T02:29:57
1601807477,641000,0,0,-14,-14,0,0,-14,0,0,0,-88,1868247,969001,899576,41,9,106,11,0,2020-10-04T13:31:17,1601681423.720177,2020-10-03T02:30:23
1601807493,840000,0,0,-14,-14,0,0,-14,0,0,0,-88,1898153,984001,914487,41,9,195,11,0,2020-10-04T13:31:33,1601681441.1239839,2020-10-03T02:30:41
1601807510,293000,0,0,-14,-14,0,0,-14,0,0,0,-88,1920267,995101,925507,41,9,29,11,0,2020-10-04T13:31:50,1601681458.185601,2020-10-03T02:30:58
1601807526,603000,0,0,-14,-14,0,0,-14,0,0,0,-88,1936628,1003351,933626,41,9,119,11,0,2020-10-04T13:32:06,1601681474.6195998,2020-10-03T02:31:14
1601807543,593000,0,0,-14,-14,0,0,-14,0,0,0,-88,1959632,1014901,945086,41,9,210,11,0,2020-10-04T13:32:23,1601681492.128233,2020-10-03T02:31:32
1601807562,628000,0,0,-14,-14,0,0,-14,0,0,0,-88,1978655,1024501,954517,41,9,43,11,0,2020-10-04T13:32:42,1601681509.0197358,2020-10-03T02:31:49
1601807579,533000,0,0,-14,-14,0,0,-14,0,0,0,-88,1990876,1030651,960601,41,9,126,11,0,2020-10-04T13:32:59,1601681526.35974,2020-10-03T02:32:06
1601807593,423000,0,0,-14,-14,0,0,-14,0,0,0,-88,1993120,1031851,961650,41,9,221,11,0,2020-10-04T13:33:13,1601681543.644409,2020-10-03T02:32:23
1601807605,57000,0,0,-14,-14,0,0,-14,0,0,0,-88,1993478,1032151,961714,41,9,50,11,0,2020-10-04T13:33:25,1601681560.7218199,2020-10-03T02:32:40
1601807631,745000,0,0,-14,-14,0,0,-14,0,0,0,-88,2039835,1055401,984829,41,9,149,11,0,2020-10-04T13:33:51,1601681578.2040598,2020-10-03T02:32:58
1601807649,365000,0,0,-14,-14,0,0,-14,0,0,0,-88,2090835,1080901,1010329,41,9,239,11,0,2020-10-04T13:34:09,1601681595.5227878,2020-10-03T02:33:15
1601807664,887000,0,0,-14,-14,0,0,-14,0,0,0,-88,2135835,1103401,1032829,41,9,73,11,0,2020-10-04T13:34:24,1601681612.4682639,2020-10-03T02:33:32
1601807682,486000,0,0,-14,-14,0,0,-14,0,0,0,-88,2186835,1128901,1058329,41,9,165,11,0,2020-10-04T13:34:42,1601681629.202333,2020-10-03T02:33:49
1601807718,681000,0,0,-14,-14,0,0,-14,0,0,0,-88,2291835,1181401,1110829,41,9,85,11,0,2020-10-04T13:35:18,1601681664.710697,2020-10-03T02:34:24
1601807736,265000,0,0,-14,-14,0,0,-14,0,0,0,-88,2342835,1206901,1136329,41,9,178,11,0,2020-10-04T13:35:36,1601681682.8498769,2020-10-03T02:34:42
1601807753,821000,0,0,-14,-14,0,0,-14,0,0,0,-88,2393835,1232401,1161829,41,9,8,11,0,2020-10-04T13:35:53,1601681699.220196,2020-10-03T02:34:59
1601807769,325000,0,0,-14,-14,0,0,-14,0,0,0,-88,2438835,1254901,1184329,41,9,101,11,0,2020-10-04T13:36:09,1601681717.666241,2020-10-03T02:35:17
