time_s,time_us,temperature,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
1601805337,279623,-5.6875,255,20,3,2020-10-04T12:55:37,1601679282.9922569,2020-10-03T01:54:42
1601805351,254063,-5.3125,44,20,3,2020-10-04T12:55:51,1601679297.457949,2020-10-03T01:54:57
1601805368,274987,-4.875,81,20,3,2020-10-04T12:56:08,1601679314.926385,2020-10-03T01:55:14
1601805382,274984,-5.1875,126,20,3,2020-10-04T12:56:22,1601679328.475,2020-10-03T01:55:28
1601805396,289304,-5.5,169,20,3,2020-10-04T12:56:36,1601679342.778857,2020-10-03T01:55:42
1601805414,276505,-4.8125,215,20,3,2020-10-04T12:56:54,1601679360.480157,2020-10-03T01:56:00
1601805427,276493,-3.875,2,20,3,2020-10-04T12:57:07,1601679374.2235448,2020-10-03T01:56:14
1601805445,238881,-4.25,46,20,3,2020-10-04T12:57:25,1601679392.001812,2020-10-03T01:56:32
1601805459,261538,-4.6875,90,20,3,2020-10-04T12:57:39,1601679405.703193,2020-10-03T01:56:45
1601805476,228251,-5.0,136,20,3,2020-10-04T12:57:56,1601679423.057,2020-10-03T01:57:03
1601805490,260699,-5.0625,181,20,3,2020-10-04T12:58:10,1601679439.5537128,2020-10-03T01:57:19
1601805508,273544,-4.4375,230,20,3,2020-10-04T12:58:28,1601679454.4158568,2020-10-03T01:57:34
1601805554,249148,-4.375,77,20,3,2020-10-04T12:59:14,1601679500.305773,2020-10-03T01:58:20
1601805568,270244,-4.25,114,20,3,2020-10-04T12:59:28,1601679516.8328998,2020-10-03T01:58:36
1601805585,285303,-4.1875,154,20,3,2020-10-04T12:59:45,1601679531.9897199,2020-10-03T01:58:51
1601805603,292468,-4.0,204,20,3,2020-10-04T13:00:03,1601679549.4620318,2020-10-03T01:59:09
1601805617,212395,-4.125,247,20,3,2020-10-04T13:00:17,1601679563.3115718,2020-10-03T01:59:23
1601805631,240986,-4.0,20,20,3,2020-10-04T13:00:31,1601679580.174329,2020-10-03T01:59:40
1601805648,269830,-3.8125,60,20,3,2020-10-04T13:00:48,1601679594.3909929,2020-10-03T01:59:54
1601805666,271678,-3.625,99,20,3,2020-10-04T13:01:06,1601679612.274845,2020-10-03T02:00:12
1601805693,262483,-3.3125,168,20,3,2020-10-04T13:01:33,1601679642.83654,2020-10-03T02:00:42
1601805725,311164,-3.25,245,20,3,2020-10-04T13:02:05,1601679671.211484,2020-10-03T02:01:11
1601805756,265911,-3.1875,57,20,3,2020-10-04T13:02:36,1601679702.761672,2020-10-03T02:01:42
1601805769,256057,-3.125,104,20,3,2020-10-04T13:02:49,1601679719.1016848,2020-10-03T02:01:59
1601805787,264425,-2.9375,137,20,3,2020-10-04T13:03:07,1601679733.9553158,2020-10-03T02:02:13
1601805819,263380,-2.4375,213,20,3,2020-10-04T13:03:39,1601679765.3191369,2020-10-03T02:02:45
1601805833,258056,-2.25,236,20,3,2020-10-04T13:03:53,1601679782.5551488,2020-10-03T02:03:02
1601805869,262423,-3.5,51,20,3,2020-10-04T13:04:29,1601679814.25484,2020-10-03T02:03:34
1601805883,262567,-4.125,71,20,3,2020-10-04T13:04:43,1601679829.3803089,2020-10-03T02:03:49
1601805896,248322,-4.5625,100,20,3,2020-10-04T13:04:56,1601679845.4744039,2020-10-03T02:04:05
1601805946,270396,-7.9375,203,20,3,2020-10-04T13:05:46,1601679892.373276,2020-10-03T02:04:52
1601805995,268123,-11.8125,44,20,3,2020-10-04T13:06:35,1601679941.41922,2020-10-03T02:05:41
1601806008,268848,-12.75,78,20,3,2020-10-04T13:06:48,1601679954.935324,2020-10-03T02:05:54
1601806040,257875,-15.3125,110,20,3,2020-10-04T13:07:20,1601679986.7088969,2020-10-03T02:06:26
1601806058,261380,-16.625,127,20,3,2020-10-04T13:07:38,1601680004.197849,2020-10-03T02:06:44
1601806102,237951,-20.5,154,20,3,2020-10-04T13:08:22,1601680048.73416,2020-10-03T02:07:28
1601806120,263921,-21.5,201,20,3,2020-10-04T13:08:40,1601680066.422608,2020-10-03T02:07:46
1601806134,263468,-22.4375,246,20,3,2020-10-04T13:08:54,1601680080.149612,2020-10-03T02:08:00
1601806147,263218,-23.125,38,20,3,2020-10-04T13:09:07,1601680096.918213,2020-10-03T02:08:16
1601806165,262685,-24.25,86,20,3,2020-10-04T13:09:25,1601680111.6971679,2020-10-03T02:08:31
1601806183,273018,-25.375,133,20,3,2020-10-04T13:09:43,1601680129.0789008,2020-10-03T02:08:49
1601806196,249096,-26.375,175,20,3,2020-10-04T13:09:56,1601680142.8415918,2020-10-03T02:09:02
1601806210,271522,-27.125,220,20,3,2020-10-04T13:10:10,1601680159.68364,2020-10-03T02:09:19
1601806228,269725,-28.25,10,20,3,2020-10-04T13:10:28,1601680174.014673,2020-10-03T02:09:34
1601806246,266721,-29.125,59,20,3,2020-10-04T13:10:46,1601680191.152232,2020-10-03T02:09:51
1601806259,270765,-29.8125,105,20,3,2020-10-04T13:10:59,1601680205.75912,2020-10-03T02:10:05
1601806273,270410,-30.375,151,20,3,2020-10-04T13:11:13,1601680223.005776,2020-10-03T02:10:23
1601806291,268599,-31.4375,197,20,3,2020-10-04T13:11:31,1601680237.3123329,2020-10-03T02:10:37
1601806308,271501,-32.125,239,20,3,2020-10-04T13:11:48,1601680254.709517,2020-10-03T02:10:54
1601806322,271188,-33.375,28,20,3,2020-10-04T13:12:02,1601680269.067041,2020-10-03T02:11:09
1601806336,236330,-33.8125,75,20,3,2020-10-04T13:12:16,1601680286.134368,2020-10-03T02:11:26
1601806353,270756,-34.6875,122,20,3,2020-10-04T13:12:33,1601680300.0360959,2020-10-03T02:11:40
1601806371,255674,-35.125,173,20,3,2020-10-04T13:12:51,1601680317.865337,2020-10-03T02:11:57
1601806385,268644,-35.375,216,20,3,2020-10-04T13:13:05,1601680331.415333,2020-10-03T02:12:11
1601806399,211585,-35.875,5,20,3,2020-10-04T13:13:19,1601680348.951501,2020-10-03T02:12:28
1601806416,272904,-36.5,49,20,3,2020-10-04T13:13:36,1601680363.149597,2020-10-03T02:12:43
1601806434,266726,-37.1875,96,20,3,2020-10-04T13:13:54,1601680379.839776,2020-10-03T02:12:59
1601806448,261675,-38.0,138,20,3,2020-10-04T13:14:08,1601680394.492408,2020-10-03T02:13:14
1601806461,261274,-38.0,184,20,3,2020-10-04T13:14:21,1601680410.845636,2020-10-03T02:13:30
1601806479,251274,-39.0625,232,20,3,2020-10-04T13:14:39,1601680425.7411408,2020-10-03T02:13:45
1601806497,224068,-39.625,19,20,3,2020-10-04T13:14:57,1601680442.9334009,2020-10-03T02:14:02
1601806510,187989,-40.3125,65,20,3,2020-10-04T13:15:10,1601680457.267377,2020-10-03T02:14:17
1601806520,31735,-40.875,102,20,3,2020-10-04T13:15:20,1601680469.861332,2020-10-03T02:14:29
1601806532,828610,-41.625,138,20,3,2020-10-04T13:15:32,1601680480.295173,2020-10-03T02:14:40
1601806546,609864,-42.4375,182,20,3,2020-10-04T13:15:46,1601680496.3647358,2020-10-03T02:14:56
1601806559,406731,-42.6875,222,20,3,2020-10-04T13:15:59,1601680506.795729,2020-10-03T02:15:06
1601806572,203610,-43.125,7,20,3,2020-10-04T13:16:12,1601680519.841285,2020-10-03T02:15:19
1601806585,984860,-43.6875,49,20,3,2020-10-04T13:16:25,1601680533.296161,2020-10-03T02:15:33
1601806598,781743,-44.0625,92,20,3,2020-10-04T13:16:38,1601680546.7103279,2020-10-03T02:15:46
1601806611,578602,-44.4375,134,20,3,2020-10-04T13:16:51,1601680559.643756,2020-10-03T02:15:59
1601806638,156739,-44.1875,212,20,3,2020-10-04T13:17:18,1601680585.9699368,2020-10-03T02:16:25
1601806650,953622,-43.9375,255,20,3,2020-10-04T13:17:30,1601680599.261437,2020-10-03T02:16:39
1601806663,750497,-43.6875,36,20,3,2020-10-04T13:17:43,1601680612.324661,2020-10-03T02:16:52
1601806676,547361,-43.5,76,20,3,2020-10-04T13:17:56,1601680625.625968,2020-10-03T02:17:05
1601806689,344243,-43.1875,114,20,3,2020-10-04T13:18:09,1601680638.871016,2020-10-03T02:17:18
1601806703,125485,-42.6875,155,20,3,2020-10-04T13:18:23,1601680652.436605,2020-10-03T02:17:32
1601806715,922373,-42.125,197,20,3,2020-10-04T13:18:35,1601680665.6201608,2020-10-03T02:17:45
1601806725,766123,-41.375,236,20,3,2020-10-04T13:18:45,1601680678.4101958,2020-10-03T02:17:58
1601806739,547360,-40.5625,20,20,3,2020-10-04T13:18:59,1601680689.2861729,2020-10-03T02:18:09
1601806752,344239,-40.25,65,20,3,2020-10-04T13:19:12,1601680705.850832,2020-10-03T02:18:25
1601806765,141111,-39.8125,102,20,3,2020-10-04T13:19:25,1601680715.397048,2020-10-03T02:18:35
1601806777,937981,-39.125,144,20,3,2020-10-04T13:19:37,1601680728.651604,2020-10-03T02:18:48
1601806790,734872,-38.25,186,20,3,2020-10-04T13:19:50,1601680742.025552,2020-10-03T02:19:02
1601806804,516111,-37.6875,226,20,3,2020-10-04T13:20:04,1601680755.248292,2020-10-03T02:19:15
1601806817,312997,-37.0,2,20,3,2020-10-04T13:20:17,1601680768.633853,2020-10-03T02:19:28
1601806830,109861,-36.125,42,20,3,2020-10-04T13:20:30,1601680781.696696,2020-10-03T02:19:41
1601806842,906748,-35.3125,79,20,3,2020-10-04T13:20:42,1601680794.655737,2020-10-03T02:19:54
