time_s,time_us,accel[0],accel[1],accel[2],compass[0],compass[1],compass[2],quaternion[0],quaternion[1],quaternion[2],quaternion[3],seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
1601800473,786000,-0.05934348702430725,0.5331102013587952,11.20596981048584,-174.75160217285156,80.07013702392578,-215.66336059570312,0.17418667674064636,-0.006213658954948187,0.005919754505157471,-0.9846752285957336,13,11,0,2020-10-04T11:34:33,1601674422.823457,2020-10-03T00:33:42
1601800491,119000,0.26694026589393616,-0.7059682607650757,11.30273723602295,-188.7784881591797,57.86090087890625,-195.79193115234375,0.15349912643432617,-0.009778245352208614,0.047278884798288345,-0.9869685769081116,57,11,0,2020-10-04T11:34:51,1601674436.5941398,2020-10-03T00:33:56
1601800509,919000,0.34380200505256653,0.42472952604293823,10.737651824951172,-283.4599609375,219.17007446289062,-177.08941650390625,0.26040852069854736,-0.09500256925821304,0.0945873036980629,-0.9561460614204407,106,11,0,2020-10-04T11:35:09,1601674455.5642118,2020-10-03T00:34:15
1601800523,155000,-0.712072491645813,-3.8659048080444336,11.564369201660156,-216.83226013183594,371.12799072265625,-137.9310302734375,0.3990429639816284,-0.16853579878807068,0.11646410077810287,-0.8937541842460632,151,11,0,2020-10-04T11:35:23,1601674468.595716,2020-10-03T00:34:28
1601800536,948000,-0.007739923894405365,0.047545820474624634,9.865478515625,-555.8153686523438,141.43775939941406,355.3477478027344,0.06831594556570053,-0.6713425517082214,0.07262901216745377,-0.7344093918800354,198,11,0,2020-10-04T11:35:36,1601674485.600632,2020-10-03T00:34:45
1601800554,873000,0.5573723912239075,0.37361979484558105,12.869437217712402,-177.6738739013672,98.77264404296875,-210.98773193359375,0.15599389374256134,-0.003156277583912015,0.0943380817770958,-0.9832376837730408,241,11,0,2020-10-04T11:35:54,1601674500.782677,2020-10-03T00:35:00
1601800573,66000,-0.02203872799873352,0.16918694972991943,10.679426193237305,-513.734619140625,362.3612060546875,202.8053741455078,0.30107831954956055,-0.5939674973487854,-0.04573778435587883,-0.7446223497390747,29,11,0,2020-10-04T11:36:13,1601674518.7320359,2020-10-03T00:35:18
1601800586,592000,0.06539082527160645,-0.2763075828552246,10.905759811401367,-512.5657348632812,235.53477478027344,66.62770080566406,0.35293328762054443,-0.5803669095039368,-0.15051433444023132,-0.7183020710945129,74,11,0,2020-10-04T11:36:26,1601674532.328641,2020-10-03T00:35:32
1601800605,324000,0.14405561983585358,0.2505851984024048,10.437838554382324,-323.20281982421875,241.37930297851562,-135.00877380371094,0.2997742295265198,-0.10798557102680206,0.07686173915863037,-0.9447574615478516,124,11,0,2020-10-04T11:36:45,1601674550.893612,2020-10-03T00:35:50
1601800618,859000,-0.07838481664657593,0.4789254069328308,10.655707359313965,-441.2624206542969,268.26416015625,-41.49620056152344,0.22377043962478638,-0.24410313367843628,0.1187739223241806,-0.9360733032226562,168,11,0,2020-10-04T11:36:58,1601674564.683465,2020-10-03T00:36:04
1601800637,59000,-0.018238872289657593,-0.3447169065475464,11.054058074951172,-420.22210693359375,157.21798706054688,-101.11045837402344,0.21685704588890076,-0.20397232472896576,-0.027632763609290123,-0.9542561173439026,211,11,0,2020-10-04T11:37:17,1601674582.6799839,2020-10-03T00:36:22
1601800650,856000,-0.14313904941082,-0.1335276961326599,11.148252487182617,-336.6452331542969,184.1028594970703,-154.88018798828125,0.29129528999328613,-0.1035182848572731,-0.03158896416425705,-0.9504910111427307,2,11,0,2020-10-04T11:37:30,1601674596.87056,2020-10-03T00:36:36
1601800664,916000,-0.009220466017723083,-0.1311609148979187,11.03250789642334,-253.06838989257812,335.4763488769531,-143.1911163330078,0.4626883268356323,-0.10638820379972458,0.04245191439986229,-0.8790898323059082,47,11,0,2020-10-04T11:37:44,1601674613.7428958,2020-10-03T00:36:53
