time_s,time_us,temperature,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
1601800046,443000,19.5,20,21,0,2020-10-04T11:27:26,1601673975.4229288,2020-10-03T00:26:15
1601800065,173000,19.5,68,21,0,2020-10-04T11:27:45,1601673992.867576,2020-10-03T00:26:32
1601800081,321000,19.5,112,21,0,2020-10-04T11:28:01,1601674009.434136,2020-10-03T00:26:49
1601800095,440000,19.5,157,21,0,2020-10-04T11:28:15,1601674024.219584,2020-10-03T00:27:04
1601800113,490000,19.5,202,21,0,2020-10-04T11:28:33,1601674041.983033,2020-10-03T00:27:21
1601800128,634000,19.5,248,21,0,2020-10-04T11:28:48,1601674056.760661,2020-10-03T00:27:36
1601800145,734000,19.5,40,21,0,2020-10-04T11:29:05,1601674074.630677,2020-10-03T00:27:54
1601800159,723000,19.5,81,21,0,2020-10-04T11:29:19,1601674088.011404,2020-10-03T00:28:08
1601800177,774000,19.5625,126,21,0,2020-10-04T11:29:37,1601674105.83076,2020-10-03T00:28:25
1601800191,363000,19.5,171,21,0,2020-10-04T11:29:51,1601674119.826084,2020-10-03T00:28:39
1601800208,462000,19.5625,222,21,0,2020-10-04T11:30:08,1601674137.7770169,2020-10-03T00:28:57
1601800222,7000,19.625,8,21,0,2020-10-04T11:30:22,1601674151.006736,2020-10-03T00:29:11
1601800239,108000,19.6875,57,21,0,2020-10-04T11:30:39,1601674169.498545,2020-10-03T00:29:29
1601800253,602000,19.75,98,21,0,2020-10-04T11:30:53,1601674183.528053,2020-10-03T00:29:43
1601800270,705000,19.8125,149,21,0,2020-10-04T11:31:10,1601674201.471169,2020-10-03T00:30:01
1601800284,252000,19.875,192,21,0,2020-10-04T11:31:24,1601674214.7280278,2020-10-03T00:30:14
1601800301,355000,19.9375,243,21,0,2020-10-04T11:31:41,1601674232.495568,2020-10-03T00:30:32
1601800315,847000,20.0,28,21,0,2020-10-04T11:31:55,1601674246.264081,2020-10-03T00:30:46
1601800332,951000,20.0,77,21,0,2020-10-04T11:32:12,1601674264.7270038,2020-10-03T00:31:04
1601800347,444000,20.0625,121,21,0,2020-10-04T11:32:27,1601674278.680068,2020-10-03T00:31:18
1601800364,550000,20.125,168,21,0,2020-10-04T11:32:44,1601674297.283941,2020-10-03T00:31:37
1601800379,44000,20.125,210,21,0,2020-10-04T11:32:59,1601674310.763557,2020-10-03T00:31:50
1601800396,150000,20.1875,0,21,0,2020-10-04T11:33:16,1601674328.641321,2020-10-03T00:32:08
1601800410,642000,20.1875,44,21,0,2020-10-04T11:33:30,1601674342.412776,2020-10-03T00:32:22
1601800427,747000,20.1875,95,21,0,2020-10-04T11:33:47,1601674360.723408,2020-10-03T00:32:40
1601800442,240000,20.1875,141,21,0,2020-10-04T11:34:02,1601674374.510433,2020-10-03T00:32:54
1601800459,346000,20.1875,190,21,0,2020-10-04T11:34:19,1601674392.903869,2020-10-03T00:33:12
1601800472,890000,20.1875,230,21,0,2020-10-04T11:34:32,1601674406.418741,2020-10-03T00:33:26
1601800489,995000,20.125,21,21,0,2020-10-04T11:34:49,1601674424.0668318,2020-10-03T00:33:44
1601800507,340000,20.1875,66,21,0,2020-10-04T11:35:07,1601674440.692836,2020-10-03T00:34:00
1601800520,643000,20.1875,111,21,0,2020-10-04T11:35:20,1601674455.601069,2020-10-03T00:34:15
1601800535,136000,20.25,159,21,0,2020-10-04T11:35:35,1601674472.08336,2020-10-03T00:34:32
1601800569,588000,20.25,249,21,0,2020-10-04T11:36:09,1601674503.961593,2020-10-03T00:35:03
1601800587,883000,20.25,39,21,0,2020-10-04T11:36:27,1601674522.187681,2020-10-03T00:35:22
1601800601,187000,20.25,83,21,0,2020-10-04T11:36:41,1601674537.2090929,2020-10-03T00:35:37
1601800615,680000,20.3125,131,21,0,2020-10-04T11:36:55,1601674551.538076,2020-10-03T00:35:51
1601800632,783000,20.25,175,21,0,2020-10-04T11:37:12,1601674568.395068,2020-10-03T00:36:08
1601800647,279000,20.3125,218,21,0,2020-10-04T11:37:27,1601674583.2097929,2020-10-03T00:36:23
1601800664,385000,20.3125,8,21,0,2020-10-04T11:37:44,1601674599.961161,2020-10-03T00:36:39
1601800695,982000,20.3125,98,21,0,2020-10-04T11:38:15,1601674631.8960679,2020-10-03T00:37:11
1601800713,327000,20.25,149,21,0,2020-10-04T11:38:33,1601674650.747864,2020-10-03T00:37:30
1601800726,631000,20.25,193,21,0,2020-10-04T11:38:46,1601674663.662221,2020-10-03T00:37:43
1601800741,125000,20.3125,239,21,0,2020-10-04T11:39:01,1601674679.127465,2020-10-03T00:37:59
1601800758,228000,20.3125,29,21,0,2020-10-04T11:39:18,1601674696.667652,2020-10-03T00:38:16
1601800772,722000,20.25,74,21,0,2020-10-04T11:39:32,1601674711.207213,2020-10-03T00:38:31
1601800789,825000,20.1875,124,21,0,2020-10-04T11:39:49,1601674729.2018878,2020-10-03T00:38:49
1601800804,320000,20.1875,169,21,0,2020-10-04T11:40:04,1601674743.421377,2020-10-03T00:39:03
1601800821,425000,20.25,215,21,0,2020-10-04T11:40:21,1601674761.1091518,2020-10-03T00:39:21
1601800839,719000,20.25,6,21,0,2020-10-04T11:40:39,1601674778.467681,2020-10-03T00:39:38
