time_s,time_us,red_sensor_raw,co_conc,ox_sensor_raw,no2_conc,nh3_sensor_raw,nh3_conc,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
1601800930,777000,0.9714226126670837,3.303194046020508,2.4561221599578857,0.3883206844329834,0.8356461524963379,0.9227154850959778,18,13,0,2020-10-04T11:42:10,1601674871.663121,2020-10-03T00:41:11
1601800944,395000,0.9975640773773193,3.195485830307007,2.470827102661133,0.39058706164360046,0.8451651334762573,0.9036317467689514,59,13,0,2020-10-04T11:42:24,1601674885.544524,2020-10-03T00:41:25
1601800962,395000,1.0084326267242432,3.1525490283966064,2.4916257858276367,0.3937920928001404,0.8676000833511353,0.8609896898269653,104,13,0,2020-10-04T11:42:42,1601674902.954548,2020-10-03T00:41:42
1601800976,15000,1.0174216032028198,3.1178157329559326,2.5157041549682617,0.397501677274704,0.8880429267883301,0.8247758150100708,150,13,0,2020-10-04T11:42:56,1601674917.6433449,2020-10-03T00:41:57
1601800994,15000,1.0438891649246216,3.0194411277770996,2.549360752105713,0.40268540382385254,0.9077454209327698,0.7920488119125366,201,13,0,2020-10-04T11:43:14,1601674935.6631958,2020-10-03T00:42:15
1601801006,636000,1.10354745388031,2.8170502185821533,2.546274185180664,0.4022100865840912,0.9249874949455261,0.7650224566459656,242,13,0,2020-10-04T11:43:26,1601674948.6826808,2020-10-03T00:42:28
1601801024,636000,1.0991607904434204,2.831092357635498,2.583669662475586,0.40796783566474915,0.9714199304580688,0.6989189386367798,35,13,0,2020-10-04T11:43:44,1601674966.749765,2020-10-03T00:42:46
1601801038,257000,1.1079541444778442,2.803069829940796,2.6154420375823975,0.41285815834999084,0.9731497764587402,0.6966283917427063,76,13,0,2020-10-04T11:43:58,1601674980.452149,2020-10-03T00:43:00
1601801055,875000,1.0958837270736694,2.841665267944336,2.612239360809326,0.41236528754234314,0.9907358884811401,0.6739840507507324,126,13,0,2020-10-04T11:44:15,1601674998.786388,2020-10-03T00:43:18
1601801068,875000,1.0563617944717407,2.9750001430511475,2.596311092376709,0.4099137485027313,0.9731497764587402,0.6966283917427063,170,13,0,2020-10-04T11:44:28,1601675012.6462488,2020-10-03T00:43:32
1601801086,494000,1.0325994491577148,3.0607094764709473,2.574246883392334,0.4065172076225281,0.9346224069595337,0.7505344748497009,219,13,0,2020-10-04T11:44:46,1601675029.713029,2020-10-03T00:43:49
1601801100,494000,0.9995307326316833,3.187638521194458,2.558652400970459,0.4041161835193634,0.910840630531311,0.7870897650718689,9,13,0,2020-10-04T11:45:00,1601675044.23808,2020-10-03T00:44:04
1601801117,116000,1.044922113418579,3.0157153606414795,2.5278685092926025,0.39937540888786316,0.9077454209327698,0.7920488119125366,58,13,0,2020-10-04T11:45:17,1601675061.94836,2020-10-03T00:44:21
1601801135,116000,1.0054558515548706,3.1642050743103027,2.549360752105713,0.40268540382385254,0.910840630531311,0.7870897650718689,106,13,0,2020-10-04T11:45:35,1601675078.5753,2020-10-03T00:44:38
1601801148,736500,1.080736756324768,2.8914711475372314,2.564873695373535,0.4050740897655487,0.9362443685531616,0.7481371760368347,152,13,0,2020-10-04T11:45:48,1601675093.7544038,2020-10-03T00:44:53
1601801166,736500,1.1068507432937622,2.806558609008789,2.5868215560913086,0.4084530472755432,0.9801210165023804,0.6875136494636536,198,13,0,2020-10-04T11:46:06,1601675110.6983,2020-10-03T00:45:10
1601801181,357500,1.0947939157485962,2.8451969623565674,2.6090424060821533,0.4118732810020447,0.9889533519744873,0.6762272119522095,243,13,0,2020-10-04T11:46:21,1601675126.322605,2020-10-03T00:45:26
1601801194,357500,1.0871989727020264,2.8700313568115234,2.5868215560913086,0.4084530472755432,0.9662610292434692,0.7058195471763611,33,13,0,2020-10-04T11:46:34,1601675143.729025,2020-10-03T00:45:43
1601801212,978500,1.0721875429153442,2.9202821254730225,2.552452564239502,0.40316152572631836,0.9543998837471008,0.722089409828186,78,13,0,2020-10-04T11:46:52,1601675158.576076,2020-10-03T00:45:58
1601801225,978500,1.0721875429153442,2.9202821254730225,2.5555496215820312,0.40363842248916626,0.9714199304580688,0.6989189386367798,121,13,0,2020-10-04T11:47:05,1601675172.300217,2020-10-03T00:46:12
1601801243,598500,0.9695157408714294,3.3113067150115967,2.5401179790496826,0.4012620151042938,0.9233977794647217,0.7674543261528015,172,13,0,2020-10-04T11:47:23,1601675190.0662289,2020-10-03T00:46:30
1601801261,598500,1.0407966375350952,3.0306456089019775,2.533982515335083,0.40031710267066956,0.9155162572860718,0.7796890139579773,217,13,0,2020-10-04T11:47:41,1601675207.917585,2020-10-03T00:46:47
1601801275,219500,1.077521800994873,2.902245283126831,2.5868215560913086,0.4084530472755432,0.964551568031311,0.708129346370697,12,13,0,2020-10-04T11:47:55,1601675225.397001,2020-10-03T00:47:05
1601801293,219500,1.0134156942367554,3.133208990097046,2.589979410171509,0.4089391529560089,0.9411385655403137,0.740974485874176,54,13,0,2020-10-04T11:48:13,1601675238.798581,2020-10-03T00:47:18
1601801306,841500,1.0204373598098755,3.1063170433044434,2.6090424060821533,0.4118732810020447,0.9249874949455261,0.7650224566459656,101,13,0,2020-10-04T11:48:26,1601675254.409221,2020-10-03T00:47:34
1601801320,841500,1.0469918251037598,3.008275032043457,2.6090424060821533,0.4118732810020447,0.9313923120498657,0.755344033241272,145,13,0,2020-10-04T11:48:40,1601675271.648473,2020-10-03T00:47:51
1601801339,889500,1.0511448383331299,2.9934444427490234,2.7074854373931885,0.4270169138908386,1.0218836069107056,0.6365682482719421,190,13,0,2020-10-04T11:48:59,1601675286.3928158,2020-10-03T00:48:06
1601801352,889500,1.079663872718811,2.8950586318969727,2.67739200592041,0.42238906025886536,0.9925237894058228,0.6717455983161926,234,13,0,2020-10-04T11:49:12,1601675303.1977968,2020-10-03T00:48:23
1601801370,994500,1.0532280206680298,2.9860548973083496,2.6641736030578613,0.4203559160232544,0.9961157441139221,0.6672830581665039,24,13,0,2020-10-04T11:49:30,1601675318.188473,2020-10-03T00:48:38
