time_s,time_us,bme_last_error,bme_error_counter,adc_last_error,adc_error_counter,resets_count,reset_cause,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
1601804501,220000,0,0,0,0,1,2,223,13,0,2020-10-04T12:41:41,1601678449.126333,2020-10-03T01:40:49
1601804519,220000,0,0,0,0,1,2,44,13,0,2020-10-04T12:41:59,1601678467.26134,2020-10-03T01:41:07
1601804537,325000,0,0,0,0,1,2,117,13,0,2020-10-04T12:42:17,1601678484.254133,2020-10-03T01:41:24
1601804555,307000,0,0,0,0,1,2,207,13,0,2020-10-04T12:42:35,1601678502.2974799,2020-10-03T01:41:42
1601804570,307000,0,0,0,0,1,2,34,13,0,2020-10-04T12:42:50,1601678519.4965239,2020-10-03T01:41:59
1601804588,490000,0,0,0,0,1,2,122,13,0,2020-10-04T12:43:08,1601678536.0483558,2020-10-03T01:42:16
1601804603,490000,0,0,0,0,1,2,209,13,0,2020-10-04T12:43:23,1601678553.149261,2020-10-03T01:42:33
1601804624,541000,0,0,0,0,1,2,46,13,0,2020-10-04T12:43:44,1601678571.352752,2020-10-03T01:42:51
1601804639,541000,0,0,0,0,1,2,133,13,0,2020-10-04T12:43:59,1601678587.1422448,2020-10-03T01:43:07
1601804657,718000,0,0,0,0,1,2,217,13,0,2020-10-04T12:44:17,1601678604.702924,2020-10-03T01:43:24
1601804672,718000,0,0,0,0,1,2,49,13,0,2020-10-04T12:44:32,1601678622.62074,2020-10-03T01:43:42
1601804690,808000,0,0,0,0,1,2,138,13,0,2020-10-04T12:44:50,1601678638.730573,2020-10-03T01:43:58
1601804708,808000,0,0,0,0,1,2,226,13,0,2020-10-04T12:45:08,1601678656.383704,2020-10-03T01:44:16
1601804726,880000,0,0,0,0,1,2,63,13,0,2020-10-04T12:45:26,1601678673.400557,2020-10-03T01:44:33
1601804741,910000,0,0,0,0,1,2,152,13,0,2020-10-04T12:45:41,1601678690.134028,2020-10-03T01:44:50
1601804759,910000,0,0,0,0,1,2,232,13,0,2020-10-04T12:45:59,1601678707.6880329,2020-10-03T01:45:07
1601804775,78000,0,0,0,0,1,2,53,13,0,2020-10-04T12:46:15,1601678724.508201,2020-10-03T01:45:24
1601804793,78000,0,0,0,0,1,2,142,13,0,2020-10-04T12:46:33,1601678740.251361,2020-10-03T01:45:40
1601804808,154000,0,0,0,0,1,2,231,13,0,2020-10-04T12:46:48,1601678757.480409,2020-10-03T01:45:57
1601804826,154000,0,0,0,0,1,2,67,13,0,2020-10-04T12:47:06,1601678775.644732,2020-10-03T01:46:15
1601804844,233000,0,0,0,0,1,2,154,13,0,2020-10-04T12:47:24,1601678793.276068,2020-10-03T01:46:33
1601804862,233000,0,0,0,0,1,2,244,13,0,2020-10-04T12:47:42,1601678810.451352,2020-10-03T01:46:50
1601804877,348000,0,0,0,0,1,2,69,13,0,2020-10-04T12:47:57,1601678827.617589,2020-10-03T01:47:07
1601804895,443000,0,0,0,0,1,2,152,13,0,2020-10-04T12:48:15,1601678842.8647928,2020-10-03T01:47:22
1601804913,443000,0,0,0,0,1,2,241,13,0,2020-10-04T12:48:33,1601678860.5152009,2020-10-03T01:47:40
1601804931,523000,0,0,0,0,1,2,69,13,0,2020-10-04T12:48:51,1601678878.225749,2020-10-03T01:47:58
1601804949,523000,0,0,0,0,1,2,164,13,0,2020-10-04T12:49:09,1601678896.490685,2020-10-03T01:48:16
1601804964,611000,0,0,0,0,1,2,252,13,0,2020-10-04T12:49:24,1601678913.883256,2020-10-03T01:48:33
1601804982,611000,0,0,0,0,1,2,84,13,0,2020-10-04T12:49:42,1601678931.58812,2020-10-03T01:48:51
1601805000,722000,0,0,0,0,1,2,175,13,0,2020-10-04T12:50:00,1601678949.6376688,2020-10-03T01:49:09
1601805015,722000,0,0,0,0,1,2,8,13,0,2020-10-04T12:50:15,1601678965.106612,2020-10-03T01:49:25
1601805051,639000,0,0,0,0,1,2,171,13,0,2020-10-04T12:50:51,1601679001.602169,2020-10-03T01:50:01
1601805069,639000,0,0,0,0,1,2,0,13,0,2020-10-04T12:51:09,1601679017.284796,2020-10-03T01:50:17
1601805087,606000,0,0,0,0,1,2,87,13,0,2020-10-04T12:51:27,1601679034.859236,2020-10-03T01:50:34
1601805105,606000,0,0,0,0,1,2,182,13,0,2020-10-04T12:51:45,1601679052.9074478,2020-10-03T01:50:52
1601805120,734000,0,0,0,0,1,2,17,13,0,2020-10-04T12:52:00,1601679070.339733,2020-10-03T01:51:10
1601805138,734000,0,0,0,0,1,2,86,13,0,2020-10-04T12:52:18,1601679087.2588649,2020-10-03T01:51:27
1601805156,920000,0,0,0,0,1,2,163,13,0,2020-10-04T12:52:36,1601679104.8313,2020-10-03T01:51:44
1601805192,968000,0,0,0,0,1,2,77,13,0,2020-10-04T12:53:12,1601679140.6613119,2020-10-03T01:52:20
1601805208,83000,0,0,0,0,1,2,161,13,0,2020-10-04T12:53:28,1601679156.1814358,2020-10-03T01:52:36
1601805226,83000,0,0,0,0,1,2,248,13,0,2020-10-04T12:53:46,1601679174.252804,2020-10-03T01:52:54
1601805244,310000,0,0,0,0,1,2,80,13,0,2020-10-04T12:54:04,1601679191.610296,2020-10-03T01:53:11
1601805259,310000,0,0,0,0,1,2,169,13,0,2020-10-04T12:54:19,1601679209.2679439,2020-10-03T01:53:29
1601805277,305000,0,0,0,0,1,2,0,13,0,2020-10-04T12:54:37,1601679226.23508,2020-10-03T01:53:46
1601805295,305000,0,0,0,0,1,2,90,13,0,2020-10-04T12:54:55,1601679243.075269,2020-10-03T01:54:03
1601805310,619000,0,0,0,0,1,2,170,13,0,2020-10-04T12:55:10,1601679259.3882809,2020-10-03T01:54:19
