time_s,time_us,sd_last_error,sd_error_count,sd_elapsed_time_from_msg,sd_last_state,imi_last_error,imi_error_count,imi_elapsed_time_from_msg,imi_last_state,sins_comm_last_error,sins_comm_error_count,sins_comm_elapsed_time_from_msg,sins_comm_last_state,wifi_last_error,wifi_error_count,wifi_elapsed_time_from_msg,wifi_last_state,network_last_error,network_error_count,network_elapsed_time_from_msg,network_last_state,sensors_last_error,sensors_error_count,sensors_elapsed_time_from_msg,sensors_last_state,time_sync_last_error,time_sync_error_count,time_sync_elapsed_time_from_msg,time_sync_last_state,radio_last_error,radio_error_count,radio_elapsed_time_from_msg,radio_last_state,shift_reg_last_error,shift_reg_error_count,shift_reg_elapsed_time_from_msg,shift_reg_last_state,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
1601800822,891761,0,0,0,0,0,0,0,0,0,0,896341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,222,20,0,2020-10-04T11:40:22,1601674761.6216729,2020-10-03T00:39:21
1601800854,391757,0,0,0,0,0,0,0,0,0,0,928341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,59,20,0,2020-10-04T11:40:54,1601674793.298256,2020-10-03T00:39:53
1601800885,891757,0,0,0,0,0,0,0,0,0,0,960341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,148,20,0,2020-10-04T11:41:25,1601674825.59038,2020-10-03T00:40:25
1601800917,391753,0,0,0,0,0,0,0,0,0,0,992341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,235,20,0,2020-10-04T11:41:57,1601674856.996181,2020-10-03T00:40:56
1601800949,876120,0,0,0,0,0,0,0,0,0,0,1025341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,70,20,0,2020-10-04T11:42:29,1601674889.71484,2020-10-03T00:41:29
1601800981,376137,0,0,0,0,0,0,0,0,0,0,1057341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,161,20,0,2020-10-04T11:43:01,1601674921.958081,2020-10-03T00:42:01
1601801007,954257,0,0,0,0,0,0,0,0,0,0,1084341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,251,20,0,2020-10-04T11:43:27,1601674952.6312518,2020-10-03T00:42:32
1601801043,391757,0,0,0,0,0,0,0,0,0,0,1120341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,87,20,0,2020-10-04T11:44:03,1601674984.979008,2020-10-03T00:43:04
1601801074,891757,0,0,0,0,0,0,0,0,0,0,1152341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,180,20,0,2020-10-04T11:44:34,1601675016.901381,2020-10-03T00:43:36
1601801105,407382,0,0,0,0,0,0,0,0,0,0,1183341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,19,20,0,2020-10-04T11:45:05,1601675048.37158,2020-10-03T00:44:08
1601801199,907387,0,0,0,0,0,0,0,0,0,0,1279341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,41,20,0,2020-10-04T11:46:39,1601675144.57546,2020-10-03T00:45:44
1601801232,391761,0,0,0,0,0,0,0,0,0,0,1312341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,133,20,0,2020-10-04T11:47:12,1601675176.9408848,2020-10-03T00:46:16
1601801262,907383,0,0,0,0,0,0,0,0,0,0,1343341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,224,20,0,2020-10-04T11:47:42,1601675208.3939688,2020-10-03T00:46:48
1601801326,9890,0,0,0,0,0,0,0,0,0,0,1407341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,153,20,0,2020-10-04T11:48:46,1601675272.456377,2020-10-03T00:47:52
1601801358,24362,0,0,0,0,0,0,0,0,0,0,1439341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,243,20,0,2020-10-04T11:49:18,1601675305.018997,2020-10-03T00:48:25
1601801389,973540,0,0,0,0,0,0,0,0,0,0,1471341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,77,20,0,2020-10-04T11:49:49,1601675336.3445609,2020-10-03T00:48:56
1601801422,20571,0,0,0,0,0,0,0,0,0,0,1503341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,170,20,0,2020-10-04T11:50:22,1601675368.1478689,2020-10-03T00:49:28
1601801454,20537,0,0,0,0,0,0,0,0,0,0,1535341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,7,20,0,2020-10-04T11:50:54,1601675400.397537,2020-10-03T00:50:00
1601801486,20537,0,0,0,0,0,0,0,0,0,0,1567341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,99,20,0,2020-10-04T11:51:26,1601675432.409885,2020-10-03T00:50:32
1601801518,20885,0,0,0,0,0,0,0,0,0,0,1599341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,191,20,0,2020-10-04T11:51:58,1601675464.208648,2020-10-03T00:51:04
1601801549,14964,0,0,0,0,0,0,0,0,0,0,1630341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,28,20,0,2020-10-04T11:52:29,1601675496.103201,2020-10-03T00:51:36
1601801581,19548,0,0,0,0,0,0,0,0,0,0,1662341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,119,20,0,2020-10-04T11:53:01,1601675527.8203359,2020-10-03T00:52:07
1601801613,16161,0,0,0,0,0,0,0,0,0,0,1694341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,210,20,0,2020-10-04T11:53:33,1601675559.53422,2020-10-03T00:52:39
1601801644,14881,0,0,0,0,0,0,0,0,0,0,1725341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,45,20,0,2020-10-04T11:54:04,1601675590.603868,2020-10-03T00:53:10
1601801676,12486,0,0,0,0,0,0,0,0,0,0,1757341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,138,20,0,2020-10-04T11:54:36,1601675622.634445,2020-10-03T00:53:42
1601801708,13362,0,0,0,0,0,0,0,0,0,0,1789341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,226,20,0,2020-10-04T11:55:08,1601675654.4614,2020-10-03T00:54:14
1601801740,11483,0,0,0,0,0,0,0,0,0,0,1821341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118481,63,20,0,2020-10-04T11:55:40,1601675685.755816,2020-10-03T00:54:45
