time_s,time_us,temperature,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
1601800051,606399,21.75,31,20,1,2020-10-04T11:27:31,1601673979.6043599,2020-10-03T00:26:19
1601800069,582524,21.9375,80,20,1,2020-10-04T11:27:49,1601673995.944821,2020-10-03T00:26:35
1601800082,638178,22.0625,123,20,1,2020-10-04T11:28:02,1601674013.459945,2020-10-03T00:26:53
1601800100,671607,22.25,168,20,1,2020-10-04T11:28:20,1601674028.749209,2020-10-03T00:27:08
1601800118,766013,22.3125,214,20,1,2020-10-04T11:28:38,1601674046.044781,2020-10-03T00:27:26
1601800132,869235,22.375,3,20,1,2020-10-04T11:28:52,1601674060.774145,2020-10-03T00:27:40
1601800146,883491,22.4375,46,20,1,2020-10-04T11:29:06,1601674074.6767359,2020-10-03T00:27:54
1601800164,686996,22.5,91,20,1,2020-10-04T11:29:24,1601674092.294729,2020-10-03T00:28:12
1601800178,468261,22.5625,138,20,1,2020-10-04T11:29:38,1601674109.3557248,2020-10-03T00:28:29
1601800196,187007,22.625,184,20,1,2020-10-04T11:29:56,1601674124.068817,2020-10-03T00:28:44
1601800212,921394,22.5625,230,20,1,2020-10-04T11:30:12,1601674140.811076,2020-10-03T00:29:00
1601800226,702633,22.5625,19,20,1,2020-10-04T11:30:26,1601674155.747588,2020-10-03T00:29:15
1601800240,483894,22.5625,68,20,1,2020-10-04T11:30:40,1601674173.186172,2020-10-03T00:29:33
1601800258,203149,22.75,110,20,1,2020-10-04T11:30:58,1601674187.8372009,2020-10-03T00:29:47
1601800271,986820,22.8125,156,20,1,2020-10-04T11:31:11,1601674201.807572,2020-10-03T00:30:01
1601800288,721207,22.875,205,20,1,2020-10-04T11:31:28,1601674219.1405408,2020-10-03T00:30:19
1601800306,439957,22.9375,254,20,1,2020-10-04T11:31:46,1601674236.3954198,2020-10-03T00:30:36
