time_s,time_us,deg,seq,srcSystem,srcComponent,time_gregorian
1601804822,752500,0.16823196411132812,119,13,0,2020-10-04T12:47:02
1601804823,752500,0.5430717468261719,124,13,0,2020-10-04T12:47:03
1601804824,752500,0.35565185546875,129,13,0,2020-10-04T12:47:04
1601804825,752500,0.35565185546875,133,13,0,2020-10-04T12:47:05
1601804826,752500,0.35565185546875,138,13,0,2020-10-04T12:47:06
1601804827,752500,0.35565185546875,143,13,0,2020-10-04T12:47:07
1601804828,752500,0.5430717468261719,147,13,0,2020-10-04T12:47:08
1601804829,752500,-0.019161224365234375,152,13,0,2020-10-04T12:47:09
1601804830,752500,0.16823196411132812,157,13,0,2020-10-04T12:47:10
1601804831,752500,0.16823196411132812,161,13,0,2020-10-04T12:47:11
1601804832,752500,0.16823196411132812,166,13,0,2020-10-04T12:47:12
1601804833,831500,0.5430717468261719,171,13,0,2020-10-04T12:47:13
1601804834,831500,0.16823196411132812,175,13,0,2020-10-04T12:47:14
1601804835,831500,0.35565185546875,180,13,0,2020-10-04T12:47:15
1601804836,831500,0.5430717468261719,185,13,0,2020-10-04T12:47:16
1601804837,831500,0.16823196411132812,189,13,0,2020-10-04T12:47:17
