time_s,time_us,rx_done_cnt,rx_dropped_cnt,rx_error_cnt,tx_done_cnt,tx_zeroes_cnt,tx_overrun_cnt,tx_error_cnt,restarts_cnt,listen_done_cnt,last_error,seq,srcSystem,srcComponent,time_gregorian
1601805026,189500,15798,0,0,15466,0,0,0,0,31262,0,42,13,0,2020-10-04T12:50:26
1601805029,189500,15847,0,0,15515,0,0,0,0,31360,0,56,13,0,2020-10-04T12:50:29
1601805032,189500,15894,0,0,15562,0,0,0,0,31454,0,70,13,0,2020-10-04T12:50:32
1601805035,189500,15940,0,0,15608,0,0,0,0,31546,0,84,13,0,2020-10-04T12:50:35
1601805038,189500,15988,0,0,15656,0,0,0,0,31642,0,98,13,0,2020-10-04T12:50:38
1601805041,189500,16037,0,0,15705,0,0,0,0,31740,0,112,13,0,2020-10-04T12:50:41
1601805044,189500,16086,0,0,15754,0,0,0,0,31838,0,126,13,0,2020-10-04T12:50:44
1601805047,189500,16134,0,0,15802,0,0,0,0,31934,0,140,13,0,2020-10-04T12:50:47
1601805050,39500,16182,0,0,15848,0,0,0,0,32028,0,154,13,0,2020-10-04T12:50:50
1601805053,39500,16229,0,0,15895,0,0,0,0,32122,0,168,13,0,2020-10-04T12:50:53
1601805056,39500,16278,0,0,15944,0,0,0,0,32220,0,182,13,0,2020-10-04T12:50:56
1601805059,39500,16327,0,0,15993,0,0,0,0,32318,0,196,13,0,2020-10-04T12:50:59
1601805062,39500,16376,0,0,16042,0,0,0,0,32416,0,210,13,0,2020-10-04T12:51:02
1601805065,39500,16425,0,0,16091,0,0,0,0,32514,0,224,13,0,2020-10-04T12:51:05
1601805068,39500,16473,0,0,16139,0,0,0,0,32610,0,238,13,0,2020-10-04T12:51:08
1601805071,39500,16522,0,0,16188,0,0,0,0,32708,0,252,13,0,2020-10-04T12:51:11
1601805074,39500,16571,0,0,16237,0,0,0,0,32806,0,10,13,0,2020-10-04T12:51:14
1601805077,39500,16620,0,0,16286,0,0,0,0,32904,0,24,13,0,2020-10-04T12:51:17
1601805080,39500,16669,0,0,16335,0,0,0,0,33002,0,38,13,0,2020-10-04T12:51:20
1601805083,6500,16720,0,0,16384,0,0,0,0,33102,0,52,13,0,2020-10-04T12:51:23
1601805086,6500,16769,0,0,16433,0,0,0,0,33200,0,66,13,0,2020-10-04T12:51:26
1601805089,6500,16818,0,0,16482,0,0,0,0,33298,0,80,13,0,2020-10-04T12:51:29
1601805092,6500,16867,0,0,16531,0,0,0,0,33396,0,94,13,0,2020-10-04T12:51:32
1601805095,6500,16916,0,0,16580,0,0,0,0,33494,0,108,13,0,2020-10-04T12:51:35
1601805098,6500,16965,0,0,16629,0,0,0,0,33592,0,122,13,0,2020-10-04T12:51:38
1601805101,6500,17012,0,0,16676,0,0,0,0,33686,0,136,13,0,2020-10-04T12:51:41
1601805104,6500,17060,0,0,16724,0,0,0,0,33782,0,150,13,0,2020-10-04T12:51:44
1601805107,6500,17109,0,0,16773,0,0,0,0,33880,0,164,13,0,2020-10-04T12:51:47
1601805110,6500,17158,0,0,16822,0,0,0,0,33978,0,178,13,0,2020-10-04T12:51:50
1601805113,134500,17209,0,0,16871,0,0,0,0,34078,0,192,13,0,2020-10-04T12:51:53
1601805116,134500,17256,0,0,16918,0,0,0,0,34172,0,206,13,0,2020-10-04T12:51:56
1601805119,134500,17303,0,0,16965,0,0,0,0,34266,0,220,13,0,2020-10-04T12:51:59
1601805122,134500,17352,0,0,17014,0,0,0,0,34364,0,234,13,0,2020-10-04T12:52:02
1601805125,134500,17401,0,0,17063,0,0,0,0,34462,0,248,13,0,2020-10-04T12:52:05
1601805128,134500,17450,0,0,17112,0,0,0,0,34560,0,6,13,0,2020-10-04T12:52:08
1601805131,134500,17497,0,0,17159,0,0,0,0,34654,0,20,13,0,2020-10-04T12:52:11
1601805134,134500,17546,0,0,17208,0,0,0,0,34752,0,34,13,0,2020-10-04T12:52:14
1601805137,134500,17595,0,0,17257,0,0,0,0,34850,0,48,13,0,2020-10-04T12:52:17
1601805140,134500,17644,0,0,17306,0,0,0,0,34948,0,62,13,0,2020-10-04T12:52:20
1601805143,320500,17695,0,0,17355,0,0,0,0,35048,0,76,13,0,2020-10-04T12:52:23
1601805146,320500,17744,0,0,17404,0,0,0,0,35146,0,90,13,0,2020-10-04T12:52:26
1601805149,320500,17793,0,0,17453,0,0,0,0,35244,0,104,13,0,2020-10-04T12:52:29
1601805152,320500,17840,0,0,17500,0,0,0,0,35338,0,118,13,0,2020-10-04T12:52:32
1601805155,320500,17889,0,0,17549,0,0,0,0,35436,0,132,13,0,2020-10-04T12:52:35
1601805158,320500,17938,0,0,17598,0,0,0,0,35534,0,146,13,0,2020-10-04T12:52:38
1601805161,320500,17987,0,0,17647,0,0,0,0,35632,0,160,13,0,2020-10-04T12:52:41
1601805164,320500,18033,0,0,17693,0,0,0,0,35724,0,174,13,0,2020-10-04T12:52:44
1601805167,320500,18080,0,0,17740,0,0,0,0,35818,0,188,13,0,2020-10-04T12:52:47
1601805170,320500,18127,0,0,17787,0,0,0,0,35912,0,202,13,0,2020-10-04T12:52:50
1601805173,320500,18176,0,0,17836,0,0,0,0,36010,0,216,13,0,2020-10-04T12:52:53
1601805176,368500,18227,0,0,17885,0,0,0,0,36110,0,230,13,0,2020-10-04T12:52:56
1601805179,368500,18274,0,0,17932,0,0,0,0,36204,0,244,13,0,2020-10-04T12:52:59
1601805182,368500,18322,0,0,17980,0,0,0,0,36300,0,2,13,0,2020-10-04T12:53:02
1601805185,368500,18370,0,0,18028,0,0,0,0,36396,0,16,13,0,2020-10-04T12:53:05
1601805188,368500,18415,0,0,18073,0,0,0,0,36486,0,30,13,0,2020-10-04T12:53:08
1601805191,368500,18461,0,0,18119,0,0,0,0,36578,0,44,13,0,2020-10-04T12:53:11
1601805194,368500,18507,0,0,18165,0,0,0,0,36670,0,58,13,0,2020-10-04T12:53:14
1601805197,368500,18554,0,0,18212,0,0,0,0,36764,0,72,13,0,2020-10-04T12:53:17
1601805200,368500,18600,0,0,18258,0,0,0,0,36856,0,86,13,0,2020-10-04T12:53:20
1601805203,368500,18646,0,0,18304,0,0,0,0,36948,0,100,13,0,2020-10-04T12:53:23
1601805206,483500,18694,0,0,18350,0,0,0,0,37042,0,114,13,0,2020-10-04T12:53:26
1601805209,483500,18740,0,0,18396,0,0,0,0,37134,0,128,13,0,2020-10-04T12:53:29
1601805212,483500,18786,0,0,18442,0,0,0,0,37226,0,142,13,0,2020-10-04T12:53:32
1601805215,483500,18834,0,0,18490,0,0,0,0,37322,0,156,13,0,2020-10-04T12:53:35
1601805218,483500,18883,0,0,18539,0,0,0,0,37420,0,170,13,0,2020-10-04T12:53:38
1601805221,483500,18932,0,0,18588,0,0,0,0,37518,0,184,13,0,2020-10-04T12:53:41
1601805224,483500,18981,0,0,18637,0,0,0,0,37616,0,198,13,0,2020-10-04T12:53:44
1601805227,483500,19030,0,0,18686,0,0,0,0,37714,0,212,13,0,2020-10-04T12:53:47
1601805230,483500,19076,0,0,18732,0,0,0,0,37806,0,226,13,0,2020-10-04T12:53:50
1601805233,483500,19122,0,0,18778,0,0,0,0,37898,0,240,13,0,2020-10-04T12:53:53
1601805236,710500,19170,0,0,18824,0,0,0,0,37992,0,254,13,0,2020-10-04T12:53:56
1601805239,710500,19214,0,0,18868,0,0,0,0,38080,0,12,13,0,2020-10-04T12:53:59
1601805242,710500,19260,0,0,18914,0,0,0,0,38172,0,26,13,0,2020-10-04T12:54:02
1601805245,710500,19306,0,0,18960,0,0,0,0,38264,0,40,13,0,2020-10-04T12:54:05
1601805248,710500,19352,0,0,19006,0,0,0,0,38356,0,54,13,0,2020-10-04T12:54:08
1601805251,710500,19398,0,0,19052,0,0,0,0,38448,0,68,13,0,2020-10-04T12:54:11
1601805254,710500,19444,0,0,19098,0,0,0,0,38540,0,82,13,0,2020-10-04T12:54:14
1601805257,710500,19490,0,0,19144,0,0,0,0,38632,0,96,13,0,2020-10-04T12:54:17
1601805260,710500,19537,0,0,19191,0,0,0,0,38726,0,110,13,0,2020-10-04T12:54:20
1601805263,710500,19583,0,0,19237,0,0,0,0,38818,0,124,13,0,2020-10-04T12:54:23
1601805266,710500,19629,0,0,19283,0,0,0,0,38910,0,138,13,0,2020-10-04T12:54:26
1601805269,705500,19677,0,0,19329,0,0,0,0,39004,0,152,13,0,2020-10-04T12:54:29
1601805272,705500,19723,0,0,19375,0,0,0,0,39096,0,166,13,0,2020-10-04T12:54:32
1601805275,705500,19768,0,0,19420,0,0,0,0,39186,0,180,13,0,2020-10-04T12:54:35
1601805278,705500,19814,0,0,19466,0,0,0,0,39278,0,194,13,0,2020-10-04T12:54:38
1601805281,705500,19860,0,0,19512,0,0,0,0,39370,0,208,13,0,2020-10-04T12:54:41
1601805284,705500,19906,0,0,19558,0,0,0,0,39462,0,222,13,0,2020-10-04T12:54:44
1601805287,705500,19952,0,0,19604,0,0,0,0,39554,0,236,13,0,2020-10-04T12:54:47
1601805290,705500,19998,0,0,19650,0,0,0,0,39646,0,250,13,0,2020-10-04T12:54:50
1601805293,705500,20044,0,0,19696,0,0,0,0,39738,0,8,13,0,2020-10-04T12:54:53
1601805296,705500,20090,0,0,19742,0,0,0,0,39830,0,22,13,0,2020-10-04T12:54:56
1601805300,19500,20138,0,0,19788,0,0,0,0,39924,0,36,13,0,2020-10-04T12:55:00
1601805303,19500,20186,0,0,19836,0,0,0,0,40020,0,50,13,0,2020-10-04T12:55:03
1601805306,19500,20235,0,0,19885,0,0,0,0,40118,0,64,13,0,2020-10-04T12:55:06
1601805309,19500,20283,0,0,19933,0,0,0,0,40214,0,78,13,0,2020-10-04T12:55:09
1601805312,19500,20332,0,0,19982,0,0,0,0,40312,0,92,13,0,2020-10-04T12:55:12
1601805315,19500,20381,0,0,20031,0,0,0,0,40410,0,106,13,0,2020-10-04T12:55:15
1601805318,19500,20430,0,0,20080,0,0,0,0,40508,0,120,13,0,2020-10-04T12:55:18
1601805575,355500,20569,0,0,20217,0,0,0,0,40784,0,162,13,0,2020-10-04T12:59:35
1601805578,355500,20615,0,0,20263,0,0,0,0,40876,0,176,13,0,2020-10-04T12:59:38
1601805581,355500,20661,0,0,20309,0,0,0,0,40968,0,190,13,0,2020-10-04T12:59:41
1601805584,355500,20707,0,0,20355,0,0,0,0,41060,0,204,13,0,2020-10-04T12:59:44
1601805587,355500,20753,0,0,20401,0,0,0,0,41152,0,218,13,0,2020-10-04T12:59:47
1601805590,355500,20800,0,0,20448,0,0,0,0,41246,0,232,13,0,2020-10-04T12:59:50
1601805593,355500,20848,0,0,20496,0,0,0,0,41342,0,246,13,0,2020-10-04T12:59:53
1601805596,355500,20895,0,0,20543,0,0,0,0,41436,0,4,13,0,2020-10-04T12:59:56
1601805599,355500,20942,0,0,20590,0,0,0,0,41530,0,18,13,0,2020-10-04T12:59:59
1601805602,355500,20988,0,0,20636,0,0,0,0,41622,0,32,13,0,2020-10-04T13:00:02
1601805357,191500,21036,0,0,20682,0,0,0,0,41716,0,46,13,0,2020-10-04T12:55:57
1601805360,191500,21085,0,0,20731,0,0,0,0,41814,0,60,13,0,2020-10-04T12:56:00
1601805363,191500,21134,0,0,20780,0,0,0,0,41912,0,74,13,0,2020-10-04T12:56:03
1601805366,191500,21183,0,0,20829,0,0,0,0,42010,0,88,13,0,2020-10-04T12:56:06
1601805369,191500,21229,0,0,20875,0,0,0,0,42102,0,102,13,0,2020-10-04T12:56:09
1601805372,191500,21275,0,0,20921,0,0,0,0,42194,0,116,13,0,2020-10-04T12:56:12
1601805375,191500,21322,0,0,20968,0,0,0,0,42288,0,130,13,0,2020-10-04T12:56:15
1601805378,191500,21371,0,0,21017,0,0,0,0,42386,0,144,13,0,2020-10-04T12:56:18
1601805381,191500,21420,0,0,21066,0,0,0,0,42484,0,158,13,0,2020-10-04T12:56:21
1601805384,191500,21469,0,0,21115,0,0,0,0,42582,0,172,13,0,2020-10-04T12:56:24
1601805387,191500,21517,0,0,21163,0,0,0,0,42678,0,186,13,0,2020-10-04T12:56:27
1601805390,280500,21568,0,0,21212,0,0,0,0,42778,0,200,13,0,2020-10-04T12:56:30
1601805393,280500,21617,0,0,21261,0,0,0,0,42876,0,214,13,0,2020-10-04T12:56:33
1601805396,280500,21666,0,0,21310,0,0,0,0,42974,0,228,13,0,2020-10-04T12:56:36
1601805399,280500,21714,0,0,21358,0,0,0,0,43070,0,242,13,0,2020-10-04T12:56:39
1601805402,280500,21763,0,0,21407,0,0,0,0,43168,0,0,13,0,2020-10-04T12:56:42
1601805405,280500,21812,0,0,21456,0,0,0,0,43266,0,14,13,0,2020-10-04T12:56:45
1601805408,280500,21861,0,0,21505,0,0,0,0,43364,0,28,13,0,2020-10-04T12:56:48
1601805411,280500,21910,0,0,21554,0,0,0,0,43462,0,42,13,0,2020-10-04T12:56:51
1601805414,280500,21958,0,0,21602,0,0,0,0,43558,0,56,13,0,2020-10-04T12:56:54
1601805417,280500,22007,0,0,21651,0,0,0,0,43656,0,70,13,0,2020-10-04T12:56:57
1601805420,385500,22058,0,0,21700,0,0,0,0,43756,0,84,13,0,2020-10-04T12:57:00
1601805423,385500,22105,0,0,21747,0,0,0,0,43850,0,98,13,0,2020-10-04T12:57:03
1601805426,385500,22154,0,0,21796,0,0,0,0,43948,0,112,13,0,2020-10-04T12:57:06
1601805429,385500,22203,0,0,21845,0,0,0,0,44046,0,126,13,0,2020-10-04T12:57:09
1601805432,385500,22252,0,0,21894,0,0,0,0,44144,0,140,13,0,2020-10-04T12:57:12
1601805435,385500,22301,0,0,21943,0,0,0,0,44242,0,154,13,0,2020-10-04T12:57:15
1601805438,385500,22349,0,0,21991,0,0,0,0,44338,0,168,13,0,2020-10-04T12:57:18
1601805441,385500,22398,0,0,22040,0,0,0,0,44436,0,182,13,0,2020-10-04T12:57:21
1601805444,385500,22447,0,0,22089,0,0,0,0,44534,0,196,13,0,2020-10-04T12:57:24
1601805447,385500,22496,0,0,22138,0,0,0,0,44632,0,210,13,0,2020-10-04T12:57:27
1601805450,444500,22546,0,0,22186,0,0,0,0,44730,0,224,13,0,2020-10-04T12:57:30
1601805453,444500,22595,0,0,22235,0,0,0,0,44828,0,238,13,0,2020-10-04T12:57:33
1601805456,444500,22644,0,0,22284,0,0,0,0,44926,0,252,13,0,2020-10-04T12:57:36
1601805459,444500,22693,0,0,22333,0,0,0,0,45024,0,10,13,0,2020-10-04T12:57:39
1601805462,444500,22742,0,0,22382,0,0,0,0,45122,0,24,13,0,2020-10-04T12:57:42
1601805465,444500,22791,0,0,22431,0,0,0,0,45220,0,38,13,0,2020-10-04T12:57:45
1601805468,444500,22840,0,0,22480,0,0,0,0,45318,0,52,13,0,2020-10-04T12:57:48
1601805471,444500,22889,0,0,22529,0,0,0,0,45416,0,66,13,0,2020-10-04T12:57:51
1601805474,444500,22937,0,0,22577,0,0,0,0,45512,0,80,13,0,2020-10-04T12:57:54
1601805477,444500,22986,0,0,22626,0,0,0,0,45610,0,94,13,0,2020-10-04T12:57:57
1601805480,444500,23035,0,0,22675,0,0,0,0,45708,0,108,13,0,2020-10-04T12:58:00
1601805483,565500,23086,0,0,22724,0,0,0,0,45808,0,122,13,0,2020-10-04T12:58:03
1601805486,565500,23134,0,0,22772,0,0,0,0,45904,0,136,13,0,2020-10-04T12:58:06
1601805489,565500,23183,0,0,22821,0,0,0,0,46002,0,150,13,0,2020-10-04T12:58:09
1601805492,565500,23232,0,0,22870,0,0,0,0,46100,0,164,13,0,2020-10-04T12:58:12
1601805495,565500,23281,0,0,22919,0,0,0,0,46198,0,178,13,0,2020-10-04T12:58:15
1601805498,565500,23330,0,0,22968,0,0,0,0,46296,0,192,13,0,2020-10-04T12:58:18
1601805501,565500,23379,0,0,23017,0,0,0,0,46394,0,206,13,0,2020-10-04T12:58:21
1601805504,565500,23428,0,0,23066,0,0,0,0,46492,0,220,13,0,2020-10-04T12:58:24
1601805507,565500,23477,0,0,23115,0,0,0,0,46590,0,234,13,0,2020-10-04T12:58:27
1601805510,565500,23526,0,0,23164,0,0,0,0,46688,0,248,13,0,2020-10-04T12:58:30
1601805513,634500,23577,0,0,23213,0,0,0,0,46788,0,6,13,0,2020-10-04T12:58:33
1601805516,634500,23626,0,0,23262,0,0,0,0,46886,0,20,13,0,2020-10-04T12:58:36
1601805519,634500,23675,0,0,23311,0,0,0,0,46984,0,34,13,0,2020-10-04T12:58:39
1601805522,634500,23724,0,0,23360,0,0,0,0,47082,0,48,13,0,2020-10-04T12:58:42
1601805525,634500,23773,0,0,23409,0,0,0,0,47180,0,62,13,0,2020-10-04T12:58:45
1601805528,634500,23822,0,0,23458,0,0,0,0,47278,0,76,13,0,2020-10-04T12:58:48
1601805531,634500,23871,0,0,23507,0,0,0,0,47376,0,90,13,0,2020-10-04T12:58:51
1601805534,634500,23920,0,0,23556,0,0,0,0,47474,0,104,13,0,2020-10-04T12:58:54
1601805537,634500,23968,0,0,23604,0,0,0,0,47570,0,118,13,0,2020-10-04T12:58:57
1601805540,634500,24016,0,0,23652,0,0,0,0,47666,0,132,13,0,2020-10-04T12:59:00
1601805543,749500,24067,0,0,23701,0,0,0,0,47766,0,146,13,0,2020-10-04T12:59:03
1601805546,749500,24115,0,0,23749,0,0,0,0,47862,0,160,13,0,2020-10-04T12:59:06
1601805549,749500,24164,0,0,23798,0,0,0,0,47960,0,174,13,0,2020-10-04T12:59:09
1601805552,749500,24213,0,0,23847,0,0,0,0,48058,0,188,13,0,2020-10-04T12:59:12
1601805555,749500,24262,0,0,23896,0,0,0,0,48156,0,202,13,0,2020-10-04T12:59:15
1601805558,749500,24311,0,0,23945,0,0,0,0,48254,0,216,13,0,2020-10-04T12:59:18
1601805561,749500,24360,0,0,23994,0,0,0,0,48352,0,230,13,0,2020-10-04T12:59:21
1601805564,749500,24408,0,0,24042,0,0,0,0,48448,0,244,13,0,2020-10-04T12:59:24
1601805567,749500,24457,0,0,24091,0,0,0,0,48546,0,2,13,0,2020-10-04T12:59:27
1601805570,749500,24506,0,0,24140,0,0,0,0,48644,0,16,13,0,2020-10-04T12:59:30
1601805573,843500,24556,0,0,24188,0,0,0,0,48742,0,30,13,0,2020-10-04T12:59:33
1601805576,843500,24605,0,0,24237,0,0,0,0,48840,0,44,13,0,2020-10-04T12:59:36
1601805579,843500,24654,0,0,24286,0,0,0,0,48938,0,58,13,0,2020-10-04T12:59:39
1601805582,843500,24703,0,0,24335,0,0,0,0,49036,0,72,13,0,2020-10-04T12:59:42
1601805585,843500,24752,0,0,24384,0,0,0,0,49134,0,86,13,0,2020-10-04T12:59:45
1601805588,843500,24801,0,0,24433,0,0,0,0,49232,0,100,13,0,2020-10-04T12:59:48
1601805591,843500,24849,0,0,24481,0,0,0,0,49328,0,114,13,0,2020-10-04T12:59:51
1601805594,843500,24898,0,0,24530,0,0,0,0,49426,0,128,13,0,2020-10-04T12:59:54
1601805597,843500,24947,0,0,24579,0,0,0,0,49524,0,142,13,0,2020-10-04T12:59:57
1601805600,843500,24995,0,0,24627,0,0,0,0,49620,0,156,13,0,2020-10-04T13:00:00
1601805603,843500,25044,0,0,24676,0,0,0,0,49718,0,170,13,0,2020-10-04T13:00:03
1601805606,918500,25095,0,0,24725,0,0,0,0,49818,0,184,13,0,2020-10-04T13:00:06
1601805609,918500,25144,0,0,24774,0,0,0,0,49916,0,198,13,0,2020-10-04T13:00:09
1601805612,918500,25193,0,0,24823,0,0,0,0,50014,0,212,13,0,2020-10-04T13:00:12
1601805615,918500,25242,0,0,24872,0,0,0,0,50112,0,226,13,0,2020-10-04T13:00:15
1601805618,918500,25290,0,0,24920,0,0,0,0,50208,0,240,13,0,2020-10-04T13:00:18
1601805621,918500,25339,0,0,24969,0,0,0,0,50306,0,254,13,0,2020-10-04T13:00:21
1601805624,918500,25388,0,0,25018,0,0,0,0,50404,0,12,13,0,2020-10-04T13:00:24
1601805627,918500,25437,0,0,25067,0,0,0,0,50502,0,26,13,0,2020-10-04T13:00:27
1601805630,918500,25486,0,0,25116,0,0,0,0,50600,0,40,13,0,2020-10-04T13:00:30
1601805633,918500,25535,0,0,25165,0,0,0,0,50698,0,54,13,0,2020-10-04T13:00:33
1601805637,35500,25585,0,0,25213,0,0,0,0,50796,0,68,13,0,2020-10-04T13:00:37
1601805640,35500,25634,0,0,25262,0,0,0,0,50894,0,82,13,0,2020-10-04T13:00:40
1601805643,35500,25683,0,0,25311,0,0,0,0,50992,0,96,13,0,2020-10-04T13:00:43
1601805646,35500,25732,0,0,25360,0,0,0,0,51090,0,110,13,0,2020-10-04T13:00:46
1601805649,35500,25781,0,0,25409,0,0,0,0,51188,0,124,13,0,2020-10-04T13:00:49
1601805652,35500,25829,0,0,25457,0,0,0,0,51284,0,138,13,0,2020-10-04T13:00:52
1601805655,35500,25877,0,0,25505,0,0,0,0,51380,0,152,13,0,2020-10-04T13:00:55
1601805658,35500,25926,0,0,25554,0,0,0,0,51478,0,166,13,0,2020-10-04T13:00:58
1601805661,35500,25975,0,0,25603,0,0,0,0,51576,0,180,13,0,2020-10-04T13:01:01
1601805664,35500,26023,0,0,25651,0,0,0,0,51672,0,194,13,0,2020-10-04T13:01:04
1601805667,126500,26075,0,0,25701,0,0,0,0,51774,0,208,13,0,2020-10-04T13:01:07
1601805670,126500,26124,0,0,25750,0,0,0,0,51872,0,222,13,0,2020-10-04T13:01:10
1601805673,126500,26173,0,0,25799,0,0,0,0,51970,0,236,13,0,2020-10-04T13:01:13
1601805676,126500,26222,0,0,25848,0,0,0,0,52068,0,250,13,0,2020-10-04T13:01:16
1601805679,126500,26271,0,0,25897,0,0,0,0,52166,0,8,13,0,2020-10-04T13:01:19
1601805682,126500,26318,0,0,25944,0,0,0,0,52260,0,22,13,0,2020-10-04T13:01:22
1601805685,126500,26367,0,0,25993,0,0,0,0,52358,0,36,13,0,2020-10-04T13:01:25
1601805688,126500,26416,0,0,26042,0,0,0,0,52456,0,50,13,0,2020-10-04T13:01:28
1601805691,126500,26464,0,0,26090,0,0,0,0,52552,0,64,13,0,2020-10-04T13:01:31
1601805694,126500,26513,0,0,26139,0,0,0,0,52650,0,78,13,0,2020-10-04T13:01:34
1601805697,126500,26562,0,0,26188,0,0,0,0,52748,0,92,13,0,2020-10-04T13:01:37
1601805700,226500,26612,0,0,26236,0,0,0,0,52846,0,106,13,0,2020-10-04T13:01:40
1601805703,226500,26661,0,0,26285,0,0,0,0,52944,0,120,13,0,2020-10-04T13:01:43
1601805706,226500,26710,0,0,26334,0,0,0,0,53042,0,134,13,0,2020-10-04T13:01:46
1601805709,226500,26759,0,0,26383,0,0,0,0,53140,0,148,13,0,2020-10-04T13:01:49
1601805712,226500,26808,0,0,26432,0,0,0,0,53238,0,162,13,0,2020-10-04T13:01:52
1601805715,226500,26857,0,0,26481,0,0,0,0,53336,0,176,13,0,2020-10-04T13:01:55
1601805718,226500,26906,0,0,26530,0,0,0,0,53434,0,190,13,0,2020-10-04T13:01:58
1601805721,226500,26955,0,0,26579,0,0,0,0,53532,0,204,13,0,2020-10-04T13:02:01
1601805724,226500,27004,0,0,26628,0,0,0,0,53630,0,218,13,0,2020-10-04T13:02:04
1601805727,226500,27053,0,0,26677,0,0,0,0,53728,0,232,13,0,2020-10-04T13:02:07
1601805730,321500,27104,0,0,26726,0,0,0,0,53828,0,246,13,0,2020-10-04T13:02:10
1601805733,321500,27150,0,0,26772,0,0,0,0,53920,0,4,13,0,2020-10-04T13:02:13
1601805736,321500,27199,0,0,26821,0,0,0,0,54018,0,18,13,0,2020-10-04T13:02:16
1601805739,321500,27248,0,0,26870,0,0,0,0,54116,0,32,13,0,2020-10-04T13:02:19
1601805742,321500,27297,0,0,26919,0,0,0,0,54214,0,46,13,0,2020-10-04T13:02:22
1601805745,321500,27345,0,0,26967,0,0,0,0,54310,0,60,13,0,2020-10-04T13:02:25
1601805748,321500,27394,0,0,27016,0,0,0,0,54408,0,74,13,0,2020-10-04T13:02:28
1601805751,321500,27442,0,0,27064,0,0,0,0,54504,0,88,13,0,2020-10-04T13:02:31
1601805754,321500,27491,0,0,27113,0,0,0,0,54602,0,102,13,0,2020-10-04T13:02:34
1601805757,321500,27540,0,0,27162,0,0,0,0,54700,0,116,13,0,2020-10-04T13:02:37
1601805760,408500,27591,0,0,27211,0,0,0,0,54800,0,130,13,0,2020-10-04T13:02:40
1601805763,408500,27640,0,0,27260,0,0,0,0,54898,0,144,13,0,2020-10-04T13:02:43
1601805766,408500,27686,0,0,27306,0,0,0,0,54990,0,158,13,0,2020-10-04T13:02:46
1601805769,408500,27732,0,0,27352,0,0,0,0,55082,0,172,13,0,2020-10-04T13:02:49
1601805772,408500,27781,0,0,27401,0,0,0,0,55180,0,186,13,0,2020-10-04T13:02:52
1601805775,408500,27830,0,0,27450,0,0,0,0,55278,0,200,13,0,2020-10-04T13:02:55
1601805778,408500,27879,0,0,27499,0,0,0,0,55376,0,214,13,0,2020-10-04T13:02:58
1601805781,408500,27927,0,0,27547,0,0,0,0,55472,0,228,13,0,2020-10-04T13:03:01
1601805784,408500,27976,0,0,27596,0,0,0,0,55570,0,242,13,0,2020-10-04T13:03:04
1601805787,408500,28025,0,0,27645,0,0,0,0,55668,0,0,13,0,2020-10-04T13:03:07
1601805790,408500,28074,0,0,27694,0,0,0,0,55766,0,14,13,0,2020-10-04T13:03:10
1601805793,510500,28125,0,0,27743,0,0,0,0,55866,0,28,13,0,2020-10-04T13:03:13
1601805796,510500,28174,0,0,27792,0,0,0,0,55964,0,42,13,0,2020-10-04T13:03:16
1601805799,510500,28223,0,0,27841,0,0,0,0,56062,0,56,13,0,2020-10-04T13:03:19
1601805802,510500,28272,0,0,27890,0,0,0,0,56160,0,70,13,0,2020-10-04T13:03:22
1601805805,510500,28321,0,0,27939,0,0,0,0,56258,0,84,13,0,2020-10-04T13:03:25
1601805808,510500,28370,0,0,27988,0,0,0,0,56356,0,98,13,0,2020-10-04T13:03:28
1601805811,510500,28416,0,0,28034,0,0,0,0,56448,0,112,13,0,2020-10-04T13:03:31
1601805814,510500,28462,0,0,28080,0,0,0,0,56540,0,126,13,0,2020-10-04T13:03:34
1601805817,510500,28508,0,0,28126,0,0,0,0,56632,0,140,13,0,2020-10-04T13:03:37
1601805820,510500,28555,0,0,28173,0,0,0,0,56726,0,154,13,0,2020-10-04T13:03:40
1601805823,606500,28604,0,0,28220,0,0,0,0,56822,0,168,13,0,2020-10-04T13:03:43
1601805826,606500,28650,0,0,28266,0,0,0,0,56914,0,182,13,0,2020-10-04T13:03:46
1601805829,606500,28696,0,0,28312,0,0,0,0,57006,0,196,13,0,2020-10-04T13:03:49
1601805832,606500,28742,0,0,28358,0,0,0,0,57098,0,210,13,0,2020-10-04T13:03:52
1601805835,606500,28790,0,0,28406,0,0,0,0,57194,0,224,13,0,2020-10-04T13:03:55
1601805838,606500,28838,0,0,28454,0,0,0,0,57290,0,238,13,0,2020-10-04T13:03:58
1601805841,606500,28884,0,0,28500,0,0,0,0,57382,0,252,13,0,2020-10-04T13:04:01
1601805844,606500,28930,0,0,28546,0,0,0,0,57474,0,10,13,0,2020-10-04T13:04:04
1601805847,606500,28976,0,0,28592,0,0,0,0,57566,0,24,13,0,2020-10-04T13:04:07
1601805850,606500,29022,0,0,28638,0,0,0,0,57658,0,38,13,0,2020-10-04T13:04:10
1601805853,701500,29070,0,0,28684,0,0,0,0,57752,0,52,13,0,2020-10-04T13:04:13
1601805856,701500,29116,0,0,28730,0,0,0,0,57844,0,66,13,0,2020-10-04T13:04:16
1601805859,701500,29162,0,0,28776,0,0,0,0,57936,0,80,13,0,2020-10-04T13:04:19
1601805862,701500,29208,0,0,28822,0,0,0,0,58028,0,94,13,0,2020-10-04T13:04:22
