alt,pressure,temperature
124,99844.23822305074,287.3440157221534
125,99832.36846908047,287.33751597675655
126,99820.4998614966,287.3310162334046
127,99808.6324002139,287.3245164920976
128,99796.76608514722,287.31801675283555
129,99784.90091621125,287.31151701561845
130,99773.03689332078,287.3050172804463
131,99761.17401639068,287.2985175473191
132,99749.31228533557,287.29201781623675
133,99737.4517000704,287.2855180871994
134,99725.59226050992,287.279018360207
135,99713.7339665689,287.27251863525953
136,99701.87681816211,287.26601891235697
137,99690.02081520447,287.25951919149935
138,99678.16595761075,287.2530194726867
139,99666.31224529575,287.24651975591894
140,99654.4596781743,287.24002004119615
141,99642.60825616118,287.23352032851824
142,99630.75797917135,287.2270206178853
143,99618.90884711953,287.22052090929725
144,99607.06085992059,287.21402120275417
145,99595.21401748942,287.20752149825597
146,99583.36831974084,287.2010217958027
147,99571.52376658966,287.1945220953944
148,99559.68035795081,287.188022397031
149,99547.83809373913,287.1815227007125
150,99535.99697386948,287.17502300643895
151,99524.15699825673,287.1685233142103
152,99512.31816681573,287.1620236240266
153,99500.48047946145,287.1555239358878
154,99488.64393610867,287.1490242497939
155,99476.80853667235,287.1425245657449
156,99464.97428106742,287.1360248837409
157,99453.14116920863,287.1295252037817
158,99441.30920101101,287.12302552586755
159,99429.4783763895,287.1165258499982
160,99417.64869525886,287.1100261761738
161,99405.82015753412,287.1035265043943
162,99393.99276313024,287.09702683465974
163,99382.16651196202,287.09052716697005
164,99370.34140394448,287.0840275013253
165,99358.51743899254,287.0775278377254
166,99346.6946170211,287.0710281761705
167,99334.87293794514,287.06452851666046
168,99323.0524016796,287.0580288591953
169,99311.23300813942,287.0515292037751
170,99299.41475723957,287.0450295503997
171,99287.59764889501,287.0385298990693
172,99275.78168302079,287.03203024978376
173,99263.96685953172,287.02553060254314
174,99252.15317834287,287.01903095734735
175,99240.34063936915,287.01253131419656
176,99228.52924252566,287.0060316730906
177,99216.71898772729,286.9995320340295
178,99204.90987488914,286.9930323970134
179,99193.10190392609,286.98653276204215
180,99181.29507475313,286.9800331291157
181,99169.4893872854,286.97353349823425
182,99157.68484143775,286.9670338693977
183,99145.88143712535,286.960534242606
184,99134.07917426311,286.9540346178592
185,99122.27805276614,286.94753499515724
186,99110.47807254936,286.9410353745002
187,99098.67923352789,286.9345357558881
188,99086.88153561673,286.9280361393208
189,99075.08497873097,286.9215365247984
190,99063.28956278556,286.9150369123209
191,99051.49528769561,286.90853730188826
192,99039.7021533762,286.9020376935006
193,99027.91015974236,286.89553808715766
194,99016.11930670918,286.8890384828597
195,99004.32959419164,286.8825388806066
196,98992.54102210492,286.8760392803984
197,98980.75359036402,286.86953968223503
198,98968.96729888413,286.86304008611654
199,98957.1821475802,286.85654049204294
200,98945.39813636741,286.8500409000142
201,98933.61526516078,286.8435413100304
202,98921.83353387551,286.8370417220914
203,98910.05294242658,286.83054213619727
204,98898.27349072923,286.82404255234803
205,98886.49517869853,286.8175429705436
206,98874.71800624952,286.81104339078416
207,98862.94197329743,286.8045438130695
208,98851.1670797573,286.7980442373997
209,98839.3933255443,286.7915446637748
210,98827.62071057357,286.78504509219476
211,98815.8492347602,286.77854552265956
212,98804.07889801945,286.77204595516923
213,98792.30970026634,286.7655463897238
214,98780.54164141612,286.7590468263232
215,98768.77472138383,286.7525472649674
216,98757.00894008475,286.7460477056565
217,98745.24429743402,286.7395481483905
218,98733.48079334675,286.7330485931693
219,98721.71842773819,286.726549039993
220,98709.95720052345,286.72004948886155
221,98698.19711161779,286.7135499397749
222,98686.43816093632,286.70705039273315
223,98674.68034839431,286.7005508477362
224,98662.9236739069,286.6940513047842
225,98651.1681373893,286.68755176387697
226,98639.41373875673,286.6810522250146
227,98627.66047792441,286.6745526881971
228,98615.9083548075,286.66805315342435
229,98604.15736932131,286.66155362069657
230,98592.40752138096,286.65505409001355
231,98580.65881090176,286.6485545613754
232,98568.91123779891,286.6420550347821
233,98557.16480198766,286.63555551023364
234,98545.41950338322,286.62905598773006
235,98533.67534190092,286.62255646727124
236,98521.9323174559,286.6160569488573
237,98510.19042996345,286.6095574324882
238,98498.44967933887,286.6030579181639
239,98486.71006549738,286.59655840588454
240,98474.97158835427,286.5900588956499
241,98463.23424782482,286.5835593874601
242,98451.49804382431,286.5770598813152
243,98439.76297626794,286.5705603772151
244,98428.02904507116,286.56406087515984
245,98416.29625014911,286.5575613751494
246,98404.56459141715,286.55106187718377
247,98392.83406879051,286.544562381263
248,98381.1046821846,286.53806288738707
249,98369.37643151468,286.5315633955559
250,98357.64931669604,286.5250639057696
251,98345.92333764405,286.5185644180281
252,98334.19849427402,286.51206493233144
253,98322.47478650122,286.5055654486796
254,98310.75221424099,286.4990659670726
255,98299.03077740871,286.4925664875104
256,98287.31047591969,286.486067009993
257,98275.59130968932,286.47956753452047
258,98263.8732786329,286.4730680610927
259,98252.15638266575,286.46656858970977
260,98240.44062170332,286.46006912037166
261,98228.72599566092,286.4535696530784
262,98217.01250445392,286.44707018782987
263,98205.30014799764,286.44057072462624
264,98193.58892620757,286.43407126346733
265,98181.878838999,286.4275718043533
266,98170.16988628729,286.42107234728405
267,98158.46206798792,286.4145728922596
268,98146.75538401623,286.40807343928
269,98135.04983428761,286.40157398834515
270,98123.34541871748,286.39507453945515
271,98111.64213722125,286.3885750926099
272,98099.93998971433,286.38207564780953
273,98088.23897611212,286.37557620505396
274,98076.53909632999,286.3690767643431
275,98064.8403502835,286.36257732567714
276,98053.14273788793,286.35607788905594
277,98041.4462590588,286.3495784544795
278,98029.75091371154,286.3430790219479
279,98018.05670176158,286.3365795914611
280,98006.36362312433,286.3300801630191
281,97994.67167771529,286.32358073662186
282,97982.98086544986,286.31708131226947
283,97971.29118624362,286.31058188996184
284,97959.60264001184,286.304082469699
285,97947.9152266702,286.2975830514809
286,97936.22894613395,286.29108363530764
287,97924.54379831882,286.2845842211792
288,97912.85978314004,286.2780848090955
289,97901.17690051324,286.2715853990566
290,97889.49515035393,286.2650859910625
291,97877.81453257754,286.25858658511316
292,97866.13504709954,286.25208718120865
293,97854.45669383554,286.2455877793489
294,97842.77947270092,286.23908837953394
295,97831.10338361128,286.23258898176374
296,97819.42842648218,286.2260895860383
297,97807.75460122898,286.21959019235766
298,97796.08190776737,286.21309080072183
299,97784.41034601274,286.2065914111307
300,97772.73991588074,286.20009202358443
301,97761.07061728687,286.1935926380829
302,97749.40245014666,286.1870932546262
303,97737.73541437567,286.1805938732142
304,97726.06950988945,286.174094493847
305,97714.40473660348,286.1675951165246
306,97702.74109443347,286.16109574124687
307,97691.07858329492,286.154596368014
308,97679.41720310334,286.14809699682587
309,97667.75695377434,286.14159762768253
310,97656.09783522354,286.13509826058396
311,97644.4398473665,286.1285988955301
312,97632.78299011884,286.1220995325211
313,97621.12726339605,286.11560017155676
314,97609.4726671138,286.1091008126372
315,97597.81920118767,286.10260145576245
316,97586.16686553329,286.09610210093246
317,97574.51566006627,286.08960274814723
318,97562.86558470219,286.0831033974067
319,97551.21663935672,286.076604048711
320,97539.5688239454,286.07010470206
321,97527.92213838395,286.0636053574538
322,97516.27658258793,286.0571060148923
323,97504.63215647299,286.0506066743756
324,97492.98885995483,286.0441073359037
325,97481.34669294908,286.03760799947645
326,97469.70565537128,286.031108665094
327,97458.06574713721,286.0246093327563
328,97446.42696816247,286.01811000246335
329,97434.78931836272,286.01161067421515
330,97423.15279765369,286.0051113480117
331,97411.51740595094,285.998612023853
332,97399.88314317026,285.992112701739
333,97388.25000922727,285.98561338166985
334,97376.61800403768,285.97911406364534
335,97364.98712751713,285.9726147476656
336,97353.35737958131,285.96611543373064
337,97341.72876014603,285.9596161218404
338,97330.1012691269,285.95311681199485
339,97318.47490643966,285.9466175041941
340,97306.84967200001,285.9401181984381
341,97295.22556572361,285.93361889472675
342,97283.60258752626,285.92711959306024
343,97271.98073732364,285.9206202934384
344,97260.36001503155,285.9141209958613
345,97248.74042056566,285.90762170032895
346,97237.12195384168,285.9011224068413
347,97225.50461477542,285.8946231153984
348,97213.8884032826,285.88812382600025
349,97202.27331927895,285.88162453864686
350,97190.65936268026,285.8751252533381
351,97179.04653340226,285.86862597007416
352,97167.43483136073,285.8621266888549
353,97155.82425647142,285.8556274096804
354,97144.21480865017,285.84912813255056
355,97132.60648781272,285.8426288574655
356,97120.99929387476,285.8361295844251
357,97109.3932267522,285.8296303134295
358,97097.78828636084,285.8231310444786
359,97086.18447261634,285.8166317775724
360,97074.58178543462,285.81013251271094
361,97062.98022473145,285.8036332498942
362,97051.37979042267,285.79713398912213
363,97039.78048242404,285.7906347303948
364,97028.18230065134,285.7841354737122
365,97016.58524502051,285.7776362190743
366,97004.9893154473,285.7711369664811
367,96993.39451184755,285.7646377159326
368,96981.80083413712,285.75813846742886
369,96970.20828223186,285.7516392209698
370,96958.61685604755,285.74513997655544
371,96947.02655550008,285.7386407341858
372,96935.43738050529,285.7321414938609
373,96923.84933097899,285.7256422555807
374,96912.26240683717,285.71914301934515
375,96900.67660799564,285.71264378515434
376,96889.09193437021,285.70614455300824
377,96877.50838587679,285.6996453229068
378,96865.92596243131,285.69314609485014
379,96854.34466394961,285.6866468688381
380,96842.76449034756,285.68014764487083
381,96831.18544154108,285.6736484229482
382,96819.60751744603,285.66714920307027
383,96808.03071797836,285.66064998523706
384,96796.45504305398,285.65415076944856
385,96784.88049258875,285.6476515557047
386,96773.30706649866,285.6411523440056
387,96761.73476469953,285.63465313435114
388,96750.16358710732,285.6281539267414
389,96738.59353363802,285.62165472117636
390,96727.02460420755,285.615155517656
391,96715.45679873171,285.6086563161803
392,96703.89011712662,285.6021571167493
393,96692.32455930817,285.595657919363
394,96680.76012519222,285.5891587240214
395,96669.19681469485,285.58265953072447
396,96657.63462773194,285.5761603394722
397,96646.07356421948,285.56966115026466
398,96634.51362407341,285.5631619631018
399,96622.9548072098,285.55666277798355
400,96611.39711354447,285.55016359491003
401,96599.84054299351,285.5436644138812
402,96588.28509547292,285.53716523489703
403,96576.7307708986,285.53066605795755
404,96565.17756918666,285.5241668830627
405,96553.62549025298,285.5176677102126
406,96542.07453401362,285.5111685394071
407,96530.52470038459,285.50466937064635
408,96518.9759892819,285.4981702039302
409,96507.42840062159,285.4916710392588
410,96495.88193431967,285.48517187663197
411,96484.33659029208,285.47867271604986
412,96472.79236845496,285.47217355751246
413,96461.24926872425,285.46567440101967
414,96449.70729101614,285.4591752465716
415,96438.16643524652,285.4526760941681
416,96426.62670133145,285.44617694380935
417,96415.08808918706,285.43967779549524
418,96403.5505987294,285.4331786492258
419,96392.01422987448,285.426679505001
420,96380.47898253835,285.4201803628209
421,96368.94485663714,285.4136812226854
422,96357.41185208694,285.40718208459464
423,96345.87996880375,285.4006829485485
424,96334.34920670369,285.394183814547
425,96322.81956570283,285.38768468259013
426,96311.2910457173,285.38118555267795
427,96299.76364666318,285.3746864248104
428,96288.23736845652,285.36818729898755
429,96276.71221101354,285.36168817520934
430,96265.1881742502,285.3551890534758
431,96253.66525808275,285.34868993378683
432,96242.14346242724,285.34219081614253
433,96230.6227871998,285.33569170054295
434,96219.10323231656,285.329192586988
435,96207.58479769363,285.32269347547765
436,96196.06748324719,285.3161943660119
437,96184.55128889333,285.3096952585909
438,96173.03621454819,285.3031961532145
439,96161.522260128,285.29669704988277
440,96150.00942554888,285.2901979485956
441,96138.49771072691,285.2836988493532
442,96126.98711557839,285.2771997521553
443,96115.47764001937,285.2707006570021
444,96103.969283966,285.26420156389355
445,96092.46204733459,285.25770247282964
446,96080.95593004122,285.2512033838104
447,96069.4509320021,285.2447042968357
448,96057.94705313345,285.2382052119057
449,96046.4442933514,285.2317061290203
450,96034.94265257212,285.2252070481796
451,96023.44213071192,285.21870796938344
452,96011.94272768698,285.21220889263196
453,96000.44444341345,285.2057098179251
454,95988.9472778076,285.19921074526286
455,95977.45123078563,285.19271167464524
456,95965.95630226373,285.1862126060723
457,95954.46249215821,285.1797135395439
458,95942.96980038524,285.17321447506015
459,95931.47822686104,285.16671541262104
460,95919.98777150194,285.16021635222654
461,95908.49843422411,285.1537172938767
