time_s,time_us,temperature,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
1601800050,243000,19.3125,28,21,3,2020-10-04T11:27:30,1601673979.588785,2020-10-03T00:26:19
1601800065,173000,19.3125,73,21,3,2020-10-04T11:27:45,1601673992.902869,2020-10-03T00:26:32
1601800081,321000,19.3125,117,21,3,2020-10-04T11:28:01,1601674010.5584369,2020-10-03T00:26:50
1601800100,190000,19.3125,166,21,3,2020-10-04T11:28:20,1601674028.736441,2020-10-03T00:27:08
1601800113,490000,19.3125,209,21,3,2020-10-04T11:28:33,1601674043.126201,2020-10-03T00:27:23
1601800128,634000,19.3125,254,21,3,2020-10-04T11:28:48,1601674059.407341,2020-10-03T00:27:39
1601800145,734000,19.375,44,21,3,2020-10-04T11:29:05,1601674074.662065,2020-10-03T00:27:54
1601800163,523000,19.375,86,21,3,2020-10-04T11:29:23,1601674090.944916,2020-10-03T00:28:10
1601800177,774000,19.4375,133,21,3,2020-10-04T11:29:37,1601674106.566684,2020-10-03T00:28:26
1601800195,163000,19.5,181,21,3,2020-10-04T11:29:55,1601674124.0432959,2020-10-03T00:28:44
1601800208,462000,19.5625,226,21,3,2020-10-04T11:30:08,1601674137.8035128,2020-10-03T00:28:57
1601800225,808000,19.625,14,21,3,2020-10-04T11:30:25,1601674154.413704,2020-10-03T00:29:14
1601800239,108000,19.75,60,21,3,2020-10-04T11:30:39,1601674169.514788,2020-10-03T00:29:29
1601800253,602000,19.8125,101,21,3,2020-10-04T11:30:53,1601674183.544149,2020-10-03T00:29:43
1601800270,705000,19.875,152,21,3,2020-10-04T11:31:10,1601674201.487432,2020-10-03T00:30:01
1601800289,2000,20.0,203,21,3,2020-10-04T11:31:29,1601674219.129709,2020-10-03T00:30:19
1601800301,355000,20.0625,251,21,3,2020-10-04T11:31:41,1601674236.267112,2020-10-03T00:30:36
1601800319,648000,20.125,37,21,3,2020-10-04T11:31:59,1601674250.441736,2020-10-03T00:30:50
1601800332,951000,20.125,80,21,3,2020-10-04T11:32:12,1601674264.74298,2020-10-03T00:31:04
1601800347,444000,20.125,127,21,3,2020-10-04T11:32:27,1601674282.6528158,2020-10-03T00:31:22
1601800364,550000,20.1875,171,21,3,2020-10-04T11:32:44,1601674297.2999718,2020-10-03T00:31:37
1601800382,846000,20.25,218,21,3,2020-10-04T11:33:02,1601674314.064729,2020-10-03T00:31:54
1601800396,150000,20.25,6,21,3,2020-10-04T11:33:16,1601674329.12166,2020-10-03T00:32:09
1601800414,443000,20.3125,55,21,3,2020-10-04T11:33:34,1601674346.9626129,2020-10-03T00:32:26
1601800427,747000,20.375,104,21,3,2020-10-04T11:33:47,1601674363.778889,2020-10-03T00:32:43
1601800442,240000,20.375,149,21,3,2020-10-04T11:34:02,1601674378.267237,2020-10-03T00:32:58
1601800459,346000,20.375,193,21,3,2020-10-04T11:34:19,1601674392.924233,2020-10-03T00:33:12
1601800476,691000,20.375,238,21,3,2020-10-04T11:34:36,1601674410.615849,2020-10-03T00:33:30
1601800494,986000,20.375,29,21,3,2020-10-04T11:34:54,1601674428.078424,2020-10-03T00:33:48
1601800507,340000,20.375,73,21,3,2020-10-04T11:35:07,1601674441.9375958,2020-10-03T00:34:01
1601800526,584000,20.3125,121,21,3,2020-10-04T11:35:26,1601674459.6791558,2020-10-03T00:34:19
1601800538,937000,20.3125,166,21,3,2020-10-04T11:35:38,1601674473.459652,2020-10-03T00:34:33
1601800557,233000,20.3125,213,21,3,2020-10-04T11:35:57,1601674491.140044,2020-10-03T00:34:51
1601800569,588000,20.3125,255,21,3,2020-10-04T11:36:09,1601674505.308028,2020-10-03T00:35:05
1601800587,883000,20.375,44,21,3,2020-10-04T11:36:27,1601674523.3757958,2020-10-03T00:35:23
1601800601,187000,20.4375,87,21,3,2020-10-04T11:36:41,1601674537.2303529,2020-10-03T00:35:37
1601800620,431000,20.4375,140,21,3,2020-10-04T11:37:00,1601674555.7142,2020-10-03T00:35:55
1601800632,783000,20.4375,182,21,3,2020-10-04T11:37:12,1601674569.505652,2020-10-03T00:36:09
1601800651,80000,20.5,224,21,3,2020-10-04T11:37:31,1601674586.839828,2020-10-03T00:36:26
1601800664,385000,20.5,14,21,3,2020-10-04T11:37:44,1601674601.309121,2020-10-03T00:36:41
1601800682,679000,20.5,62,21,3,2020-10-04T11:38:02,1601674619.511672,2020-10-03T00:36:59
1601800695,982000,20.5,104,21,3,2020-10-04T11:38:15,1601674633.130328,2020-10-03T00:37:13
1601800713,327000,20.5,152,21,3,2020-10-04T11:38:33,1601674650.777464,2020-10-03T00:37:30
1601800726,631000,20.5625,199,21,3,2020-10-04T11:38:46,1601674664.882865,2020-10-03T00:37:44
1601800745,876000,20.5625,248,21,3,2020-10-04T11:39:05,1601674683.438444,2020-10-03T00:38:03
1601800758,228000,20.625,34,21,3,2020-10-04T11:39:18,1601674696.71244,2020-10-03T00:38:16
1601800777,473000,20.5625,82,21,3,2020-10-04T11:39:37,1601674715.463716,2020-10-03T00:38:35
1601800789,825000,20.5,128,21,3,2020-10-04T11:39:49,1601674729.2340598,2020-10-03T00:38:49
1601800809,72000,20.5,177,21,3,2020-10-04T11:40:09,1601674747.740584,2020-10-03T00:39:07
1601800821,425000,20.5,219,21,3,2020-10-04T11:40:21,1601674761.141217,2020-10-03T00:39:21
1601800839,719000,20.4375,10,21,3,2020-10-04T11:40:39,1601674778.499605,2020-10-03T00:39:38
1601800853,21000,20.375,56,21,3,2020-10-04T11:40:53,1601674792.499436,2020-10-03T00:39:52
1601800871,317000,20.25,101,21,3,2020-10-04T11:41:11,1601674810.866981,2020-10-03T00:40:10
1601800884,619000,20.1875,145,21,3,2020-10-04T11:41:24,1601674824.910732,2020-10-03T00:40:24
1601800902,913000,20.0625,194,21,3,2020-10-04T11:41:42,1601674843.278636,2020-10-03T00:40:43
1601800916,214000,20.0625,238,21,3,2020-10-04T11:41:56,1601674860.25828,2020-10-03T00:41:00
1601800930,710000,20.0,28,21,3,2020-10-04T11:42:10,1601674875.387269,2020-10-03T00:41:15
1601800947,812000,19.9375,71,21,3,2020-10-04T11:42:27,1601674889.722905,2020-10-03T00:41:29
1601800962,306000,19.9375,115,21,3,2020-10-04T11:42:42,1601674906.71876,2020-10-03T00:41:46
1601800980,599000,20.0,162,21,3,2020-10-04T11:43:00,1601674921.9652278,2020-10-03T00:42:01
1601800993,903000,20.0,212,21,3,2020-10-04T11:43:13,1601674939.134145,2020-10-03T00:42:19
1601801012,194000,20.0,0,21,3,2020-10-04T11:43:32,1601674953.7091799,2020-10-03T00:42:33
1601801024,546000,19.9375,43,21,3,2020-10-04T11:43:44,1601674967.357897,2020-10-03T00:42:47
1601801042,839000,20.0625,89,21,3,2020-10-04T11:44:02,1601674984.989749,2020-10-03T00:43:04
1601801059,939000,20.125,137,21,3,2020-10-04T11:44:19,1601675002.0538929,2020-10-03T00:43:22
1601801074,430000,20.125,182,21,3,2020-10-04T11:44:34,1601675016.912056,2020-10-03T00:43:36
1601801091,530000,20.25,232,21,3,2020-10-04T11:44:51,1601675034.725389,2020-10-03T00:43:54
1601801108,876000,20.3125,25,21,3,2020-10-04T11:45:08,1601675052.5577688,2020-10-03T00:44:12
1601801122,176000,20.375,69,21,3,2020-10-04T11:45:22,1601675065.9094448,2020-10-03T00:44:25
1601801140,469000,20.5,119,21,3,2020-10-04T11:45:40,1601675084.1043398,2020-10-03T00:44:44
1601801153,769000,20.5,162,21,3,2020-10-04T11:45:53,1601675097.974329,2020-10-03T00:44:57
1601801172,63000,20.5625,210,21,3,2020-10-04T11:46:12,1601675116.603237,2020-10-03T00:45:16
1601801185,363000,20.625,254,21,3,2020-10-04T11:46:25,1601675130.677188,2020-10-03T00:45:30
1601801203,657000,20.625,45,21,3,2020-10-04T11:46:43,1601675148.6519969,2020-10-03T00:45:48
1601801216,957000,20.6875,89,21,3,2020-10-04T11:46:56,1601675162.6596649,2020-10-03T00:46:02
1601801235,252000,20.6875,139,21,3,2020-10-04T11:47:15,1601675180.939117,2020-10-03T00:46:20
1601801247,603000,20.75,181,21,3,2020-10-04T11:47:27,1601675193.872809,2020-10-03T00:46:33
1601801266,847000,20.8125,231,21,3,2020-10-04T11:47:46,1601675212.424445,2020-10-03T00:46:52
1601801279,198000,20.875,20,21,3,2020-10-04T11:47:59,1601675226.215349,2020-10-03T00:47:06
1601801298,441000,20.875,66,21,3,2020-10-04T11:48:18,1601675244.611044,2020-10-03T00:47:24
1601801311,741000,20.875,112,21,3,2020-10-04T11:48:31,1601675258.0290399,2020-10-03T00:47:38
1601801330,35000,20.875,157,21,3,2020-10-04T11:48:50,1601675275.916457,2020-10-03T00:47:55
1601801343,334000,20.8125,201,21,3,2020-10-04T11:49:03,1601675290.184649,2020-10-03T00:48:10
