time_s,time_us,temperature,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
1601800046,443000,19.4375,21,21,1,2020-10-04T11:27:26,1601673975.4281209,2020-10-03T00:26:15
1601800065,173000,19.375,70,21,1,2020-10-04T11:27:45,1601673992.880712,2020-10-03T00:26:32
1601800081,321000,19.4375,113,21,1,2020-10-04T11:28:01,1601674009.44024,2020-10-03T00:26:49
1601800095,440000,19.4375,158,21,1,2020-10-04T11:28:15,1601674024.225833,2020-10-03T00:27:04
1601800113,490000,19.4375,203,21,1,2020-10-04T11:28:33,1601674041.989069,2020-10-03T00:27:21
1601800128,634000,19.4375,249,21,1,2020-10-04T11:28:48,1601674056.768637,2020-10-03T00:27:36
1601800145,734000,19.4375,41,21,1,2020-10-04T11:29:05,1601674074.638833,2020-10-03T00:27:54
1601800159,723000,19.5,82,21,1,2020-10-04T11:29:19,1601674088.018385,2020-10-03T00:28:08
1601800177,774000,19.5,129,21,1,2020-10-04T11:29:37,1601674105.8565009,2020-10-03T00:28:25
1601800191,363000,19.5,172,21,1,2020-10-04T11:29:51,1601674119.8328838,2020-10-03T00:28:39
1601800208,462000,19.5625,223,21,1,2020-10-04T11:30:08,1601674137.782433,2020-10-03T00:28:57
1601800222,7000,19.625,9,21,1,2020-10-04T11:30:22,1601674151.013352,2020-10-03T00:29:11
1601800239,108000,19.6875,58,21,1,2020-10-04T11:30:39,1601674169.503821,2020-10-03T00:29:29
1601800253,602000,19.8125,99,21,1,2020-10-04T11:30:53,1601674183.5334558,2020-10-03T00:29:43
1601800270,705000,19.875,150,21,1,2020-10-04T11:31:10,1601674201.476724,2020-10-03T00:30:01
1601800284,252000,19.9375,196,21,1,2020-10-04T11:31:24,1601674215.052388,2020-10-03T00:30:15
1601800301,355000,20.0625,244,21,1,2020-10-04T11:31:41,1601674232.500836,2020-10-03T00:30:32
1601800315,847000,20.0625,31,21,1,2020-10-04T11:31:55,1601674249.0752208,2020-10-03T00:30:49
1601800332,951000,20.125,78,21,1,2020-10-04T11:32:12,1601674264.7322688,2020-10-03T00:31:04
1601800347,444000,20.1875,122,21,1,2020-10-04T11:32:27,1601674278.685377,2020-10-03T00:31:18
1601800364,550000,20.1875,169,21,1,2020-10-04T11:32:44,1601674297.2892559,2020-10-03T00:31:37
1601800379,44000,20.25,213,21,1,2020-10-04T11:32:59,1601674311.078261,2020-10-03T00:31:51
1601800396,150000,20.3125,4,21,1,2020-10-04T11:33:16,1601674329.111021,2020-10-03T00:32:09
1601800410,642000,20.3125,47,21,1,2020-10-04T11:33:30,1601674342.786013,2020-10-03T00:32:22
1601800427,747000,20.3125,96,21,1,2020-10-04T11:33:47,1601674360.728956,2020-10-03T00:32:40
1601800442,240000,20.3125,142,21,1,2020-10-04T11:34:02,1601674374.51576,2020-10-03T00:32:54
1601800459,346000,20.3125,191,21,1,2020-10-04T11:34:19,1601674392.9108288,2020-10-03T00:33:12
1601800472,890000,20.25,233,21,1,2020-10-04T11:34:32,1601674409.2659879,2020-10-03T00:33:29
1601800489,995000,20.25,24,21,1,2020-10-04T11:34:49,1601674426.777912,2020-10-03T00:33:46
1601800507,340000,20.25,71,21,1,2020-10-04T11:35:07,1601674441.923817,2020-10-03T00:34:01
1601800520,643000,20.25,114,21,1,2020-10-04T11:35:20,1601674456.2143729,2020-10-03T00:34:16
1601800538,937000,20.25,162,21,1,2020-10-04T11:35:38,1601674473.4280798,2020-10-03T00:34:33
1601800551,290000,20.3125,208,21,1,2020-10-04T11:35:51,1601674489.93532,2020-10-03T00:34:49
1601800569,588000,20.3125,253,21,1,2020-10-04T11:36:09,1601674505.297504,2020-10-03T00:35:05
1601800587,883000,20.375,40,21,1,2020-10-04T11:36:27,1601674522.1929119,2020-10-03T00:35:22
1601800601,187000,20.375,84,21,1,2020-10-04T11:36:41,1601674537.214385,2020-10-03T00:35:37
1601800615,680000,20.375,135,21,1,2020-10-04T11:36:55,1601674554.357604,2020-10-03T00:35:54
1601800632,783000,20.3125,177,21,1,2020-10-04T11:37:12,1601674568.4057438,2020-10-03T00:36:08
1601800647,279000,20.375,221,21,1,2020-10-04T11:37:27,1601674586.810016,2020-10-03T00:36:26
1601800664,385000,20.4375,11,21,1,2020-10-04T11:37:44,1601674601.28512,2020-10-03T00:36:41
1601800678,878000,20.4375,57,21,1,2020-10-04T11:37:58,1601674618.1683328,2020-10-03T00:36:58
1601800695,982000,20.375,102,21,1,2020-10-04T11:38:15,1601674633.114008,2020-10-03T00:37:13
1601800713,327000,20.375,150,21,1,2020-10-04T11:38:33,1601674650.7593398,2020-10-03T00:37:30
1601800726,631000,20.375,194,21,1,2020-10-04T11:38:46,1601674663.6703,2020-10-03T00:37:43
1601800741,125000,20.4375,243,21,1,2020-10-04T11:39:01,1601674682.0758479,2020-10-03T00:38:02
1601800758,228000,20.5,31,21,1,2020-10-04T11:39:18,1601674696.68328,2020-10-03T00:38:16
1601800772,722000,20.375,77,21,1,2020-10-04T11:39:32,1601674714.097545,2020-10-03T00:38:34
1601800789,825000,20.375,125,21,1,2020-10-04T11:39:49,1601674729.210209,2020-10-03T00:38:49
