time_s,time_us,temperature,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
1601800050,243000,19.375,27,21,2,2020-10-04T11:27:30,1601673979.583493,2020-10-03T00:26:19
1601800065,173000,19.375,71,21,2,2020-10-04T11:27:45,1601673992.8873239,2020-10-03T00:26:32
1601800081,321000,19.375,116,21,2,2020-10-04T11:28:01,1601674010.551712,2020-10-03T00:26:50
1601800095,440000,19.375,159,21,2,2020-10-04T11:28:15,1601674024.2319798,2020-10-03T00:27:04
1601800113,490000,19.4375,206,21,2,2020-10-04T11:28:33,1601674043.103644,2020-10-03T00:27:23
1601800128,634000,19.4375,250,21,2,2020-10-04T11:28:48,1601674056.7759569,2020-10-03T00:27:36
1601800145,734000,19.4375,42,21,2,2020-10-04T11:29:05,1601674074.646332,2020-10-03T00:27:54
1601800159,723000,19.5,85,21,2,2020-10-04T11:29:19,1601674090.937841,2020-10-03T00:28:10
1601800177,774000,19.625,132,21,2,2020-10-04T11:29:37,1601674106.560353,2020-10-03T00:28:26
1601800191,363000,19.6875,178,21,2,2020-10-04T11:29:51,1601674122.697696,2020-10-03T00:28:42
1601800208,462000,19.75,224,21,2,2020-10-04T11:30:08,1601674137.788224,2020-10-03T00:28:57
1601800222,7000,19.8125,12,21,2,2020-10-04T11:30:22,1601674154.3997688,2020-10-03T00:29:14
1601800239,108000,19.9375,59,21,2,2020-10-04T11:30:39,1601674169.509428,2020-10-03T00:29:29
1601800253,602000,20.0,100,21,2,2020-10-04T11:30:53,1601674183.538761,2020-10-03T00:29:43
1601800270,705000,20.125,151,21,2,2020-10-04T11:31:10,1601674201.4819958,2020-10-03T00:30:01
1601800284,252000,20.25,199,21,2,2020-10-04T11:31:24,1601674217.7862039,2020-10-03T00:30:17
1601800301,355000,20.3125,248,21,2,2020-10-04T11:31:41,1601674232.965793,2020-10-03T00:30:32
1601800319,648000,20.4375,34,21,2,2020-10-04T11:31:59,1601674250.4213488,2020-10-03T00:30:50
1601800332,951000,20.4375,79,21,2,2020-10-04T11:32:12,1601674264.7376208,2020-10-03T00:31:04
1601800347,444000,20.4375,123,21,2,2020-10-04T11:32:27,1601674278.690641,2020-10-03T00:31:18
1601800364,550000,20.5,170,21,2,2020-10-04T11:32:44,1601674297.294577,2020-10-03T00:31:37
1601800379,44000,20.5625,216,21,2,2020-10-04T11:32:59,1601674314.053864,2020-10-03T00:31:54
1601800396,150000,20.625,5,21,2,2020-10-04T11:33:16,1601674329.1163878,2020-10-03T00:32:09
1601800414,443000,20.6875,54,21,2,2020-10-04T11:33:34,1601674346.957321,2020-10-03T00:32:26
1601800427,747000,20.75,97,21,2,2020-10-04T11:33:47,1601674360.734253,2020-10-03T00:32:40
1601800442,240000,20.8125,146,21,2,2020-10-04T11:34:02,1601674374.9350278,2020-10-03T00:32:54
1601800459,346000,20.8125,192,21,2,2020-10-04T11:34:19,1601674392.917713,2020-10-03T00:33:12
1601800476,691000,20.8125,237,21,2,2020-10-04T11:34:36,1601674410.6091008,2020-10-03T00:33:30
1601800494,986000,20.8125,27,21,2,2020-10-04T11:34:54,1601674428.064525,2020-10-03T00:33:48
1601800507,340000,20.8125,72,21,2,2020-10-04T11:35:07,1601674441.930752,2020-10-03T00:34:01
1601800520,643000,20.75,118,21,2,2020-10-04T11:35:20,1601674458.9342449,2020-10-03T00:34:18
1601800538,937000,20.6875,164,21,2,2020-10-04T11:35:38,1601674473.4417799,2020-10-03T00:34:33
1601800557,233000,20.75,209,21,2,2020-10-04T11:35:57,1601674489.941053,2020-10-03T00:34:49
1601800569,588000,20.6875,254,21,2,2020-10-04T11:36:09,1601674505.3027408,2020-10-03T00:35:05
1601800587,883000,20.75,41,21,2,2020-10-04T11:36:27,1601674522.198217,2020-10-03T00:35:22
1601800601,187000,20.75,86,21,2,2020-10-04T11:36:41,1601674537.225081,2020-10-03T00:35:37
1601800620,431000,20.75,138,21,2,2020-10-04T11:37:00,1601674555.7035248,2020-10-03T00:35:55
1601800632,783000,20.75,181,21,2,2020-10-04T11:37:12,1601674569.500308,2020-10-03T00:36:09
1601800651,80000,20.8125,222,21,2,2020-10-04T11:37:31,1601674586.8185248,2020-10-03T00:36:26
1601800664,385000,20.8125,13,21,2,2020-10-04T11:37:44,1601674601.301424,2020-10-03T00:36:41
1601800682,679000,20.875,59,21,2,2020-10-04T11:38:02,1601674618.184577,2020-10-03T00:36:58
1601800695,982000,20.8125,103,21,2,2020-10-04T11:38:15,1601674633.122228,2020-10-03T00:37:13
1601800713,327000,20.8125,151,21,2,2020-10-04T11:38:33,1601674650.767412,2020-10-03T00:37:30
1601800726,631000,20.875,198,21,2,2020-10-04T11:38:46,1601674664.8743808,2020-10-03T00:37:44
1601800745,876000,20.9375,247,21,2,2020-10-04T11:39:05,1601674683.4305239,2020-10-03T00:38:03
1601800758,228000,20.9375,33,21,2,2020-10-04T11:39:18,1601674696.70394,2020-10-03T00:38:16
1601800777,473000,20.875,80,21,2,2020-10-04T11:39:37,1601674715.4423928,2020-10-03T00:38:35
1601800789,825000,20.8125,127,21,2,2020-10-04T11:39:49,1601674729.226145,2020-10-03T00:38:49
1601800809,72000,20.8125,174,21,2,2020-10-04T11:40:09,1601674746.413364,2020-10-03T00:39:06
