time_s,time_us,temperature,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
1601800055,587000,20.125,44,12,0,2020-10-04T11:27:35,1601673983.7942848,2020-10-03T00:26:23
1601800072,745000,20.125,94,12,0,2020-10-04T11:27:52,1601674001.811781,2020-10-03T00:26:41
1601800086,439000,20.0625,138,12,0,2020-10-04T11:28:06,1601674018.457445,2020-10-03T00:26:58
1601800104,548000,20.0,182,12,0,2020-10-04T11:28:24,1601674033.696401,2020-10-03T00:27:13
1601800119,330000,20.0625,223,12,0,2020-10-04T11:28:39,1601674047.415709,2020-10-03T00:27:27
1601800136,486000,20.0625,17,12,0,2020-10-04T11:28:56,1601674065.825628,2020-10-03T00:27:45
1601800151,99000,20.0,59,12,0,2020-10-04T11:29:11,1601674079.077384,2020-10-03T00:27:59
1601800169,208000,20.0,105,12,0,2020-10-04T11:29:29,1601674097.5616798,2020-10-03T00:28:17
1601800182,369000,20.0625,150,12,0,2020-10-04T11:29:42,1601674111.168136,2020-10-03T00:28:31
1601800199,526000,20.0625,199,12,0,2020-10-04T11:29:59,1601674128.985477,2020-10-03T00:28:48
1601800217,454000,20.1875,245,12,0,2020-10-04T11:30:17,1601674145.760249,2020-10-03T00:29:05
1601800230,800000,20.1875,32,12,0,2020-10-04T11:30:30,1601674160.368144,2020-10-03T00:29:20
1601800244,914000,20.3125,77,12,0,2020-10-04T11:30:44,1601674174.54612,2020-10-03T00:29:34
1601800262,840000,20.375,125,12,0,2020-10-04T11:31:02,1601674192.56022,2020-10-03T00:29:52
1601800275,234000,20.4375,171,12,0,2020-10-04T11:31:15,1601674206.190872,2020-10-03T00:30:06
1601800292,398000,20.5,219,12,0,2020-10-04T11:31:32,1601674223.8029048,2020-10-03T00:30:23
1601800310,324000,20.625,12,12,0,2020-10-04T11:31:50,1601674241.72694,2020-10-03T00:30:41
1601800325,386000,20.6875,54,12,0,2020-10-04T11:32:05,1601674255.7316408,2020-10-03T00:30:55
1601800338,736000,20.75,100,12,0,2020-10-04T11:32:18,1601674272.39212,2020-10-03T00:31:12
1601800356,661000,20.75,143,12,0,2020-10-04T11:32:36,1601674287.799293,2020-10-03T00:31:27
1601800370,12000,20.8125,188,12,0,2020-10-04T11:32:50,1601674301.926848,2020-10-03T00:31:41
1601800387,936000,20.875,235,12,0,2020-10-04T11:33:07,1601674319.589253,2020-10-03T00:31:59
1601800401,287000,20.875,23,12,0,2020-10-04T11:33:21,1601674336.5040078,2020-10-03T00:32:16
1601800419,210000,20.9375,71,12,0,2020-10-04T11:33:39,1601674351.4460728,2020-10-03T00:32:31
1601800432,563000,21.0,120,12,0,2020-10-04T11:33:52,1601674368.493497,2020-10-03T00:32:48
1601800450,486000,21.0625,167,12,0,2020-10-04T11:34:10,1601674383.630133,2020-10-03T00:33:03
1601800463,836000,21.125,210,12,0,2020-10-04T11:34:23,1601674401.335084,2020-10-03T00:33:21
1601800481,758000,21.125,255,12,0,2020-10-04T11:34:41,1601674415.292372,2020-10-03T00:33:35
1601800498,922000,21.1875,45,12,0,2020-10-04T11:34:58,1601674432.674681,2020-10-03T00:33:52
1601800513,29000,21.125,90,12,0,2020-10-04T11:35:13,1601674449.5710368,2020-10-03T00:34:09
1601800530,192000,21.1875,138,12,0,2020-10-04T11:35:30,1601674464.7602608,2020-10-03T00:34:24
1601800543,345000,21.25,185,12,0,2020-10-04T11:35:43,1601674481.113364,2020-10-03T00:34:41
1601800560,510000,21.3125,231,12,0,2020-10-04T11:36:00,1601674496.013417,2020-10-03T00:34:56
1601800575,572000,21.3125,15,12,0,2020-10-04T11:36:15,1601674513.788853,2020-10-03T00:35:13
1601800592,738000,21.3125,62,12,0,2020-10-04T11:36:32,1601674528.135145,2020-10-03T00:35:28
1601800606,847000,21.3125,108,12,0,2020-10-04T11:36:46,1601674544.965133,2020-10-03T00:35:44
1601800624,11000,21.3125,155,12,0,2020-10-04T11:37:04,1601674559.7374399,2020-10-03T00:35:59
1601800638,120000,21.25,199,12,0,2020-10-04T11:37:18,1601674578.051216,2020-10-03T00:36:18
1601800655,285000,21.3125,242,12,0,2020-10-04T11:37:35,1601674592.0261679,2020-10-03T00:36:32
1601800670,347000,21.3125,34,12,0,2020-10-04T11:37:50,1601674609.255852,2020-10-03T00:36:49
1601800686,559000,21.3125,78,12,0,2020-10-04T11:38:06,1601674624.062388,2020-10-03T00:37:04
1601800704,484000,21.3125,124,12,0,2020-10-04T11:38:24,1601674641.6817758,2020-10-03T00:37:21
1601800717,836000,21.3125,172,12,0,2020-10-04T11:38:37,1601674655.801801,2020-10-03T00:37:35
1601800735,757000,21.3125,221,12,0,2020-10-04T11:38:55,1601674674.03278,2020-10-03T00:37:54
1601800750,63000,21.3125,9,12,0,2020-10-04T11:39:10,1601674688.144033,2020-10-03T00:38:08
1601800767,986000,21.3125,58,12,0,2020-10-04T11:39:27,1601674706.712909,2020-10-03T00:38:26
1601800782,92000,21.25,100,12,0,2020-10-04T11:39:42,1601674720.066269,2020-10-03T00:38:40
1601800800,213000,21.1875,151,12,0,2020-10-04T11:40:00,1601674738.895645,2020-10-03T00:38:58
1601800813,371000,21.1875,193,12,0,2020-10-04T11:40:13,1601674752.3679118,2020-10-03T00:39:12
1601800830,537000,21.25,239,12,0,2020-10-04T11:40:30,1601674769.8071358,2020-10-03T00:39:29
1601800844,641000,21.25,27,12,0,2020-10-04T11:40:44,1601674783.61056,2020-10-03T00:39:43
1601800861,804000,21.25,78,12,0,2020-10-04T11:41:01,1601674802.191285,2020-10-03T00:40:02
1601800876,867000,21.25,118,12,0,2020-10-04T11:41:16,1601674816.0850399,2020-10-03T00:40:16
1601800894,29000,21.1875,167,12,0,2020-10-04T11:41:34,1601674833.7282329,2020-10-03T00:40:33
1601800907,184000,21.1875,209,12,0,2020-10-04T11:41:47,1601674848.037252,2020-10-03T00:40:48
1601800926,254000,21.3125,2,12,0,2020-10-04T11:42:06,1601674866.6419399,2020-10-03T00:41:06
1601800940,363000,21.25,45,12,0,2020-10-04T11:42:20,1601674880.32702,2020-10-03T00:41:20
1601800953,711000,21.25,90,12,0,2020-10-04T11:42:33,1601674898.179673,2020-10-03T00:41:38
1601800971,632000,21.25,135,12,0,2020-10-04T11:42:51,1601674913.0600169,2020-10-03T00:41:53
1601800988,792000,21.3125,185,12,0,2020-10-04T11:43:08,1601674930.867617,2020-10-03T00:42:10
1601801002,902000,21.25,229,12,0,2020-10-04T11:43:22,1601674944.7580318,2020-10-03T00:42:24
1601801020,63000,21.1875,21,12,0,2020-10-04T11:43:40,1601674962.816216,2020-10-03T00:42:42
1601801034,171000,21.1875,63,12,0,2020-10-04T11:43:54,1601674976.225713,2020-10-03T00:42:56
1601801051,331000,21.1875,110,12,0,2020-10-04T11:44:11,1601674993.537621,2020-10-03T00:43:13
1601801065,440000,21.1875,157,12,0,2020-10-04T11:44:25,1601675008.160604,2020-10-03T00:43:28
1601801082,600000,21.125,205,12,0,2020-10-04T11:44:42,1601675025.802296,2020-10-03T00:43:45
1601801096,710000,21.125,250,12,0,2020-10-04T11:44:56,1601675039.51468,2020-10-03T00:43:59
1601801112,917000,21.0625,42,12,0,2020-10-04T11:45:12,1601675057.265945,2020-10-03T00:44:17
1601801130,839000,21.0625,93,12,0,2020-10-04T11:45:30,1601675074.986928,2020-10-03T00:44:34
1601801144,185000,21.0,136,12,0,2020-10-04T11:45:44,1601675088.948444,2020-10-03T00:44:48
1601801163,64000,20.9375,185,12,0,2020-10-04T11:46:03,1601675106.018205,2020-10-03T00:45:06
1601801176,409000,20.875,227,12,0,2020-10-04T11:46:16,1601675121.6473439,2020-10-03T00:45:21
1601801190,520000,20.8125,16,12,0,2020-10-04T11:46:30,1601675135.417785,2020-10-03T00:45:35
1601801209,399000,20.8125,62,12,0,2020-10-04T11:46:49,1601675153.82866,2020-10-03T00:45:53
1601801222,748000,20.875,107,12,0,2020-10-04T11:47:02,1601675167.660048,2020-10-03T00:46:07
1601801240,671000,20.8125,156,12,0,2020-10-04T11:47:20,1601675185.246732,2020-10-03T00:46:25
1601801256,880000,20.8125,203,12,0,2020-10-04T11:47:36,1601675202.198068,2020-10-03T00:46:42
1601801270,991000,20.8125,248,12,0,2020-10-04T11:47:50,1601675217.1238768,2020-10-03T00:46:57
1601801289,110000,20.75,41,12,0,2020-10-04T11:48:09,1601675234.782052,2020-10-03T00:47:14
1601801303,218000,20.75,83,12,0,2020-10-04T11:48:23,1601675249.277237,2020-10-03T00:47:29
1601801316,567000,20.6875,130,12,0,2020-10-04T11:48:36,1601675263.277129,2020-10-03T00:47:43
1601801334,917000,20.6875,175,12,0,2020-10-04T11:48:54,1601675281.595172,2020-10-03T00:48:01
1601801348,265000,20.6875,219,12,0,2020-10-04T11:49:08,1601675295.737828,2020-10-03T00:48:15
1601801367,627000,20.625,8,12,0,2020-10-04T11:49:27,1601675313.496629,2020-10-03T00:48:33
1601801383,835000,20.5625,55,12,0,2020-10-04T11:49:43,1601675330.718497,2020-10-03T00:48:50
1601801398,429000,20.5625,102,12,0,2020-10-04T11:49:58,1601675345.276208,2020-10-03T00:49:05
1601801415,591000,20.5625,148,12,0,2020-10-04T11:50:15,1601675362.9688718,2020-10-03T00:49:22
1601801430,183000,20.5,197,12,0,2020-10-04T11:50:30,1601675377.1575959,2020-10-03T00:49:37
1601801443,530000,20.5,238,12,0,2020-10-04T11:50:43,1601675393.602144,2020-10-03T00:49:53
1601801462,893000,20.5625,31,12,0,2020-10-04T11:51:02,1601675409.45854,2020-10-03T00:50:09
1601801476,239000,20.5,75,12,0,2020-10-04T11:51:16,1601675423.589244,2020-10-03T00:50:23
1601801494,647000,20.5,123,12,0,2020-10-04T11:51:34,1601675441.270712,2020-10-03T00:50:41
1601801507,993000,20.5,169,12,0,2020-10-04T11:51:47,1601675458.274904,2020-10-03T00:50:58
1601801526,398000,20.5625,218,12,0,2020-10-04T11:52:06,1601675473.202369,2020-10-03T00:51:13
