time_s,time_us,deg,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
1601800045,933,45.39014434814453,15,12,0,2020-10-04T11:27:25,1601673974.9445279,2020-10-03T00:26:14
1601800064,342,45.502586364746094,79,12,0,2020-10-04T11:27:44,1601673995.9393759,2020-10-03T00:26:35
1601800086,637,45.596290588378906,135,12,0,2020-10-04T11:28:06,1601674015.282353,2020-10-03T00:26:55
1601800110,19,45.83992385864258,191,12,0,2020-10-04T11:28:30,1601674037.6942239,2020-10-03T00:27:17
1601800128,145,45.540069580078125,251,12,0,2020-10-04T11:28:48,1601674056.782685,2020-10-03T00:27:36
1601800150,404,45.74622344970703,57,12,0,2020-10-04T11:29:10,1601674079.060833,2020-10-03T00:27:59
1601800174,71,45.746219635009766,118,12,0,2020-10-04T11:29:34,1601674101.6958039,2020-10-03T00:28:21
1601800195,62,46.139774322509766,182,12,0,2020-10-04T11:29:55,1601674124.0507078,2020-10-03T00:28:44
1601800213,7,46.233482360839844,244,12,0,2020-10-04T11:30:13,1601674145.75314,2020-10-03T00:29:05
1601800235,723,46.308448791503906,47,12,0,2020-10-04T11:30:35,1601674165.2164729,2020-10-03T00:29:25
1601800253,857,46.38340759277344,104,12,0,2020-10-04T11:30:53,1601674183.859,2020-10-03T00:29:43
1601800275,619,46.57081985473633,170,12,0,2020-10-04T11:31:15,1601674206.185592,2020-10-03T00:30:06
1601800297,382,46.73948287963867,236,12,0,2020-10-04T11:31:37,1601674231.1237679,2020-10-03T00:30:31
1601800319,334,47.00185775756836,35,12,0,2020-10-04T11:31:59,1601674250.4269168,2020-10-03T00:30:50
1601800338,231,47.17052459716797,95,12,0,2020-10-04T11:32:18,1601674269.511436,2020-10-03T00:31:09
1601800360,947,47.0955696105957,157,12,0,2020-10-04T11:32:40,1601674292.881337,2020-10-03T00:31:32
1601800382,904,47.11430740356445,217,12,0,2020-10-04T11:33:02,1601674314.059377,2020-10-03T00:31:54
1601800400,845,47.26423263549805,19,12,0,2020-10-04T11:33:20,1601674333.526852,2020-10-03T00:32:13
1601800423,558,47.320457458496094,81,12,0,2020-10-04T11:33:43,1601674355.530521,2020-10-03T00:32:35
1601800441,698,47.657798767089844,145,12,0,2020-10-04T11:34:01,1601674374.929725,2020-10-03T00:32:54
1601800463,454,47.357948303222656,205,12,0,2020-10-04T11:34:23,1601674397.398052,2020-10-03T00:33:17
1601800486,167,47.4891357421875,9,12,0,2020-10-04T11:34:46,1601674419.727752,2020-10-03T00:33:39
1601800507,928,47.526607513427734,67,12,0,2020-10-04T11:35:07,1601674440.699704,2020-10-03T00:34:00
1601800526,64,47.395423889160156,129,12,0,2020-10-04T11:35:26,1601674460.7660449,2020-10-03T00:34:20
1601800547,825,47.639060974121094,191,12,0,2020-10-04T11:35:47,1601674482.494109,2020-10-03T00:34:42
1601800570,539,47.8452033996582,252,12,0,2020-10-04T11:36:10,1601674505.292105,2020-10-03T00:35:05
1601800592,494,47.93891525268555,55,12,0,2020-10-04T11:36:32,1601674527.647353,2020-10-03T00:35:27
1601800610,435,47.80773162841797,117,12,0,2020-10-04T11:36:50,1601674546.8088999,2020-10-03T00:35:46
1601800633,147,47.82646560668945,176,12,0,2020-10-04T11:37:13,1601674568.4004319,2020-10-03T00:36:08
1601800651,285,48.013877868652344,232,12,0,2020-10-04T11:37:31,1601674587.7055888,2020-10-03T00:36:27
1601800674,0,47.90143585205078,40,12,0,2020-10-04T11:37:54,1601674610.63836,2020-10-03T00:36:50
1601800695,759,47.90143585205078,99,12,0,2020-10-04T11:38:15,1601674631.904192,2020-10-03T00:37:11
1601800717,716,48.3137321472168,165,12,0,2020-10-04T11:38:37,1601674654.808517,2020-10-03T00:37:34
1601800736,613,48.01387405395508,225,12,0,2020-10-04T11:38:56,1601674674.069892,2020-10-03T00:37:54
1601800759,328,48.051353454589844,30,12,0,2020-10-04T11:39:19,1601674696.675725,2020-10-03T00:38:16
1601800777,464,47.9576530456543,90,12,0,2020-10-04T11:39:37,1601674715.946385,2020-10-03T00:38:35
1601800800,235,48.107582092285156,154,12,0,2020-10-04T11:40:00,1601674738.920049,2020-10-03T00:38:58
1601800821,996,48.22002410888672,216,12,0,2020-10-04T11:40:21,1601674761.1173608,2020-10-03T00:39:21
1601800844,706,47.86394500732422,20,12,0,2020-10-04T11:40:44,1601674782.2265759,2020-10-03T00:39:42
1601800861,887,47.43290328979492,82,12,0,2020-10-04T11:41:01,1601674802.230425,2020-10-03T00:40:02
1601800885,557,47.50786590576172,141,12,0,2020-10-04T11:41:25,1601674824.872592,2020-10-03T00:40:24
1601800902,738,47.56409454345703,199,12,0,2020-10-04T11:41:42,1601674843.3194048,2020-10-03T00:40:43
1601800925,451,47.26422882080078,5,12,0,2020-10-04T11:42:05,1601674866.666441,2020-10-03T00:41:06
1601800944,346,47.26423263549805,63,12,0,2020-10-04T11:42:24,1601674885.581449,2020-10-03T00:41:25
1601800967,58,47.28297805786133,121,12,0,2020-10-04T11:42:47,1601674908.076057,2020-10-03T00:41:48
1601800989,7,47.26423645019531,187,12,0,2020-10-04T11:43:09,1601674930.883344,2020-10-03T00:42:10
1601801006,949,47.47038269042969,246,12,0,2020-10-04T11:43:26,1601674949.2667239,2020-10-03T00:42:29
1601801029,659,46.98312759399414,52,12,0,2020-10-04T11:43:49,1601674971.751392,2020-10-03T00:42:51
1601801051,607,47.208011627197266,113,12,0,2020-10-04T11:44:11,1601674993.558137,2020-10-03T00:43:13
1601801069,549,47.357940673828125,171,12,0,2020-10-04T11:44:29,1601675012.6516159,2020-10-03T00:43:32
1601801092,262,47.376686096191406,235,12,0,2020-10-04T11:44:52,1601675034.7415159,2020-10-03T00:43:54
1601801113,257,47.357940673828125,43,12,0,2020-10-04T11:45:13,1601675057.2711968,2020-10-03T00:44:17
1601801135,969,47.339202880859375,109,12,0,2020-10-04T11:45:35,1601675079.9110758,2020-10-03T00:44:39
1601801153,910,47.39542770385742,168,12,0,2020-10-04T11:45:53,1601675098.440773,2020-10-03T00:44:58
1601801176,813,47.376686096191406,229,12,0,2020-10-04T11:46:16,1601675121.665329,2020-10-03T00:45:21
1601801198,573,47.2454948425293,34,12,0,2020-10-04T11:46:38,1601675143.736245,2020-10-03T00:45:43
1601801217,470,47.395423889160156,92,12,0,2020-10-04T11:46:57,1601675162.680105,2020-10-03T00:46:02
1601801240,182,47.22675323486328,157,12,0,2020-10-04T11:47:20,1601675185.2520568,2020-10-03T00:46:25
1601801262,135,47.30171585083008,218,12,0,2020-10-04T11:47:42,1601675207.9229798,2020-10-03T00:46:47
1601801283,896,47.71401596069336,26,12,0,2020-10-04T11:48:03,1601675229.29578,2020-10-03T00:47:09
1601801302,791,47.526611328125,87,12,0,2020-10-04T11:48:22,1601675249.725724,2020-10-03T00:47:29
1601801324,744,47.526611328125,146,12,0,2020-10-04T11:48:44,1601675271.65382,2020-10-03T00:47:51
1601801345,18,47.13304901123047,206,12,0,2020-10-04T11:49:05,1601675291.3145878,2020-10-03T00:48:11
1601801367,262,47.45165252685547,9,12,0,2020-10-04T11:49:27,1601675313.5018969,2020-10-03T00:48:33
1601801388,261,47.09556198120117,71,12,0,2020-10-04T11:49:48,1601675335.8738198,2020-10-03T00:48:55
1601801406,686,47.357940673828125,132,12,0,2020-10-04T11:50:06,1601675357.438428,2020-10-03T00:49:17
1601801430,835,47.13304901123047,193,12,0,2020-10-04T11:50:30,1601675376.7103798,2020-10-03T00:49:36
1601801451,829,47.001869201660156,255,12,0,2020-10-04T11:50:51,1601675399.547253,2020-10-03T00:49:59
1601801472,166,47.001861572265625,61,12,0,2020-10-04T11:51:12,1601675419.126009,2020-10-03T00:50:19
1601801494,409,47.15178680419922,122,12,0,2020-10-04T11:51:34,1601675441.265641,2020-10-03T00:50:41
1601801517,604,47.376678466796875,184,12,0,2020-10-04T11:51:57,1601675463.729409,2020-10-03T00:51:03
1601801534,779,47.54535675048828,242,12,0,2020-10-04T11:52:14,1601675481.874897,2020-10-03T00:51:21
1601801557,975,46.945640563964844,48,12,0,2020-10-04T11:52:37,1601675504.8939278,2020-10-03T00:51:44
1601801575,146,46.233482360839844,108,12,0,2020-10-04T11:52:55,1601675526.1409318,2020-10-03T00:52:06
1601801598,323,44.846656799316406,170,12,0,2020-10-04T11:53:18,1601675545.447953,2020-10-03T00:52:25
1601801621,514,44.09701919555664,233,12,0,2020-10-04T11:53:41,1601675568.0982358,2020-10-03T00:52:48
1601801638,669,43.74093246459961,36,12,0,2020-10-04T11:53:58,1601675589.340564,2020-10-03T00:53:09
1601801661,850,42.65396499633789,96,12,0,2020-10-04T11:54:21,1601675608.755949,2020-10-03T00:53:28
1601801685,91,41.904319763183594,158,12,0,2020-10-04T11:54:45,1601675630.6452599,2020-10-03T00:53:50
1601801703,498,40.72364807128906,217,12,0,2020-10-04T11:55:03,1601675650.089848,2020-10-03T00:54:10
1601801724,443,40.04896545410156,21,12,0,2020-10-04T11:55:24,1601675671.975625,2020-10-03T00:54:31
1601801747,648,39.91777801513672,85,12,0,2020-10-04T11:55:47,1601675694.530613,2020-10-03T00:54:54
1601801766,74,39.76785659790039,145,12,0,2020-10-04T11:56:06,1601675712.70516,2020-10-03T00:55:12
1601801787,965,38.924503326416016,207,12,0,2020-10-04T11:56:27,1601675734.729768,2020-10-03T00:55:34
1601801810,199,38.45598602294922,13,12,0,2020-10-04T11:56:50,1601675757.2503319,2020-10-03T00:55:57
1601801828,627,38.15613555908203,67,12,0,2020-10-04T11:57:08,1601675775.508661,2020-10-03T00:56:15
1601801851,464,37.70635223388672,125,12,0,2020-10-04T11:57:31,1601675798.550549,2020-10-03T00:56:38
1601801874,645,36.95671844482422,186,12,0,2020-10-04T11:57:54,1601675821.476645,2020-10-03T00:57:01
1601801893,70,36.488189697265625,245,12,0,2020-10-04T11:58:13,1601675839.9928808,2020-10-03T00:57:19
1601801914,949,35.88848114013672,51,12,0,2020-10-04T11:58:34,1601675862.4056208,2020-10-03T00:57:42
1601801937,176,35.81351852416992,112,12,0,2020-10-04T11:58:57,1601675884.3826358,2020-10-03T00:58:04
1601801955,493,35.232547760009766,166,12,0,2020-10-04T11:59:15,1601675902.286721,2020-10-03T00:58:22
1601801978,320,33.90194320678711,230,12,0,2020-10-04T11:59:38,1601675925.64926,2020-10-03T00:58:45
1601802001,592,33.32097625732422,40,12,0,2020-10-04T12:00:01,1601675948.7735639,2020-10-03T00:59:08
1601802020,28,33.039859771728516,102,12,0,2020-10-04T12:00:20,1601675966.9974718,2020-10-03T00:59:26
1601802040,952,33.75201416015625,164,12,0,2020-10-04T12:00:40,1601675988.8288438,2020-10-03T00:59:48
1601802056,516,33.50838088989258,223,12,0,2020-10-04T12:00:56,1601676002.9563758,2020-10-03T01:00:02
1601802066,27,33.24600601196289,26,12,0,2020-10-04T12:01:06,1601676013.362356,2020-10-03T01:00:13
1601802078,697,33.11482238769531,86,12,0,2020-10-04T12:01:18,1601676025.3469849,2020-10-03T01:00:25
1601802091,61,31.896656036376953,144,12,0,2020-10-04T12:01:31,1601676038.3779929,2020-10-03T01:00:38
1601802101,522,31.278207778930664,198,12,0,2020-10-04T12:01:41,1601676048.452101,2020-10-03T01:00:48
1601802115,223,31.35317039489746,6,12,0,2020-10-04T12:01:55,1601676061.4493408,2020-10-03T01:01:01
1601802126,635,31.165761947631836,66,12,0,2020-10-04T12:02:06,1601676074.159005,2020-10-03T01:01:14
1601802137,438,30.940866470336914,122,12,0,2020-10-04T12:02:17,1601676084.2517679,2020-10-03T01:01:24
1601802149,801,30.790939331054688,182,12,0,2020-10-04T12:02:29,1601676097.4890518,2020-10-03T01:01:37
1601802163,116,30.997089385986328,242,12,0,2020-10-04T12:02:43,1601676110.70386,2020-10-03T01:01:50
1601802173,919,29.61025619506836,42,12,0,2020-10-04T12:02:53,1601676120.2832038,2020-10-03T01:02:00
1601802186,283,30.322418212890625,101,12,0,2020-10-04T12:03:06,1601676133.671129,2020-10-03T01:02:13
1601802197,695,29.08551025390625,161,12,0,2020-10-04T12:03:17,1601676145.143252,2020-10-03T01:02:25
1601802208,491,28.429580688476562,220,12,0,2020-10-04T12:03:28,1601676155.865164,2020-10-03T01:02:35
1601802220,857,28.036022186279297,31,12,0,2020-10-04T12:03:40,1601676168.168036,2020-10-03T01:02:48
1601802234,503,27.09897232055664,93,12,0,2020-10-04T12:03:54,1601676180.733604,2020-10-03T01:03:00
1601802244,17,26.66793441772461,150,12,0,2020-10-04T12:04:04,1601676191.014797,2020-10-03T01:03:11
1601802255,434,27.117712020874023,205,12,0,2020-10-04T12:04:15,1601676202.520717,2020-10-03T01:03:22
1601802267,172,26.4992618560791,9,12,0,2020-10-04T12:04:27,1601676214.267212,2020-10-03T01:03:34
1601802279,541,26.855342864990234,67,12,0,2020-10-04T12:04:39,1601676226.7008688,2020-10-03T01:03:46
1601802293,173,26.499263763427734,127,12,0,2020-10-04T12:04:53,1601676238.50546,2020-10-03T01:03:58
1601802303,641,26.124446868896484,185,12,0,2020-10-04T12:05:03,1601676249.8473399,2020-10-03T01:04:09
1601802315,63,25.374805450439453,246,12,0,2020-10-04T12:05:15,1601676261.6734688,2020-10-03T01:04:21
1601802325,796,24.231605529785156,49,12,0,2020-10-04T12:05:25,1601676273.007429,2020-10-03T01:04:33
1601802339,121,25.693405151367188,111,12,0,2020-10-04T12:05:39,1601676285.495653,2020-10-03T01:04:45
1601802350,543,23.950490951538086,172,12,0,2020-10-04T12:05:50,1601676297.693713,2020-10-03T01:04:57
1601802361,361,25.505992889404297,232,12,0,2020-10-04T12:06:01,1601676308.988257,2020-10-03T01:05:08
1601802372,783,24.119159698486328,33,12,0,2020-10-04T12:06:12,1601676319.587389,2020-10-03T01:05:19
1601802382,304,23.313302993774414,86,12,0,2020-10-04T12:06:22,1601676330.377773,2020-10-03T01:05:30
1601802394,977,23.78182601928711,146,12,0,2020-10-04T12:06:34,1601676342.1179678,2020-10-03T01:05:42
1601802408,305,23.856786727905273,210,12,0,2020-10-04T12:06:48,1601676355.357645,2020-10-03T01:05:55
1601802419,39,22.469959259033203,12,12,0,2020-10-04T12:06:59,1601676365.3289008,2020-10-03T01:06:05
1601802430,466,22.33877182006836,70,12,0,2020-10-04T12:07:10,1601676377.8219678,2020-10-03T01:06:17
1601802442,849,22.11387825012207,126,12,0,2020-10-04T12:07:22,1601676390.0502288,2020-10-03T01:06:30
1601802453,617,22.582408905029297,184,12,0,2020-10-04T12:07:33,1601676399.7969759,2020-10-03T01:06:39
1601802466,1,23.050931930541992,244,12,0,2020-10-04T12:07:46,1601676412.7086968,2020-10-03T01:06:52
1601802478,658,21.664098739624023,47,12,0,2020-10-04T12:07:58,1601676424.9839568,2020-10-03T01:07:04
1601802486,281,21.401729583740234,99,12,0,2020-10-04T12:08:06,1601676434.263177,2020-10-03T01:07:14
1601802498,670,20.745786666870117,159,12,0,2020-10-04T12:08:18,1601676445.626376,2020-10-03T01:07:25
1601802511,319,19.93993377685547,219,12,0,2020-10-04T12:08:31,1601676457.843664,2020-10-03T01:07:37
1601802522,757,19.883712768554688,21,12,0,2020-10-04T12:08:42,1601676469.650137,2020-10-03T01:07:49
1601802533,241,20.352235794067383,83,12,0,2020-10-04T12:08:53,1601676481.010728,2020-10-03T01:08:01
1601802546,802,20.670827865600586,145,12,0,2020-10-04T12:09:06,1601676493.544808,2020-10-03T01:08:13
1601802557,288,20.44593620300293,206,12,0,2020-10-04T12:09:17,1601676505.351853,2020-10-03T01:08:25
1601802569,683,20.05237579345703,9,12,0,2020-10-04T12:09:29,1601676516.557181,2020-10-03T01:08:36
1601802582,385,20.314754486083984,71,12,0,2020-10-04T12:09:42,1601676529.26888,2020-10-03T01:08:49
1601802593,829,20.50215721130371,129,12,0,2020-10-04T12:09:53,1601676540.478953,2020-10-03T01:09:00
1601802605,487,19.227771759033203,187,12,0,2020-10-04T12:10:05,1601676551.621388,2020-10-03T01:09:11
1601802616,934,19.958669662475586,245,12,0,2020-10-04T12:10:16,1601676563.821317,2020-10-03T01:09:23
1601802626,475,19.096588134765625,48,12,0,2020-10-04T12:10:26,1601676573.902109,2020-10-03T01:09:33
1601802640,36,18.440649032592773,109,12,0,2020-10-04T12:10:40,1601676586.7008638,2020-10-03T01:09:46
1601802652,446,16.8101863861084,173,12,0,2020-10-04T12:10:52,1601676599.88652,2020-10-03T01:09:59
1601802662,946,16.716487884521484,228,12,0,2020-10-04T12:11:02,1601676610.034296,2020-10-03T01:10:10
1601802676,497,15.910624504089355,34,12,0,2020-10-04T12:11:16,1601676622.8640049,2020-10-03T01:10:22
1601802687,958,17.18501091003418,90,12,0,2020-10-04T12:11:27,1601676635.2078328,2020-10-03T01:10:35
1601802698,636,16.64152717590332,144,12,0,2020-10-04T12:11:38,1601676645.2394118,2020-10-03T01:10:45
1601802711,64,15.198473930358887,205,12,0,2020-10-04T12:11:51,1601676658.0594358,2020-10-03T01:10:58
1601802723,495,16.060558319091797,11,12,0,2020-10-04T12:12:03,1601676670.682349,2020-10-03T01:11:10
1601802734,88,16.54782485961914,67,12,0,2020-10-04T12:12:14,1601676680.5335639,2020-10-03T01:11:20
1601802745,564,15.273431777954102,131,12,0,2020-10-04T12:12:25,1601676693.160308,2020-10-03T01:11:33
1601802759,169,16.566560745239258,191,12,0,2020-10-04T12:12:39,1601676705.517793,2020-10-03T01:11:45
1601802768,737,16.51034164428711,248,12,0,2020-10-04T12:12:48,1601676715.384692,2020-10-03T01:11:55
1601802781,178,16.154264450073242,54,12,0,2020-10-04T12:13:01,1601676727.922577,2020-10-03T01:12:07
1601802793,734,15.66699504852295,114,12,0,2020-10-04T12:13:13,1601676740.614384,2020-10-03T01:12:20
1601802804,267,15.64825439453125,170,12,0,2020-10-04T12:13:24,1601676751.196985,2020-10-03T01:12:31
1601802816,718,15.779443740844727,228,12,0,2020-10-04T12:13:36,1601676763.671069,2020-10-03T01:12:43
1601802829,256,16.36041259765625,34,12,0,2020-10-04T12:13:49,1601676776.2022,2020-10-03T01:12:56
1601802838,839,16.978858947753906,89,12,0,2020-10-04T12:13:58,1601676786.102068,2020-10-03T01:13:06
1601802852,318,18.87169647216797,146,12,0,2020-10-04T12:14:12,1601676798.88814,2020-10-03T01:13:18
1601802864,778,18.440656661987305,204,12,0,2020-10-04T12:14:24,1601676811.249372,2020-10-03T01:13:31
1601802874,367,18.553104400634766,4,12,0,2020-10-04T12:14:34,1601676821.272228,2020-10-03T01:13:41
1601802887,841,19.190292358398438,64,12,0,2020-10-04T12:14:47,1601676834.250365,2020-10-03T01:13:54
1601802899,350,18.14080047607422,126,12,0,2020-10-04T12:14:59,1601676846.63362,2020-10-03T01:14:06
