time_s,time_us,temperature,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
1601800051,464781,21.8125,32,10,1,2020-10-04T11:27:31,1601673979.609612,2020-10-03T00:26:19
1601800069,497325,22.0625,83,10,1,2020-10-04T11:27:49,1601673997.281828,2020-10-03T00:26:37
1601800086,590284,22.0625,126,10,1,2020-10-04T11:28:06,1601674014.806557,2020-10-03T00:26:54
1601800100,635978,21.9375,169,10,1,2020-10-04T11:28:20,1601674028.7556639,2020-10-03T00:27:08
1601800119,760254,22.25,215,10,1,2020-10-04T11:28:39,1601674046.0511608,2020-10-03T00:27:26
1601800132,753791,22.375,4,10,1,2020-10-04T11:28:52,1601674060.7809398,2020-10-03T00:27:40
1601800146,621468,22.5,49,10,1,2020-10-04T11:29:06,1601674078.05876,2020-10-03T00:27:58
1601800164,340204,22.625,92,10,1,2020-10-04T11:29:24,1601674092.300969,2020-10-03T00:28:12
1601800182,59163,22.8125,141,10,1,2020-10-04T11:29:42,1601674110.694965,2020-10-03T00:28:30
1601800195,840234,22.875,185,10,1,2020-10-04T11:29:55,1601674124.074069,2020-10-03T00:28:44
1601800213,559003,23.0625,234,10,1,2020-10-04T11:30:13,1601674142.155644,2020-10-03T00:29:02
1601800226,355867,23.125,20,10,1,2020-10-04T11:30:26,1601674155.75474,2020-10-03T00:29:15
1601800245,59037,23.25,69,10,1,2020-10-04T11:30:45,1601674173.191509,2020-10-03T00:29:33
1601800258,840253,23.375,111,10,1,2020-10-04T11:30:58,1601674187.8425488,2020-10-03T00:29:47
1601800275,574624,23.5,162,10,1,2020-10-04T11:31:15,1601674205.718425,2020-10-03T00:30:05
1601800289,356126,23.625,206,10,1,2020-10-04T11:31:29,1601674219.145937,2020-10-03T00:30:19
1601800306,90364,23.6875,255,10,1,2020-10-04T11:31:46,1601674236.400709,2020-10-03T00:30:36
1601800319,871530,23.75,40,10,1,2020-10-04T11:31:59,1601674250.457629,2020-10-03T00:30:50
1601800338,574864,23.875,89,10,1,2020-10-04T11:32:18,1601674268.3208568,2020-10-03T00:31:08
1601800352,355923,23.875,131,10,1,2020-10-04T11:32:32,1601674282.678144,2020-10-03T00:31:22
