time_s,time_us,temperature,pressure,humidity,altitude,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
1601807717,659500,7.7882687833393,95867.00020143676,65.75772306856689,0.0,87,13,0,2020-10-04T13:35:17,1601681664.723764,2020-10-03T02:34:24
1601807727,659500,8.29834492678549,96645.1588152773,64.56357819254674,0.0,134,13,0,2020-10-04T13:35:27,1601681674.4354088,2020-10-03T02:34:34
1601807735,659500,8.655304256968611,97293.5447772235,63.278558913885284,0.0,180,13,0,2020-10-04T13:35:35,1601681682.8629808,2020-10-03T02:34:42
1601807744,761500,8.890725934715011,97949.04140772483,62.69718174167975,0.0,224,13,0,2020-10-04T13:35:44,1601681691.5969238,2020-10-03T02:34:51
1601807752,761500,9.368270182902256,98439.51943788938,61.785451150002714,0.0,13,13,0,2020-10-04T13:35:52,1601681700.272604,2020-10-03T02:35:00
1601807759,761500,9.618686855705255,98941.57149619269,60.994558200573174,0.0,58,13,0,2020-10-04T13:35:59,1601681709.154389,2020-10-03T02:35:09
1601807770,761500,10.033710170748805,99768.66780613706,60.55436908102799,0.0,104,13,0,2020-10-04T13:36:10,1601681717.688704,2020-10-03T02:35:17
1601807778,866500,10.419386905619467,100344.8163269687,60.235741787869486,0.0,148,13,0,2020-10-04T13:36:18,1601681726.320981,2020-10-03T02:35:26
1601807788,866500,10.987856388238379,101129.43730938918,59.259114180003884,0.0,195,13,0,2020-10-04T13:36:28,1601681735.379756,2020-10-03T02:35:35
1601807795,866500,11.287723899728826,101594.42718744082,58.566923133345846,0.0,240,13,0,2020-10-04T13:36:35,1601681743.6562688,2020-10-03T02:35:43
