time_s,time_us,red_sensor_raw,co_conc,ox_sensor_raw,no2_conc,nh3_sensor_raw,nh3_conc,seq,srcSystem,srcComponent,time_gregorian
315964837,321000,1.024473786354065,3.091045618057251,1.1456408500671387,0.1846282184123993,0.31077438592910767,5.723739147186279,180,13,0,1980-01-06T03:00:37
315964838,321000,1.0064470767974854,3.1603150367736816,1.1569502353668213,0.18640486896038055,0.31696566939353943,5.519158840179443,185,13,0,1980-01-06T03:00:38
315964839,321000,1.0469918251037598,3.008275032043457,1.1787713766098022,0.18983162939548492,0.3291255831718445,5.148807048797607,189,13,0,1980-01-06T03:00:39
315964840,321000,1.1079541444778442,2.803069829940796,1.1974937915802002,0.19277049601078033,0.33827611804008484,4.8947672843933105,194,13,0,1980-01-06T03:00:40
315964841,321000,1.1024490594863892,2.820554494857788,1.2034109830856323,0.19369907677173615,0.3418818712234497,4.799940586090088,199,13,0,1980-01-06T03:00:41
315964842,321000,1.1190589666366577,2.76838755607605,1.2189466953277588,0.19613654911518097,0.35224440693855286,4.542642593383789,203,13,0,1980-01-06T03:00:42
315964843,321000,1.1314219236373901,2.730675220489502,1.2432819604873657,0.1999530792236328,0.3677670359611511,4.195196151733398,208,13,0,1980-01-06T03:00:43
315964844,321000,1.1314219236373901,2.730675220489502,1.258142113685608,0.20228268206119537,0.3771009147167206,4.005611419677734,213,13,0,1980-01-06T03:00:44
315964845,321000,1.1554638147354126,2.659928798675537,1.2681591510772705,0.20385265350341797,0.380420982837677,3.941347599029541,217,13,0,1980-01-06T03:00:45
315964846,321000,1.189647912979126,2.564854621887207,1.2820793390274048,0.2060338407754898,0.39191851019859314,3.7306559085845947,222,13,0,1980-01-06T03:00:46
315964847,321000,1.162441372871399,2.6400115489959717,1.2948837280273438,0.20803967118263245,0.4007379710674286,3.580575466156006,227,13,0,1980-01-06T03:00:47
315964848,321000,1.1589463949203491,2.649954319000244,1.3169854879379272,0.21150077879428864,0.4144791066646576,3.3646247386932373,231,13,0,1980-01-06T03:00:48
315964849,321000,1.1302915811538696,2.7340846061706543,1.3262109756469727,0.21294504404067993,0.4182518720626831,3.3088395595550537,236,13,0,1980-01-06T03:00:49
315964850,321000,1.1068507432937622,2.806558609008789,1.3248884677886963,0.2127380222082138,0.41541793942451477,3.3506081104278564,241,13,0,1980-01-06T03:00:50
315964851,321000,1.0947939157485962,2.8451969623565674,1.33284592628479,0.21398361027240753,0.4182518720626831,3.3088395595550537,245,13,0,1980-01-06T03:00:51
315964852,321000,1.1462359428405762,2.6866886615753174,1.3543353080749512,0.2173464149236679,0.432828426361084,3.1061654090881348,250,13,0,1980-01-06T03:00:52
315964853,321000,1.1601101160049438,2.6466362476348877,1.3665986061096191,0.21926486492156982,0.4398721754550934,3.015012502670288,255,13,0,1980-01-06T03:00:53
315964854,321000,1.1508392095565796,2.673279285430908,1.3762259483337402,0.22077064216136932,0.44500163197517395,2.9512012004852295,3,13,0,1980-01-06T03:00:54
315964855,321000,1.1212952136993408,2.7614967823028564,1.373467206954956,0.22033919394016266,0.44191399216651917,2.9893593788146973,8,13,0,1980-01-06T03:00:55
315964856,321000,1.1450884342193604,2.6900501251220703,1.3845405578613281,0.22207088768482208,0.4486421048641205,2.907167673110962,13,13,0,1980-01-06T03:00:56
315964857,321000,1.1543055772781372,2.6632611751556396,1.4041707515716553,0.22513991594314575,0.46308326721191406,2.7421000003814697,17,13,0,1980-01-06T03:00:57
315964858,321000,1.1741799116134644,2.6071040630340576,1.415534257888794,0.22691600024700165,0.470831036567688,2.659423589706421,22,13,0,1980-01-06T03:00:58
315964859,321000,1.2029235363006592,2.5295660495758057,1.4298912286758423,0.22915945947170258,0.4810662567615509,2.5559635162353516,27,13,0,1980-01-06T03:00:59
315964860,321000,1.2065744400024414,2.5200142860412598,1.4327832460403442,0.22961130738258362,0.48280301690101624,2.539024591445923,31,13,0,1980-01-06T03:01:00
315964861,321000,1.207794427871704,2.5168371200561523,1.444420576095581,0.23142927885055542,0.4922192394733429,2.450129985809326,36,13,0,1980-01-06T03:01:01
315964862,321000,1.2029235363006592,2.5295660495758057,1.465057134628296,0.23465220630168915,0.5062256455421448,2.3265135288238525,41,13,0,1980-01-06T03:01:02
315964863,321000,1.189647912979126,2.564854621887207,1.4725123643875122,0.23581625521183014,0.5099744200706482,2.2950565814971924,45,13,0,1980-01-06T03:01:03
315964864,321000,1.2350056171417236,2.44779896736145,1.486046552658081,0.2379290759563446,0.5195251107215881,2.2178151607513428,50,13,0,1980-01-06T03:01:04
1601799985,329000,1.2350056171417236,2.44779896736145,1.483026146888733,0.23745760321617126,0.520171046257019,2.2127363681793213,55,13,0,2020-10-04T11:26:25
1601799986,329000,1.215144395828247,2.4978466033935547,1.490591049194336,0.23863840103149414,0.5273551344871521,2.157438278198242,59,13,0,2020-10-04T11:26:26
1601799987,329000,1.2603801488876343,2.386432647705078,1.5120210647583008,0.2419826090335846,0.5435444712638855,2.0403692722320557,64,13,0,2020-10-04T11:26:27
1601799988,329000,1.269408941268921,2.3652615547180176,1.522875428199768,0.24367599189281464,0.5519158840179443,1.983633041381836,69,13,0,2020-10-04T11:26:28
1601799989,329000,1.2824428081512451,2.335289478302002,1.5338243246078491,0.2453838288784027,0.5612029433250427,1.9234895706176758,73,13,0,2020-10-04T11:26:29
1601799990,329000,1.274603247642517,2.35323429107666,1.5322543382644653,0.2451389580965042,0.5604802966117859,1.928067922592163,78,13,0,2020-10-04T11:26:30
1601799991,329000,1.274603247642517,2.35323429107666,1.5401239395141602,0.24636632204055786,0.5685063600540161,1.8781440258026123,83,13,0,2020-10-04T11:26:31
1601799992,329000,1.2759058475494385,2.3502354621887207,1.5592124462127686,0.24934275448322296,0.5850839018821716,1.781135082244873,87,13,0,2020-10-04T11:26:32
1601799993,329000,1.2552555799484253,2.3986012935638428,1.567251205444336,0.25059592723846436,0.5897313952445984,1.7553224563598633,92,13,0,2020-10-04T11:26:33
1601799994,329000,1.2412914037704468,2.4323344230651855,1.5640296936035156,0.2500937581062317,0.5827808976173401,1.7941436767578125,97,13,0,2020-10-04T11:26:34
1601799995,329000,1.218839406967163,2.488396644592285,1.568865180015564,0.2508475184440613,0.5874007344245911,1.768194556236267,101,13,0,2020-10-04T11:26:35
1601799996,329000,1.2139158248901367,2.501002788543701,1.5737189054489136,0.2516041100025177,0.5897313952445984,1.7553224563598633,106,13,0,2020-10-04T11:26:36
1601799997,329000,1.2139158248901367,2.501002788543701,1.5933195352554321,0.2546587288379669,0.6024012565612793,1.6878104209899902,111,13,0,2020-10-04T11:26:37
1601799998,329000,1.2275127172470093,2.466466188430786,1.5949664115905762,0.254915326833725,0.6032067537307739,1.6836543083190918,115,13,0,2020-10-04T11:26:38
1601799999,329000,1.2213099002838135,2.482114315032959,1.5900318622589111,0.25414642691612244,0.5960153341293335,1.721327781677246,120,13,0,2020-10-04T11:26:39
1601800000,329000,1.2200738191604614,2.4852540493011475,1.5916746854782104,0.25440242886543274,0.5991954207420349,1.7045097351074219,125,13,0,2020-10-04T11:26:40
1601800001,329000,1.2300043106079102,2.460230588912964,1.6115518808364868,0.2574992775917053,0.6121768355369568,1.638417363166809,129,13,0,2020-10-04T11:26:41
1601800002,329000,1.2325019836425781,2.454008102416992,1.619924545288086,0.25880342721939087,0.6163213849067688,1.618146300315857,134,13,0,2020-10-04T11:26:42
1601800003,329000,1.2337530851364136,2.450901746749878,1.6148945093154907,0.25801995396614075,0.6138295531272888,1.6302871704101562,139,13,0,2020-10-04T11:26:43
1601800004,329000,1.2488850355148315,2.4138853549957275,1.6249741315841675,0.25958991050720215,0.6179912686347961,1.6100879907608032,143,13,0,2020-10-04T11:26:44
1601800005,329000,1.2262691259384155,2.4695892333984375,1.6300432682037354,0.2603793442249298,0.6230425238609314,1.586085319519043,148,13,0,2020-10-04T11:26:45
1601800006,329000,1.2527027130126953,2.404705047607422,1.6487994194030762,0.263299822807312,0.637703001499176,1.5194611549377441,153,13,0,2020-10-04T11:26:46
1601800007,329000,1.2527027130126953,2.404705047607422,1.6539613008499146,0.2641034424304962,0.6421159505844116,1.5002497434616089,157,13,0,2020-10-04T11:26:47
1601800008,329000,1.2375153303146362,2.441603422164917,1.6436574459075928,0.26249927282333374,0.6342061758041382,1.5349551439285278,162,13,0,2020-10-04T11:26:48
1601800009,329000,1.2387726306915283,2.438509941101074,1.645369291305542,0.2627657949924469,0.6350776553153992,1.5310710668563843,167,13,0,2020-10-04T11:26:49
1601800010,329000,1.2590967416763306,2.389469623565674,1.6678259372711182,0.2662615478038788,0.6538126468658447,1.4511029720306396,171,13,0,2020-10-04T11:26:50
1601800011,329000,1.2387726306915283,2.438509941101074,1.6765652894973755,0.2676216661930084,0.6556413769721985,1.4436439275741577,176,13,0,2020-10-04T11:26:51
1601800012,329000,1.1789140701293945,2.594040632247925,1.6678259372711182,0.2662615478038788,0.6447863578796387,1.4888055324554443,181,13,0,2020-10-04T11:26:52
1601800013,329000,1.1920487880706787,2.5584073066711426,1.6695691347122192,0.26653286814689636,0.64568030834198,1.4850045442581177,185,13,0,2020-10-04T11:26:53
1601800014,329000,1.1860573291778564,2.574551582336426,1.6730626821517944,0.2670765817165375,0.6447863578796387,1.4888055324554443,190,13,0,2020-10-04T11:26:54
1601800015,594000,1.1741799116134644,2.6071040630340576,1.6888973712921143,0.26954060792922974,0.6574779748916626,1.4362119436264038,195,13,0,2020-10-04T11:26:55
1601800016,594000,1.1741799116134644,2.6071040630340576,1.694217562675476,0.270368367433548,0.6556413769721985,1.4436439275741577,199,13,0,2020-10-04T11:26:56
1601800017,594000,1.1439423561096191,2.6934151649475098,1.683598279953003,0.26871609687805176,0.6430041790008545,1.49642813205719,204,13,0,2020-10-04T11:26:57
1601800018,594000,1.141654133796692,2.7001559734344482,1.6853623390197754,0.26899057626724243,0.6421159505844116,1.5002497434616089,209,13,0,2020-10-04T11:26:58
1601800019,594000,1.1671202182769775,2.6268057823181152,1.699558973312378,0.2711993455886841,0.6538126468658447,1.4511029720306396,213,13,0,2020-10-04T11:26:59
1601800020,594000,1.1671202182769775,2.6268057823181152,1.7013441324234009,0.2714770436286926,0.652901291847229,1.4548425674438477,218,13,0,2020-10-04T11:27:00
1601800021,594000,1.1190589666366577,2.76838755607605,1.6924418210983276,0.27009209990501404,0.6403451561927795,1.5079134702682495,223,13,0,2020-10-04T11:27:01
1601800022,594000,1.1002554893493652,2.8275763988494873,1.694217562675476,0.270368367433548,0.637703001499176,1.5194611549377441,227,13,0,2020-10-04T11:27:02
1601800023,594000,1.0893629789352417,2.8629157543182373,1.697776198387146,0.2709220051765442,0.6385818719863892,1.5156049728393555,232,13,0,2020-10-04T11:27:03
1601800024,594000,1.1884496212005615,2.5680835247039795,1.7193270921707153,0.27427417039871216,0.6565586924552917,1.4399244785308838,237,13,0,2020-10-04T11:27:04
1601800025,594000,1.2053561210632324,2.5231945514678955,1.7247687578201294,0.27512043714523315,0.6602479219436646,1.4251142740249634,241,13,0,2020-10-04T11:27:05
1601800026,594000,1.207794427871704,2.5168371200561523,1.7247687578201294,0.27512043714523315,0.6602479219436646,1.4251142740249634,246,13,0,2020-10-04T11:27:06
1601800027,594000,1.2262691259384155,2.4695892333984375,1.7302325963974,0.27597007155418396,0.666782021522522,1.3994536399841309,251,13,0,2020-10-04T11:27:07
1601800028,594000,1.2438164949417114,2.4261715412139893,1.7467564344406128,0.27853918075561523,0.6840537786483765,1.3349536657333374,255,13,0,2020-10-04T11:27:08
1601800029,594000,1.2337530851364136,2.450901746749878,1.7504557371139526,0.2791142761707306,0.6879867911338806,1.3209067583084106,4,13,0,2020-10-04T11:27:09
1601800030,594000,1.2262691259384155,2.4695892333984375,1.744910478591919,0.2782522141933441,0.6821004152297974,1.3420159816741943,9,13,0,2020-10-04T11:27:10
1601800031,594000,1.2176061868667603,2.4915435314178467,1.7467564344406128,0.27853918075561523,0.6830759644508362,1.3384816646575928,13,13,0,2020-10-04T11:27:11
1601800032,594000,1.215144395828247,2.4978466033935547,1.7504557371139526,0.2791142761707306,0.6860158443450928,1.327917456626892,18,13,0,2020-10-04T11:27:12
1601800033,594000,1.2425532341003418,2.429251194000244,1.7728629112243652,0.2825969457626343,0.7040789723396301,1.2657414674758911,23,13,0,2020-10-04T11:27:13
1601800034,594000,1.2350056171417236,2.44779896736145,1.7766331434249878,0.283182829618454,0.7051042914390564,1.2623475790023804,27,13,0,2020-10-04T11:27:14
1601800035,594000,1.2287578582763672,2.463346481323242,1.7709816694259644,0.282304584980011,0.7000009417533875,1.2793805599212646,32,13,0,2020-10-04T11:27:15
1601800036,594000,1.2126884460449219,2.5041632652282715,1.7747467756271362,0.2828896939754486,0.7010169625282288,1.2759612798690796,37,13,0,2020-10-04T11:27:16
1601800037,594000,1.1980760097503662,2.5423495769500732,1.7880057096481323,0.28494992852211,0.7154884338378906,1.2287511825561523,41,13,0,2020-10-04T11:27:17
1601800038,594000,1.1543055772781372,2.6632611751556396,1.7918174266815186,0.2855421304702759,0.713392436504364,1.23542058467865,46,13,0,2020-10-04T11:27:18
1601800039,594000,1.148534893989563,2.67997670173645,1.782307744026184,0.2840645909309387,0.6989872455596924,1.2828060388565063,51,13,0,2020-10-04T11:27:19
1601800040,594000,1.1920487880706787,2.5584073066711426,1.7804136276245117,0.28377029299736023,0.6979758143424988,1.2862380743026733,55,13,0,2020-10-04T11:27:20
1601800041,594000,1.2004969120025635,2.5359508991241455,1.7861038446426392,0.284654438495636,0.7040789723396301,1.2657414674758911,60,13,0,2020-10-04T11:27:21
1601800042,594000,1.2004969120025635,2.5359508991241455,1.8052409887313843,0.2876274287700653,0.7175942659378052,1.2221062183380127,65,13,0,2020-10-04T11:27:22
1601800043,594000,1.162441372871399,2.6400115489959717,1.8091000318527222,0.288226842880249,0.7175942659378052,1.2221062183380127,69,13,0,2020-10-04T11:27:23
1601800044,594000,1.1462359428405762,2.6866886615753174,1.7956395149230957,0.2861359119415283,0.7040789723396301,1.2657414674758911,74,13,0,2020-10-04T11:27:24
1601800045,594000,1.170643925666809,2.616938591003418,1.7975544929504395,0.2864334285259247,0.7051042914390564,1.2623475790023804,79,13,0,2020-10-04T11:27:25
1601800046,675000,1.2004969120025635,2.5359508991241455,1.8149088621139526,0.2891290783882141,0.7197098135948181,1.2154862880706787,83,13,0,2020-10-04T11:27:26
1601800047,675000,1.149686336517334,2.676626205444336,1.8168503046035767,0.2894305884838104,0.720771312713623,1.2121855020523071,88,13,0,2020-10-04T11:27:27
1601800048,675000,1.1508392095565796,2.673279285430908,1.8149088621139526,0.2891290783882141,0.7102664709091187,1.2454713582992554,93,13,0,2020-10-04T11:27:28
1601800049,675000,1.1554638147354126,2.659928798675537,1.8110337257385254,0.2885271906852722,0.7081944346427917,1.2522032260894775,97,13,0,2020-10-04T11:27:29
1601800050,675000,1.0947939157485962,2.8451969623565674,1.8110337257385254,0.2885271906852722,0.7051042914390564,1.2623475790023804,102,13,0,2020-10-04T11:27:30
1601800051,675000,1.079663872718811,2.8950586318969727,1.8285566568374634,0.29124853014945984,0.713392436504364,1.23542058467865,107,13,0,2020-10-04T11:27:31
1601800052,675000,1.1405119895935059,2.7035322189331055,1.8324804306030273,0.2918578088283539,0.713392436504364,1.23542058467865,111,13,0,2020-10-04T11:27:32
1601800053,675000,1.153148889541626,2.6665966510772705,1.8187947273254395,0.28973257541656494,0.7061319947242737,1.2589597702026367,116,13,0,2020-10-04T11:27:33
1601800054,675000,1.148534893989563,2.67997670173645,1.8207416534423828,0.2900349199771881,0.7051042914390564,1.2623475790023804,121,13,0,2020-10-04T11:27:34
1601800055,675000,1.1884496212005615,2.5680835247039795,1.8344464302062988,0.29216307401657104,0.720771312713623,1.2121855020523071,125,13,0,2020-10-04T11:27:35
1601800056,675000,1.189647912979126,2.564854621887207,1.8383867740631104,0.29277485609054565,0.7218352556228638,1.2088909149169922,130,13,0,2020-10-04T11:27:36
1601800057,675000,1.148534893989563,2.67997670173645,1.830517292022705,0.29155296087265015,0.7113060355186462,1.2421150207519531,135,13,0,2020-10-04T11:27:37
1601800058,675000,1.1824792623519897,2.5842807292938232,1.8344464302062988,0.29216307401657104,0.7154884338378906,1.2287511825561523,139,13,0,2020-10-04T11:27:38
1601800059,675000,1.1872526407241821,2.5713160037994385,1.83641517162323,0.29246872663497925,0.7218352556228638,1.2088909149169922,144,13,0,2020-10-04T11:27:39
1601800060,675000,1.190847635269165,2.561629056930542,1.850273609161377,0.2946202754974365,0.7337049245834351,1.1730530261993408,149,13,0,2020-10-04T11:27:40
1601800061,675000,1.148534893989563,2.67997670173645,1.8562545776367188,0.2955487072467804,0.7304372191429138,1.1827540397644043,153,13,0,2020-10-04T11:27:41
1601800062,675000,1.1393711566925049,2.706912040710449,1.8443176746368408,0.2936956584453583,0.720771312713623,1.2121855020523071,158,13,0,2020-10-04T11:27:42
1601800063,675000,1.1291625499725342,2.7374978065490723,1.8463002443313599,0.2940034568309784,0.7186508178710938,1.2187931537628174,163,13,0,2020-10-04T11:27:43
1601800064,675000,1.1280348300933838,2.740914821624756,1.858253836631775,0.2958590090274811,0.7304372191429138,1.1827540397644043,167,13,0,2020-10-04T11:27:44
1601800065,675000,1.0839624404907227,2.8807334899902344,1.8622608184814453,0.2964809536933899,0.7239706516265869,1.2023200988769531,172,13,0,2020-10-04T11:27:45
1601800066,675000,1.0947939157485962,2.8451969623565674,1.8463002443313599,0.2940034568309784,0.7102664709091187,1.2454713582992554,177,13,0,2020-10-04T11:27:46
1601800067,675000,1.0893629789352417,2.8629157543182373,1.850273609161377,0.2946202754974365,0.7092292308807373,1.2488343715667725,181,13,0,2020-10-04T11:27:47
1601800068,675000,1.0915316343307495,2.855816602706909,1.8642685413360596,0.296792596578598,0.7218352556228638,1.2088909149169922,186,13,0,2020-10-04T11:27:48
1601800069,675000,1.077521800994873,2.902245283126831,1.8682924509048462,0.2974171042442322,0.720771312713623,1.2121855020523071,191,13,0,2020-10-04T11:27:49
1601800070,675000,1.0958837270736694,2.841665267944336,1.8703086376190186,0.2977299988269806,0.7197098135948181,1.2154862880706787,195,13,0,2020-10-04T11:27:50
1601800071,675000,1.098067283630371,2.8346126079559326,1.8602559566497803,0.29616978764533997,0.7061319947242737,1.2589597702026367,200,13,0,2020-10-04T11:27:51
1601800072,675000,1.044922113418579,3.0157153606414795,1.8622608184814453,0.2964809536933899,0.7030559182167053,1.2691420316696167,205,13,0,2020-10-04T11:27:52
1601800073,675000,1.0532280206680298,2.9860548973083496,1.8784021139144897,0.2989859879016876,0.7154884338378906,1.2287511825561523,209,13,0,2020-10-04T11:27:53
1601800074,675000,1.1101651191711426,2.796102285385132,1.8845021724700928,0.2999325394630432,0.7175942659378052,1.2221062183380127,214,13,0,2020-10-04T11:27:54
1601800075,675000,1.1554638147354126,2.659928798675537,1.8743497133255005,0.29835712909698486,0.7102664709091187,1.2454713582992554,219,13,0,2020-10-04T11:27:55
1601800076,675000,1.1824792623519897,2.5842807292938232,1.8784021139144897,0.2989859879016876,0.7165400981903076,1.2254257202148438,223,13,0,2020-10-04T11:27:56
1601800077,824000,1.2090158462524414,2.5136632919311523,1.8988372087478638,0.30215662717819214,0.7358962297439575,1.1666162014007568,228,13,0,2020-10-04T11:27:57
1601800078,824000,1.2300043106079102,2.460230588912964,1.9070930480957031,0.30343732237815857,0.7436485290527344,1.1442756652832031,233,13,0,2020-10-04T11:27:58
1601800079,824000,1.2163745164871216,2.4946932792663574,1.8967806100845337,0.3018375635147095,0.7380980849266052,1.160202980041504,237,13,0,2020-10-04T11:27:59
1601800080,824000,1.2114627361297607,2.507326602935791,1.8988372087478638,0.30215662717819214,0.745887279510498,1.1379467248916626,242,13,0,2020-10-04T11:28:00
1601800081,824000,1.1884496212005615,2.5680835247039795,1.9029592275619507,0.30279606580734253,0.7481368184089661,1.1316415071487427,247,13,0,2020-10-04T11:28:01
1601800082,824000,1.1729998588562012,2.6103787422180176,1.9237470626831055,0.3060203790664673,0.7607049345970154,1.0973855257034302,251,13,0,2020-10-04T11:28:02
1601800083,824000,1.1980760097503662,2.5423495769500732,1.9258421659469604,0.3063453137874603,0.7595484852790833,1.1004703044891357,0,13,0,2020-10-04T11:28:03
1601800084,824000,1.2126884460449219,2.5041632652282715,1.9153960943222046,0.30472519993782043,0.7560959458351135,1.1097599267959595,5,13,0,2020-10-04T11:28:04
1601800085,824000,1.2362596988677979,2.44469952583313,1.9258421659469604,0.3063453137874603,0.7641912698745728,1.0881659984588623,9,13,0,2020-10-04T11:28:05
1601800086,824000,1.2565343379974365,2.395554304122925,1.9469612836837769,0.3096199929714203,0.7856572866439819,1.0339430570602417,14,13,0,2020-10-04T11:28:06
1601800087,824000,1.2642401456832886,2.3773398399353027,1.9512218236923218,0.31028053164482117,0.7930286526679993,1.0162800550460815,19,13,0,2020-10-04T11:28:07
1601800088,824000,1.2312523126602173,2.457117795944214,1.9448355436325073,0.30929043889045715,0.7832246422767639,1.039876103401184,23,13,0,2020-10-04T11:28:08
1601800089,824000,1.1980760097503662,2.5423495769500732,1.9490900039672852,0.3099500238895416,0.7868781685829163,1.0309851169586182,28,13,0,2020-10-04T11:28:09
1601800090,824000,1.2102384567260742,2.510493516921997,1.9490900039672852,0.3099500238895416,0.7905591726303101,1.02214515209198,33,13,0,2020-10-04T11:28:10
1601800091,824000,1.2375153303146362,2.441603422164917,1.972711443901062,0.31361159682273865,0.8093879818916321,0.9787039160728455,37,13,0,2020-10-04T11:28:11
1601800092,824000,1.2463475465774536,2.4200222492218018,1.979219675064087,0.3146202266216278,0.8119531869888306,0.9730064272880554,42,13,0,2020-10-04T11:28:12
1601800093,824000,1.2350056171417236,2.44779896736145,1.9683884382247925,0.3129415512084961,0.8017705082893372,0.9959293603897095,47,13,0,2020-10-04T11:28:13
1601800094,824000,1.2476155757904053,2.416952133178711,1.9683884382247925,0.3129415512084961,0.8042967319488525,0.9901653528213501,51,13,0,2020-10-04T11:28:14
1601800095,824000,1.2578147649765015,2.392510414123535,1.9879417419433594,0.31597185134887695,0.8210359811782837,0.9532387256622314,56,13,0,2020-10-04T11:28:15
1601800096,824000,1.2213099002838135,2.482114315032959,1.9901303052902222,0.31631097197532654,0.8210359811782837,0.9532387256622314,61,13,0,2020-10-04T11:28:16
