time_s,time_us,o2_conc,seq,srcSystem,srcComponent,time_gregorian
1601803125,523500,0.2528427839279175,148,13,0,2020-10-04T12:18:45
1601803126,523500,0.33712372183799744,152,13,0,2020-10-04T12:18:46
1601803127,523500,0.2247491478919983,157,13,0,2020-10-04T12:18:47
1601803128,523500,0.09832774847745895,162,13,0,2020-10-04T12:18:48
1601803129,523500,0.2247491478919983,166,13,0,2020-10-04T12:18:49
1601803130,523500,0.2107023447751999,171,13,0,2020-10-04T12:18:50
1601803131,523500,0.11237457394599915,176,13,0,2020-10-04T12:18:51
1601803132,523500,0.15451502799987793,180,13,0,2020-10-04T12:18:52
1601803133,523500,0.4354514479637146,185,13,0,2020-10-04T12:18:53
1601803134,523500,0.11237457394599915,190,13,0,2020-10-04T12:18:54
1601803135,523500,0.29498323798179626,194,13,0,2020-10-04T12:18:55
1601803136,523500,0.14046822488307953,199,13,0,2020-10-04T12:18:56
1601803137,523500,0.2247491478919983,204,13,0,2020-10-04T12:18:57
1601803138,523500,0.12642139196395874,208,13,0,2020-10-04T12:18:58
1601803139,523500,0.1966554969549179,213,13,0,2020-10-04T12:18:59
1601803140,523500,0.35117053985595703,218,13,0,2020-10-04T12:19:00
1601803141,523500,0.12642139196395874,222,13,0,2020-10-04T12:19:01
1601803142,523500,0.365217387676239,227,13,0,2020-10-04T12:19:02
1601803143,523500,0.11237457394599915,232,13,0,2020-10-04T12:19:03
1601803144,523500,0.1826086938381195,236,13,0,2020-10-04T12:19:04
1601803145,523500,0.2247491478919983,241,13,0,2020-10-04T12:19:05
1601803146,523500,0.2107023447751999,246,13,0,2020-10-04T12:19:06
1601803147,523500,0.16856186091899872,250,13,0,2020-10-04T12:19:07
1601803148,193500,0.2387959510087967,255,13,0,2020-10-04T12:19:08
1601803149,193500,0.1966554969549179,4,13,0,2020-10-04T12:19:09
1601803150,193500,0.16856186091899872,8,13,0,2020-10-04T12:19:10
1601803151,193500,0.1966554969549179,13,13,0,2020-10-04T12:19:11
1601803152,193500,0.16856186091899872,18,13,0,2020-10-04T12:19:12
1601803153,193500,0.29498323798179626,22,13,0,2020-10-04T12:19:13
1601803154,193500,0.11237457394599915,27,13,0,2020-10-04T12:19:14
1601803155,193500,0.29498323798179626,32,13,0,2020-10-04T12:19:15
1601803156,193500,0.2107023447751999,36,13,0,2020-10-04T12:19:16
1601803157,193500,0.12642139196395874,41,13,0,2020-10-04T12:19:17
1601803158,193500,0.1826086938381195,46,13,0,2020-10-04T12:19:18
1601803159,193500,0.15451502799987793,50,13,0,2020-10-04T12:19:19
1601803160,193500,0.2107023447751999,55,13,0,2020-10-04T12:19:20
1601803161,193500,0.1826086938381195,60,13,0,2020-10-04T12:19:21
1601803162,193500,0.2247491478919983,64,13,0,2020-10-04T12:19:22
1601803163,193500,0.1966554969549179,69,13,0,2020-10-04T12:19:23
1601803164,193500,0.2387959510087967,74,13,0,2020-10-04T12:19:24
1601803165,193500,0.1966554969549179,78,13,0,2020-10-04T12:19:25
1601803166,193500,0.16856186091899872,83,13,0,2020-10-04T12:19:26
1601803167,193500,0.1826086938381195,88,13,0,2020-10-04T12:19:27
1601803168,193500,0.2387959510087967,92,13,0,2020-10-04T12:19:28
1601803169,193500,0.28093644976615906,97,13,0,2020-10-04T12:19:29
1601803170,193500,0.1966554969549179,102,13,0,2020-10-04T12:19:30
1601803171,193500,0.2528427839279175,106,13,0,2020-10-04T12:19:31
1601803172,193500,0.32307690382003784,111,13,0,2020-10-04T12:19:32
1601803173,193500,0.28093644976615906,116,13,0,2020-10-04T12:19:33
1601803174,193500,0.365217387676239,120,13,0,2020-10-04T12:19:34
1601803175,193500,0.1966554969549179,125,13,0,2020-10-04T12:19:35
1601803176,193500,0.14046822488307953,130,13,0,2020-10-04T12:19:36
1601803177,193500,0.15451502799987793,134,13,0,2020-10-04T12:19:37
1601803178,193500,0.28093644976615906,139,13,0,2020-10-04T12:19:38
1601803178,802500,0.32307690382003784,144,13,0,2020-10-04T12:19:38
1601803179,802500,0.1966554969549179,148,13,0,2020-10-04T12:19:39
1601803180,802500,0.2387959510087967,153,13,0,2020-10-04T12:19:40
1601803181,802500,0.1966554969549179,158,13,0,2020-10-04T12:19:41
1601803182,802500,0.1826086938381195,162,13,0,2020-10-04T12:19:42
1601803183,802500,0.11237457394599915,167,13,0,2020-10-04T12:19:43
1601803184,802500,0.1826086938381195,172,13,0,2020-10-04T12:19:44
1601803185,802500,0.2387959510087967,176,13,0,2020-10-04T12:19:45
1601803186,802500,0.30903005599975586,181,13,0,2020-10-04T12:19:46
1601803187,802500,0.28093644976615906,186,13,0,2020-10-04T12:19:47
1601803188,802500,0.2247491478919983,190,13,0,2020-10-04T12:19:48
1601803189,802500,0.1826086938381195,195,13,0,2020-10-04T12:19:49
1601803190,802500,0.2668896019458771,200,13,0,2020-10-04T12:19:50
1601803191,802500,0.12642139196395874,204,13,0,2020-10-04T12:19:51
1601803192,802500,0.16856186091899872,209,13,0,2020-10-04T12:19:52
1601803193,802500,0.33712372183799744,214,13,0,2020-10-04T12:19:53
1601803194,802500,0.1966554969549179,218,13,0,2020-10-04T12:19:54
1601803195,802500,0.2668896019458771,223,13,0,2020-10-04T12:19:55
1601803196,802500,0.29498323798179626,228,13,0,2020-10-04T12:19:56
1601803197,802500,0.14046822488307953,232,13,0,2020-10-04T12:19:57
1601803198,802500,0.2387959510087967,237,13,0,2020-10-04T12:19:58
1601803199,802500,0.3792641758918762,242,13,0,2020-10-04T12:19:59
1601803200,802500,0.32307690382003784,246,13,0,2020-10-04T12:20:00
1601803201,802500,0.28093644976615906,251,13,0,2020-10-04T12:20:01
1601803202,802500,0.1826086938381195,0,13,0,2020-10-04T12:20:02
1601803203,802500,0.2247491478919983,4,13,0,2020-10-04T12:20:03
1601803204,802500,0.2247491478919983,9,13,0,2020-10-04T12:20:04
1601803205,802500,0.2247491478919983,14,13,0,2020-10-04T12:20:05
1601803206,802500,0.1826086938381195,18,13,0,2020-10-04T12:20:06
1601803207,802500,0.2247491478919983,23,13,0,2020-10-04T12:20:07
1601803208,802500,0.2247491478919983,28,13,0,2020-10-04T12:20:08
1601803209,412500,0.1966554969549179,32,13,0,2020-10-04T12:20:09
1601803210,412500,0.1966554969549179,37,13,0,2020-10-04T12:20:10
1601803211,412500,0.16856186091899872,42,13,0,2020-10-04T12:20:11
1601803212,412500,0.2528427839279175,46,13,0,2020-10-04T12:20:12
1601803213,412500,0.2107023447751999,51,13,0,2020-10-04T12:20:13
1601803214,412500,0.09832774847745895,56,13,0,2020-10-04T12:20:14
1601803215,412500,0.33712372183799744,60,13,0,2020-10-04T12:20:15
1601803216,412500,0.1826086938381195,65,13,0,2020-10-04T12:20:16
1601803217,412500,0.1826086938381195,70,13,0,2020-10-04T12:20:17
1601803218,412500,0.1966554969549179,74,13,0,2020-10-04T12:20:18
1601803219,412500,0.1966554969549179,79,13,0,2020-10-04T12:20:19
1601803220,412500,0.29498323798179626,84,13,0,2020-10-04T12:20:20
1601803221,412500,0.2528427839279175,88,13,0,2020-10-04T12:20:21
1601803222,412500,0.2247491478919983,93,13,0,2020-10-04T12:20:22
1601803223,412500,0.16856186091899872,98,13,0,2020-10-04T12:20:23
1601803224,412500,0.16856186091899872,102,13,0,2020-10-04T12:20:24
1601803225,412500,0.14046822488307953,107,13,0,2020-10-04T12:20:25
1601803226,412500,0.14046822488307953,112,13,0,2020-10-04T12:20:26
1601803227,412500,0.16856186091899872,116,13,0,2020-10-04T12:20:27
1601803228,412500,0.29498323798179626,121,13,0,2020-10-04T12:20:28
1601803229,412500,0.2528427839279175,126,13,0,2020-10-04T12:20:29
1601803230,412500,0.1826086938381195,130,13,0,2020-10-04T12:20:30
1601803231,412500,0.09832774847745895,135,13,0,2020-10-04T12:20:31
1601803232,412500,0.15451502799987793,140,13,0,2020-10-04T12:20:32
1601803233,412500,0.14046822488307953,144,13,0,2020-10-04T12:20:33
1601803234,412500,0.14046822488307953,149,13,0,2020-10-04T12:20:34
1601803235,412500,0.2247491478919983,154,13,0,2020-10-04T12:20:35
1601803236,412500,0.11237457394599915,158,13,0,2020-10-04T12:20:36
1601803237,412500,0.16856186091899872,163,13,0,2020-10-04T12:20:37
1601803238,412500,0.1826086938381195,168,13,0,2020-10-04T12:20:38
1601803239,412500,0.1966554969549179,172,13,0,2020-10-04T12:20:39
1601802981,458500,0.12642139196395874,177,13,0,2020-10-04T12:16:21
1601802982,458500,0.1966554969549179,182,13,0,2020-10-04T12:16:22
1601802983,458500,0.14046822488307953,186,13,0,2020-10-04T12:16:23
1601802984,458500,0.33712372183799744,191,13,0,2020-10-04T12:16:24
1601802985,458500,0.16856186091899872,196,13,0,2020-10-04T12:16:25
1601802986,458500,0.1826086938381195,200,13,0,2020-10-04T12:16:26
1601802987,458500,0.14046822488307953,205,13,0,2020-10-04T12:16:27
1601802988,458500,0.15451502799987793,210,13,0,2020-10-04T12:16:28
1601802989,458500,0.28093644976615906,214,13,0,2020-10-04T12:16:29
1601802990,458500,0.2668896019458771,219,13,0,2020-10-04T12:16:30
1601802991,458500,0.15451502799987793,224,13,0,2020-10-04T12:16:31
1601802992,458500,0.16856186091899872,228,13,0,2020-10-04T12:16:32
1601802993,458500,0.1966554969549179,233,13,0,2020-10-04T12:16:33
1601802994,458500,0.2107023447751999,238,13,0,2020-10-04T12:16:34
1601802995,458500,0.12642139196395874,242,13,0,2020-10-04T12:16:35
1601802996,458500,0.2247491478919983,247,13,0,2020-10-04T12:16:36
1601802997,458500,0.2528427839279175,252,13,0,2020-10-04T12:16:37
1601802998,458500,0.1826086938381195,0,13,0,2020-10-04T12:16:38
1601802999,458500,0.16856186091899872,5,13,0,2020-10-04T12:16:39
1601803000,458500,0.12642139196395874,10,13,0,2020-10-04T12:16:40
1601803001,458500,0.2247491478919983,14,13,0,2020-10-04T12:16:41
1601803002,458500,0.1826086938381195,19,13,0,2020-10-04T12:16:42
1601803003,458500,0.2107023447751999,24,13,0,2020-10-04T12:16:43
1601803004,458500,0.16856186091899872,28,13,0,2020-10-04T12:16:44
1601803005,458500,0.16856186091899872,33,13,0,2020-10-04T12:16:45
1601803006,458500,0.2668896019458771,38,13,0,2020-10-04T12:16:46
1601803007,458500,0.16856186091899872,42,13,0,2020-10-04T12:16:47
1601803008,458500,0.29498323798179626,47,13,0,2020-10-04T12:16:48
1601803009,458500,0.12642139196395874,52,13,0,2020-10-04T12:16:49
1601803010,458500,0.33712372183799744,56,13,0,2020-10-04T12:16:50
1601803011,458500,0.07023411244153976,61,13,0,2020-10-04T12:16:51
1601803012,65500,0.16856186091899872,66,13,0,2020-10-04T12:16:52
1601803013,65500,0.11237457394599915,70,13,0,2020-10-04T12:16:53
1601803014,65500,0.2107023447751999,75,13,0,2020-10-04T12:16:54
1601803015,65500,0.12642139196395874,80,13,0,2020-10-04T12:16:55
1601803016,65500,0.09832774847745895,84,13,0,2020-10-04T12:16:56
1601803017,65500,0.15451502799987793,89,13,0,2020-10-04T12:16:57
1601803018,65500,0.33712372183799744,94,13,0,2020-10-04T12:16:58
1601803019,65500,0.11237457394599915,98,13,0,2020-10-04T12:16:59
1601803020,65500,0.16856186091899872,103,13,0,2020-10-04T12:17:00
1601803021,65500,0.1826086938381195,108,13,0,2020-10-04T12:17:01
1601803022,65500,0.16856186091899872,112,13,0,2020-10-04T12:17:02
1601803023,65500,0.15451502799987793,117,13,0,2020-10-04T12:17:03
1601803024,65500,0.16856186091899872,122,13,0,2020-10-04T12:17:04
1601803025,65500,0.14046822488307953,126,13,0,2020-10-04T12:17:05
1601803026,65500,0.1966554969549179,131,13,0,2020-10-04T12:17:06
1601803027,65500,0.09832774847745895,136,13,0,2020-10-04T12:17:07
1601803028,65500,0.29498323798179626,140,13,0,2020-10-04T12:17:08
1601803029,65500,0.16856186091899872,145,13,0,2020-10-04T12:17:09
1601803030,65500,0.2668896019458771,150,13,0,2020-10-04T12:17:10
1601803031,65500,0.30903005599975586,154,13,0,2020-10-04T12:17:11
1601803032,65500,0.08428093045949936,159,13,0,2020-10-04T12:17:12
1601803033,65500,0.08428093045949936,164,13,0,2020-10-04T12:17:13
1601803034,65500,0.16856186091899872,168,13,0,2020-10-04T12:17:14
1601803035,65500,0.14046822488307953,173,13,0,2020-10-04T12:17:15
1601803036,65500,0.11237457394599915,178,13,0,2020-10-04T12:17:16
1601803037,65500,0.09832774847745895,182,13,0,2020-10-04T12:17:17
1601803038,65500,0.12642139196395874,187,13,0,2020-10-04T12:17:18
1601803039,65500,0.16856186091899872,192,13,0,2020-10-04T12:17:19
1601803040,65500,0.1826086938381195,196,13,0,2020-10-04T12:17:20
1601803041,65500,0.2528427839279175,201,13,0,2020-10-04T12:17:21
1601803042,65500,0.16856186091899872,206,13,0,2020-10-04T12:17:22
1601803042,674500,0.28093644976615906,210,13,0,2020-10-04T12:17:22
1601803043,674500,0.1826086938381195,215,13,0,2020-10-04T12:17:23
1601803044,674500,0.12642139196395874,220,13,0,2020-10-04T12:17:24
1601803045,674500,0.16856186091899872,224,13,0,2020-10-04T12:17:25
1601803046,674500,0.1966554969549179,229,13,0,2020-10-04T12:17:26
1601803047,674500,0.11237457394599915,234,13,0,2020-10-04T12:17:27
1601803048,674500,0.2387959510087967,238,13,0,2020-10-04T12:17:28
1601803049,674500,0.11237457394599915,243,13,0,2020-10-04T12:17:29
1601803050,674500,0.15451502799987793,248,13,0,2020-10-04T12:17:30
1601803051,674500,0.14046822488307953,252,13,0,2020-10-04T12:17:31
1601803052,674500,0.1826086938381195,1,13,0,2020-10-04T12:17:32
1601803053,674500,0.16856186091899872,6,13,0,2020-10-04T12:17:33
1601803054,674500,0.15451502799987793,10,13,0,2020-10-04T12:17:34
1601803055,674500,0.15451502799987793,15,13,0,2020-10-04T12:17:35
1601803056,674500,0.11237457394599915,20,13,0,2020-10-04T12:17:36
1601803057,674500,0.2668896019458771,24,13,0,2020-10-04T12:17:37
1601803058,674500,0.09832774847745895,29,13,0,2020-10-04T12:17:38
1601803059,674500,0.2528427839279175,34,13,0,2020-10-04T12:17:39
1601803060,674500,0.07023411244153976,38,13,0,2020-10-04T12:17:40
1601803061,674500,0.12642139196395874,43,13,0,2020-10-04T12:17:41
1601803062,674500,0.15451502799987793,48,13,0,2020-10-04T12:17:42
1601803063,674500,0.1826086938381195,52,13,0,2020-10-04T12:17:43
1601803064,674500,0.15451502799987793,57,13,0,2020-10-04T12:17:44
1601803065,674500,0.15451502799987793,62,13,0,2020-10-04T12:17:45
1601803066,674500,0.14046822488307953,66,13,0,2020-10-04T12:17:46
1601803067,674500,0.12642139196395874,71,13,0,2020-10-04T12:17:47
1601803068,674500,0.2247491478919983,76,13,0,2020-10-04T12:17:48
1601803069,674500,0.1826086938381195,80,13,0,2020-10-04T12:17:49
1601803070,674500,0.15451502799987793,85,13,0,2020-10-04T12:17:50
1601803071,674500,0.15451502799987793,90,13,0,2020-10-04T12:17:51
1601803072,674500,0.11237457394599915,94,13,0,2020-10-04T12:17:52
1601803073,282500,0.12642139196395874,99,13,0,2020-10-04T12:17:53
1601803074,282500,0.14046822488307953,104,13,0,2020-10-04T12:17:54
1601803075,282500,0.32307690382003784,108,13,0,2020-10-04T12:17:55
1601803076,282500,0.1966554969549179,113,13,0,2020-10-04T12:17:56
1601803077,282500,0.15451502799987793,118,13,0,2020-10-04T12:17:57
1601803078,282500,0.12642139196395874,122,13,0,2020-10-04T12:17:58
1601803079,282500,0.11237457394599915,127,13,0,2020-10-04T12:17:59
1601803080,282500,0.14046822488307953,132,13,0,2020-10-04T12:18:00
1601803081,282500,0.1826086938381195,136,13,0,2020-10-04T12:18:01
1601803082,282500,0.28093644976615906,141,13,0,2020-10-04T12:18:02
1601803083,282500,0.2668896019458771,146,13,0,2020-10-04T12:18:03
1601803084,282500,0.16856186091899872,150,13,0,2020-10-04T12:18:04
1601803085,282500,0.15451502799987793,155,13,0,2020-10-04T12:18:05
1601803086,282500,0.2107023447751999,160,13,0,2020-10-04T12:18:06
1601803087,282500,0.1966554969549179,164,13,0,2020-10-04T12:18:07
1601803088,282500,0.12642139196395874,169,13,0,2020-10-04T12:18:08
1601803089,282500,0.15451502799987793,174,13,0,2020-10-04T12:18:09
1601803090,282500,0.15451502799987793,178,13,0,2020-10-04T12:18:10
1601803091,282500,0.1826086938381195,183,13,0,2020-10-04T12:18:11
1601803092,282500,0.15451502799987793,188,13,0,2020-10-04T12:18:12
1601803093,282500,0.16856186091899872,192,13,0,2020-10-04T12:18:13
1601803094,282500,0.09832774847745895,197,13,0,2020-10-04T12:18:14
1601803095,282500,0.1966554969549179,202,13,0,2020-10-04T12:18:15
1601803096,282500,0.16856186091899872,206,13,0,2020-10-04T12:18:16
1601803097,282500,0.14046822488307953,211,13,0,2020-10-04T12:18:17
1601803098,282500,0.30903005599975586,216,13,0,2020-10-04T12:18:18
1601803099,282500,0.14046822488307953,220,13,0,2020-10-04T12:18:19
1601803100,282500,0.08428093045949936,225,13,0,2020-10-04T12:18:20
1601803101,282500,0.12642139196395874,230,13,0,2020-10-04T12:18:21
1601803102,282500,0.15451502799987793,234,13,0,2020-10-04T12:18:22
1601803103,282500,0.12642139196395874,239,13,0,2020-10-04T12:18:23
315964828,403500,0.1826086938381195,244,13,0,1980-01-06T03:00:28
315964829,403500,0.2107023447751999,248,13,0,1980-01-06T03:00:29
315964830,403500,0.11237457394599915,253,13,0,1980-01-06T03:00:30
315964831,403500,0.15451502799987793,2,13,0,1980-01-06T03:00:31
315964832,403500,0.08428093045949936,6,13,0,1980-01-06T03:00:32
315964833,403500,0.14046822488307953,11,13,0,1980-01-06T03:00:33
315964834,403500,0.09832774847745895,16,13,0,1980-01-06T03:00:34
315964835,403500,0.14046822488307953,20,13,0,1980-01-06T03:00:35
315964836,403500,0.29498323798179626,25,13,0,1980-01-06T03:00:36
315964837,403500,0.09832774847745895,30,13,0,1980-01-06T03:00:37
315964838,403500,0.15451502799987793,34,13,0,1980-01-06T03:00:38
315964839,403500,0.12642139196395874,39,13,0,1980-01-06T03:00:39
315964840,403500,0.2107023447751999,44,13,0,1980-01-06T03:00:40
315964841,403500,0.2247491478919983,48,13,0,1980-01-06T03:00:41
315964842,403500,0.16856186091899872,53,13,0,1980-01-06T03:00:42
315964843,403500,0.14046822488307953,58,13,0,1980-01-06T03:00:43
315964844,403500,0.1966554969549179,62,13,0,1980-01-06T03:00:44
315964845,403500,0.14046822488307953,67,13,0,1980-01-06T03:00:45
315964846,403500,0.09832774847745895,72,13,0,1980-01-06T03:00:46
315964847,403500,0.16856186091899872,76,13,0,1980-01-06T03:00:47
315964848,403500,0.12642139196395874,81,13,0,1980-01-06T03:00:48
315964849,403500,0.08428093045949936,86,13,0,1980-01-06T03:00:49
315964850,403500,0.15451502799987793,90,13,0,1980-01-06T03:00:50
315964851,403500,0.14046822488307953,95,13,0,1980-01-06T03:00:51
315964852,403500,0.14046822488307953,100,13,0,1980-01-06T03:00:52
315964853,403500,0.14046822488307953,104,13,0,1980-01-06T03:00:53
315964854,403500,0.1966554969549179,109,13,0,1980-01-06T03:00:54
315964855,403500,0.14046822488307953,114,13,0,1980-01-06T03:00:55
315964856,403500,0.16856186091899872,118,13,0,1980-01-06T03:00:56
315964857,403500,0.14046822488307953,123,13,0,1980-01-06T03:00:57
315964858,12000,0.16856186091899872,128,13,0,1980-01-06T03:00:58
315964859,11500,0.08428093045949936,132,13,0,1980-01-06T03:00:59
315964860,11500,0.11237457394599915,137,13,0,1980-01-06T03:01:00
315964861,11500,0.11237457394599915,142,13,0,1980-01-06T03:01:01
315964862,11500,0.14046822488307953,146,13,0,1980-01-06T03:01:02
315964863,11500,0.16856186091899872,151,13,0,1980-01-06T03:01:03
315964864,11500,0.14046822488307953,156,13,0,1980-01-06T03:01:04
315964865,11500,0.15451502799987793,160,13,0,1980-01-06T03:01:05
315964866,11500,0.09832774847745895,165,13,0,1980-01-06T03:01:06
315964867,11500,0.15451502799987793,170,13,0,1980-01-06T03:01:07
315964868,11500,0.05618728697299957,174,13,0,1980-01-06T03:01:08
315964869,11500,0.15451502799987793,179,13,0,1980-01-06T03:01:09
315964870,11500,0.15451502799987793,184,13,0,1980-01-06T03:01:10
315964871,11500,0.14046822488307953,188,13,0,1980-01-06T03:01:11
315964872,11500,0.1966554969549179,193,13,0,1980-01-06T03:01:12
315964873,11500,0.08428093045949936,198,13,0,1980-01-06T03:01:13
315964874,11500,0.16856186091899872,202,13,0,1980-01-06T03:01:14
315964875,11500,0.12642139196395874,207,13,0,1980-01-06T03:01:15
315964876,11500,0.14046822488307953,212,13,0,1980-01-06T03:01:16
315964877,11500,0.12642139196395874,216,13,0,1980-01-06T03:01:17
315964878,11500,0.1826086938381195,221,13,0,1980-01-06T03:01:18
315964879,11500,0.08428093045949936,226,13,0,1980-01-06T03:01:19
315964880,11500,0.07023411244153976,230,13,0,1980-01-06T03:01:20
315964881,11500,0.14046822488307953,235,13,0,1980-01-06T03:01:21
315964882,11500,0.15451502799987793,240,13,0,1980-01-06T03:01:22
315964883,11500,0.07023411244153976,244,13,0,1980-01-06T03:01:23
315964884,11500,0.1826086938381195,249,13,0,1980-01-06T03:01:24
315964885,11500,0.12642139196395874,254,13,0,1980-01-06T03:01:25
315964886,11500,0.14046822488307953,2,13,0,1980-01-06T03:01:26
315964887,11500,0.15451502799987793,7,13,0,1980-01-06T03:01:27
315964888,11500,0.1826086938381195,12,13,0,1980-01-06T03:01:28
315964888,623000,0.1826086938381195,16,13,0,1980-01-06T03:01:28
315964889,622500,0.04214046522974968,21,13,0,1980-01-06T03:01:29
315964890,622500,0.08428093045949936,26,13,0,1980-01-06T03:01:30
315964891,622500,0.11237457394599915,30,13,0,1980-01-06T03:01:31
315964892,622500,0.14046822488307953,35,13,0,1980-01-06T03:01:32
315964893,622500,0.09832774847745895,40,13,0,1980-01-06T03:01:33
315964894,622500,0.14046822488307953,44,13,0,1980-01-06T03:01:34
315964895,622500,0.16856186091899872,49,13,0,1980-01-06T03:01:35
315964896,622500,0.11237457394599915,54,13,0,1980-01-06T03:01:36
315964897,622500,0.14046822488307953,58,13,0,1980-01-06T03:01:37
315964898,622500,0.11237457394599915,63,13,0,1980-01-06T03:01:38
315964899,622500,0.05618728697299957,68,13,0,1980-01-06T03:01:39
315964900,622500,0.12642139196395874,72,13,0,1980-01-06T03:01:40
315964901,622500,0.07023411244153976,77,13,0,1980-01-06T03:01:41
315964902,622500,0.15451502799987793,82,13,0,1980-01-06T03:01:42
315964903,622500,0.08428093045949936,86,13,0,1980-01-06T03:01:43
315964904,622500,0.14046822488307953,91,13,0,1980-01-06T03:01:44
315964905,622500,0.12642139196395874,96,13,0,1980-01-06T03:01:45
315964906,622500,0.1826086938381195,100,13,0,1980-01-06T03:01:46
315964907,622500,0.11237457394599915,105,13,0,1980-01-06T03:01:47
315964908,622500,0.08428093045949936,110,13,0,1980-01-06T03:01:48
315964909,622500,0.12642139196395874,114,13,0,1980-01-06T03:01:49
315964910,622500,0.12642139196395874,119,13,0,1980-01-06T03:01:50
315964911,622500,0.14046822488307953,124,13,0,1980-01-06T03:01:51
315964912,622500,0.08428093045949936,128,13,0,1980-01-06T03:01:52
315964913,622500,0.14046822488307953,133,13,0,1980-01-06T03:01:53
315964914,622500,0.12642139196395874,138,13,0,1980-01-06T03:01:54
315964915,622500,0.15451502799987793,142,13,0,1980-01-06T03:01:55
315964916,622500,0.12642139196395874,147,13,0,1980-01-06T03:01:56
315964917,622500,0.08428093045949936,152,13,0,1980-01-06T03:01:57
315964918,622500,0.12642139196395874,156,13,0,1980-01-06T03:01:58
315964919,233500,0.12642139196395874,161,13,0,1980-01-06T03:01:59
315964920,233500,0.11237457394599915,166,13,0,1980-01-06T03:02:00
315964921,233500,0.07023411244153976,170,13,0,1980-01-06T03:02:01
315964922,233500,0.11237457394599915,175,13,0,1980-01-06T03:02:02
315964923,233500,0.12642139196395874,180,13,0,1980-01-06T03:02:03
315964924,233500,0.11237457394599915,184,13,0,1980-01-06T03:02:04
315964925,233500,0.05618728697299957,189,13,0,1980-01-06T03:02:05
315964926,233500,0.12642139196395874,194,13,0,1980-01-06T03:02:06
315964927,233500,0.12642139196395874,198,13,0,1980-01-06T03:02:07
315964928,233500,0.12642139196395874,203,13,0,1980-01-06T03:02:08
315964929,233500,0.11237457394599915,208,13,0,1980-01-06T03:02:09
315964930,233500,0.028093643486499786,212,13,0,1980-01-06T03:02:10
315964931,233500,0.11237457394599915,217,13,0,1980-01-06T03:02:11
315964932,233500,0.12642139196395874,222,13,0,1980-01-06T03:02:12
315964933,233500,0.14046822488307953,226,13,0,1980-01-06T03:02:13
315964934,233500,0.08428093045949936,231,13,0,1980-01-06T03:02:14
315964935,233500,0.12642139196395874,236,13,0,1980-01-06T03:02:15
315964936,233500,0.09832774847745895,240,13,0,1980-01-06T03:02:16
315964937,233500,0.14046822488307953,245,13,0,1980-01-06T03:02:17
315964938,233500,0.09832774847745895,250,13,0,1980-01-06T03:02:18
315964939,233500,0.15451502799987793,254,13,0,1980-01-06T03:02:19
315964940,233500,0.12642139196395874,3,13,0,1980-01-06T03:02:20
315964941,233500,0.08428093045949936,8,13,0,1980-01-06T03:02:21
315964942,233500,0.1966554969549179,12,13,0,1980-01-06T03:02:22
315964943,233500,0.15451502799987793,17,13,0,1980-01-06T03:02:23
315964944,233500,0.12642139196395874,22,13,0,1980-01-06T03:02:24
315964945,233500,0.12642139196395874,26,13,0,1980-01-06T03:02:25
315964946,233500,0.12642139196395874,31,13,0,1980-01-06T03:02:26
315964947,233500,0.08428093045949936,36,13,0,1980-01-06T03:02:27
315964948,233500,0.12642139196395874,40,13,0,1980-01-06T03:02:28
315964949,233500,0.12642139196395874,45,13,0,1980-01-06T03:02:29
315964949,841500,0.14046822488307953,50,13,0,1980-01-06T03:02:29
315964950,841500,0.11237457394599915,54,13,0,1980-01-06T03:02:30
315964951,841500,0.12642139196395874,59,13,0,1980-01-06T03:02:31
315964952,841500,0.2387959510087967,64,13,0,1980-01-06T03:02:32
315964953,841500,0.16856186091899872,68,13,0,1980-01-06T03:02:33
315964954,841500,0.12642139196395874,73,13,0,1980-01-06T03:02:34
315964955,841500,0.08428093045949936,78,13,0,1980-01-06T03:02:35
315964956,841500,0.12642139196395874,82,13,0,1980-01-06T03:02:36
315964957,841500,0.11237457394599915,87,13,0,1980-01-06T03:02:37
315964958,841500,0.11237457394599915,92,13,0,1980-01-06T03:02:38
315964959,841500,0.15451502799987793,96,13,0,1980-01-06T03:02:39
315964960,841500,0.2107023447751999,101,13,0,1980-01-06T03:02:40
315964961,841500,0.11237457394599915,106,13,0,1980-01-06T03:02:41
315964962,841500,0.12642139196395874,110,13,0,1980-01-06T03:02:42
315964963,841500,0.12642139196395874,115,13,0,1980-01-06T03:02:43
315964964,841500,0.12642139196395874,120,13,0,1980-01-06T03:02:44
315964965,841500,0.09832774847745895,124,13,0,1980-01-06T03:02:45
315964966,841500,0.09832774847745895,129,13,0,1980-01-06T03:02:46
315964967,841500,0.1826086938381195,134,13,0,1980-01-06T03:02:47
315964968,841500,0.12642139196395874,138,13,0,1980-01-06T03:02:48
315964969,841500,0.1826086938381195,143,13,0,1980-01-06T03:02:49
315964970,841500,0.15451502799987793,148,13,0,1980-01-06T03:02:50
315964971,841500,0.15451502799987793,152,13,0,1980-01-06T03:02:51
315964972,841500,0.12642139196395874,157,13,0,1980-01-06T03:02:52
315964973,841500,0.12642139196395874,162,13,0,1980-01-06T03:02:53
315964974,841500,0.08428093045949936,166,13,0,1980-01-06T03:02:54
315964975,841500,0.11237457394599915,171,13,0,1980-01-06T03:02:55
315964976,841500,0.1826086938381195,176,13,0,1980-01-06T03:02:56
315964977,841500,0.1826086938381195,180,13,0,1980-01-06T03:02:57
