time_s,time_us,current,voltage,seq,srcSystem,srcComponent,time_gregorian
0,0,5.605193857299268e-45,4.810895848766032e-40,75,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,4.838949844021815e-40,84,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,4.867003839277598e-40,93,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,4.895057834533381e-40,102,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,4.9231118297891636e-40,111,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,4.9511658250449464e-40,120,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,4.979219820300729e-40,129,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.007273815556512e-40,138,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.035327810812295e-40,147,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.063381806068078e-40,156,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.091435801323861e-40,165,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.1194897965796434e-40,174,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.147543791835426e-40,183,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.175597787091209e-40,192,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.203651782346992e-40,201,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.231705777602775e-40,210,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.259759772858558e-40,219,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.2878137681143405e-40,228,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.315867763370123e-40,237,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.343921758625906e-40,246,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.371975753881689e-40,255,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.400029749137472e-40,8,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.428083744393255e-40,17,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.4561377396490375e-40,26,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.48419173490482e-40,35,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.512245730160603e-40,44,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.540299725416386e-40,53,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.568353720672169e-40,62,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.596407715927952e-40,71,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.6244617111837345e-40,80,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.652515706439517e-40,89,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.6805697016953e-40,98,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.708623696951083e-40,107,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.736677692206866e-40,116,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.764731687462649e-40,125,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.7927856827184315e-40,134,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.820839677974214e-40,143,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.848893673229997e-40,152,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.87694766848578e-40,161,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.905001663741563e-40,170,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.933055658997346e-40,179,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.9611096542531286e-40,188,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,5.9891636495089114e-40,197,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.017217644764694e-40,206,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.045271640020477e-40,215,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.07332563527626e-40,224,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.101379630532043e-40,233,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.129433625787826e-40,242,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.1574876210436084e-40,251,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.185541616299391e-40,4,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.213595611555174e-40,13,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.241649606810957e-40,22,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.26970360206674e-40,31,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.297757597322523e-40,40,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.3258115925783055e-40,49,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.353865587834088e-40,58,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.381919583089871e-40,67,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.409973578345654e-40,76,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.438027573601437e-40,85,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.46608156885722e-40,94,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.4941355641130025e-40,103,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.522189559368785e-40,112,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.550243554624568e-40,121,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.578297549880351e-40,130,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.606351545136134e-40,139,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.634405540391917e-40,148,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.6624595356476995e-40,157,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.690513530903482e-40,166,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.718567526159265e-40,175,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.746621521415048e-40,184,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.774675516670831e-40,193,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.802729511926614e-40,202,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.8307835071823965e-40,211,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.858837502438179e-40,220,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.886891497693962e-40,229,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.914945492949745e-40,238,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.942999488205528e-40,247,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.971053483461311e-40,0,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,6.9991074787170936e-40,9,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.027161473972876e-40,18,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.055215469228659e-40,27,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.083269464484442e-40,36,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.111323459740225e-40,45,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.139377454996008e-40,54,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.167431450251791e-40,63,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.1954854455075734e-40,72,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.223539440763356e-40,81,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.251593436019139e-40,90,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.279647431274922e-40,99,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.307701426530705e-40,108,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.335755421786488e-40,117,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.36380941704227e-40,126,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.391863412298053e-40,135,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.419917407553836e-40,144,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.447971402809619e-40,153,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.476025398065402e-40,162,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.504079393321185e-40,171,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.532133388576967e-40,180,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.56018738383275e-40,189,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.588241379088533e-40,198,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.616295374344316e-40,207,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.644349369600099e-40,216,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.672403364855882e-40,225,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.700457360111665e-40,234,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.728511355367447e-40,243,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.75656535062323e-40,252,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.784619345879013e-40,5,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.812673341134796e-40,14,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.840727336390579e-40,23,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.868781331646362e-40,32,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.896835326902144e-40,41,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.924889322157927e-40,50,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.95294331741371e-40,59,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,7.980997312669493e-40,68,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,8.009051307925276e-40,77,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,8.037105303181059e-40,86,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,8.065159298436841e-40,95,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,8.093213293692624e-40,104,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,8.121267288948407e-40,113,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,8.14932128420419e-40,122,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,8.177375279459973e-40,131,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,8.205429274715756e-40,140,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,8.233483269971538e-40,149,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,8.261537265227321e-40,158,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,8.289591260483104e-40,167,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,8.317645255738887e-40,176,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,8.34569925099467e-40,185,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,8.373753246250453e-40,194,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,8.401807241506235e-40,203,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,8.429861236762018e-40,212,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,8.457915232017801e-40,221,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,8.485969227273584e-40,230,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,8.514023222529367e-40,239,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,8.54207721778515e-40,248,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,8.570131213040932e-40,1,21,0,1970-01-01T03:00:00
0,0,5.605193857299268e-45,8.598185208296715e-40,10,21,0,1970-01-01T03:00:00
