time_s,time_us,bme_last_error,bme_error_counter,adc_last_error,adc_error_counter,resets_count,reset_cause,seq,srcSystem,srcComponent,time_gregorian
315964961,643000,0,0,0,0,1,2,105,13,0,1980-01-06T03:02:41
315964964,643000,0,0,0,0,1,2,119,13,0,1980-01-06T03:02:44
315964967,643000,0,0,0,0,1,2,133,13,0,1980-01-06T03:02:47
315964970,643000,0,0,0,0,1,2,147,13,0,1980-01-06T03:02:50
315964973,643000,0,0,0,0,1,2,161,13,0,1980-01-06T03:02:53
315964976,643000,0,0,0,0,1,2,175,13,0,1980-01-06T03:02:56
315964979,643000,0,0,0,0,1,2,189,13,0,1980-01-06T03:02:59
315964982,250000,0,0,0,0,1,2,203,13,0,1980-01-06T03:03:02
315964985,250000,0,0,0,0,1,2,217,13,0,1980-01-06T03:03:05
315964988,250000,0,0,0,0,1,2,231,13,0,1980-01-06T03:03:08
315964991,250000,0,0,0,0,1,2,245,13,0,1980-01-06T03:03:11
315964994,250000,0,0,0,0,1,2,3,13,0,1980-01-06T03:03:14
315964997,250000,0,0,0,0,1,2,17,13,0,1980-01-06T03:03:17
315965000,250000,0,0,0,0,1,2,31,13,0,1980-01-06T03:03:20
315965003,250000,0,0,0,0,1,2,45,13,0,1980-01-06T03:03:23
315965006,250000,0,0,0,0,1,2,59,13,0,1980-01-06T03:03:26
315965009,250000,0,0,0,0,1,2,73,13,0,1980-01-06T03:03:29
315965011,859000,0,0,0,0,1,2,87,13,0,1980-01-06T03:03:31
315965014,859000,0,0,0,0,1,2,101,13,0,1980-01-06T03:03:34
315965017,859000,0,0,0,0,1,2,115,13,0,1980-01-06T03:03:37
315965020,859000,0,0,0,0,1,2,129,13,0,1980-01-06T03:03:40
315965023,859000,0,0,0,0,1,2,143,13,0,1980-01-06T03:03:43
315965026,859000,0,0,0,0,1,2,157,13,0,1980-01-06T03:03:46
315965029,859000,0,0,0,0,1,2,171,13,0,1980-01-06T03:03:49
315965032,859000,0,0,0,0,1,2,185,13,0,1980-01-06T03:03:52
315965035,859000,0,0,0,0,1,2,199,13,0,1980-01-06T03:03:55
315965038,859000,0,0,0,0,1,2,213,13,0,1980-01-06T03:03:58
315965041,471000,0,0,0,0,1,2,227,13,0,1980-01-06T03:04:01
315965044,471000,0,0,0,0,1,2,241,13,0,1980-01-06T03:04:04
315965047,471000,0,0,0,0,1,2,255,13,0,1980-01-06T03:04:07
315965050,471000,0,0,0,0,1,2,13,13,0,1980-01-06T03:04:10
315965053,471000,0,0,0,0,1,2,27,13,0,1980-01-06T03:04:13
315965056,471000,0,0,0,0,1,2,41,13,0,1980-01-06T03:04:16
315965059,471000,0,0,0,0,1,2,55,13,0,1980-01-06T03:04:19
315965062,471000,0,0,0,0,1,2,69,13,0,1980-01-06T03:04:22
315965065,471000,0,0,0,0,1,2,83,13,0,1980-01-06T03:04:25
315965068,471000,0,0,0,0,1,2,97,13,0,1980-01-06T03:04:28
315965071,471000,0,0,0,0,1,2,111,13,0,1980-01-06T03:04:31
315965074,82000,0,0,0,0,1,2,125,13,0,1980-01-06T03:04:34
315965077,82000,0,0,0,0,1,2,139,13,0,1980-01-06T03:04:37
315965080,82000,0,0,0,0,1,2,153,13,0,1980-01-06T03:04:40
315965083,82000,0,0,0,0,1,2,167,13,0,1980-01-06T03:04:43
315965086,82000,0,0,0,0,1,2,181,13,0,1980-01-06T03:04:46
315965089,82000,0,0,0,0,1,2,195,13,0,1980-01-06T03:04:49
315965092,82000,0,0,0,0,1,2,209,13,0,1980-01-06T03:04:52
315965095,82000,0,0,0,0,1,2,223,13,0,1980-01-06T03:04:55
315965098,82000,0,0,0,0,1,2,237,13,0,1980-01-06T03:04:58
315965101,82000,0,0,0,0,1,2,251,13,0,1980-01-06T03:05:01
315965103,692000,0,0,0,0,1,2,9,13,0,1980-01-06T03:05:03
315965106,692000,0,0,0,0,1,2,23,13,0,1980-01-06T03:05:06
315965109,692000,0,0,0,0,1,2,37,13,0,1980-01-06T03:05:09
315965112,692000,0,0,0,0,1,2,51,13,0,1980-01-06T03:05:12
315965115,692000,0,0,0,0,1,2,65,13,0,1980-01-06T03:05:15
315965118,692000,0,0,0,0,1,2,79,13,0,1980-01-06T03:05:18
315965121,692000,0,0,0,0,1,2,93,13,0,1980-01-06T03:05:21
315965124,692000,0,0,0,0,1,2,107,13,0,1980-01-06T03:05:24
315965127,692000,0,0,0,0,1,2,121,13,0,1980-01-06T03:05:27
315965130,692000,0,0,0,0,1,2,135,13,0,1980-01-06T03:05:30
315965133,302000,0,0,0,0,1,2,149,13,0,1980-01-06T03:05:33
315965136,302000,0,0,0,0,1,2,163,13,0,1980-01-06T03:05:36
315965139,302000,0,0,0,0,1,2,177,13,0,1980-01-06T03:05:39
315965142,302000,0,0,0,0,1,2,191,13,0,1980-01-06T03:05:42
315965145,302000,0,0,0,0,1,2,205,13,0,1980-01-06T03:05:45
315965148,302000,0,0,0,0,1,2,219,13,0,1980-01-06T03:05:48
315965151,302000,0,0,0,0,1,2,233,13,0,1980-01-06T03:05:51
315965154,302000,0,0,0,0,1,2,247,13,0,1980-01-06T03:05:54
315965157,302000,0,0,0,0,1,2,5,13,0,1980-01-06T03:05:57
315965160,302000,0,0,0,0,1,2,19,13,0,1980-01-06T03:06:00
315965163,302000,0,0,0,0,1,2,33,13,0,1980-01-06T03:06:03
315965165,913000,0,0,0,0,1,2,47,13,0,1980-01-06T03:06:05
315965168,913000,0,0,0,0,1,2,61,13,0,1980-01-06T03:06:08
315965171,913000,0,0,0,0,1,2,75,13,0,1980-01-06T03:06:11
315965174,913000,0,0,0,0,1,2,89,13,0,1980-01-06T03:06:14
315965177,913000,0,0,0,0,1,2,103,13,0,1980-01-06T03:06:17
315965180,913000,0,0,0,0,1,2,117,13,0,1980-01-06T03:06:20
315965183,913000,0,0,0,0,1,2,131,13,0,1980-01-06T03:06:23
315965186,913000,0,0,0,0,1,2,145,13,0,1980-01-06T03:06:26
315965189,913000,0,0,0,0,1,2,159,13,0,1980-01-06T03:06:29
315965192,913000,0,0,0,0,1,2,173,13,0,1980-01-06T03:06:32
315965195,522000,0,0,0,0,1,2,187,13,0,1980-01-06T03:06:35
315965198,522000,0,0,0,0,1,2,201,13,0,1980-01-06T03:06:38
315965201,522000,0,0,0,0,1,2,215,13,0,1980-01-06T03:06:41
315965204,522000,0,0,0,0,1,2,229,13,0,1980-01-06T03:06:44
315965207,522000,0,0,0,0,1,2,243,13,0,1980-01-06T03:06:47
315965210,522000,0,0,0,0,1,2,1,13,0,1980-01-06T03:06:50
315965213,522000,0,0,0,0,1,2,15,13,0,1980-01-06T03:06:53
315965216,522000,0,0,0,0,1,2,29,13,0,1980-01-06T03:06:56
315965219,522000,0,0,0,0,1,2,43,13,0,1980-01-06T03:06:59
315965222,522000,0,0,0,0,1,2,57,13,0,1980-01-06T03:07:02
315965225,132000,0,0,0,0,1,2,71,13,0,1980-01-06T03:07:05
315965228,132000,0,0,0,0,1,2,85,13,0,1980-01-06T03:07:08
315965231,132000,0,0,0,0,1,2,99,13,0,1980-01-06T03:07:11
315965234,132000,0,0,0,0,1,2,113,13,0,1980-01-06T03:07:14
315965237,132000,0,0,0,0,1,2,127,13,0,1980-01-06T03:07:17
315965240,132000,0,0,0,0,1,2,141,13,0,1980-01-06T03:07:20
315965243,132000,0,0,0,0,1,2,155,13,0,1980-01-06T03:07:23
315965246,132000,0,0,0,0,1,2,169,13,0,1980-01-06T03:07:26
315965249,132000,0,0,0,0,1,2,183,13,0,1980-01-06T03:07:29
315965252,132000,0,0,0,0,1,2,197,13,0,1980-01-06T03:07:32
315964834,478000,0,0,0,0,1,2,211,13,0,1980-01-06T03:00:34
315964837,478000,0,0,0,0,1,2,225,13,0,1980-01-06T03:00:37
315964840,478000,0,0,0,0,1,2,239,13,0,1980-01-06T03:00:40
315964843,478000,0,0,0,0,1,2,253,13,0,1980-01-06T03:00:43
315964846,478000,0,0,0,0,1,2,11,13,0,1980-01-06T03:00:46
315964849,478000,0,0,0,0,1,2,25,13,0,1980-01-06T03:00:49
315964852,478000,0,0,0,0,1,2,39,13,0,1980-01-06T03:00:52
315964855,478000,0,0,0,0,1,2,53,13,0,1980-01-06T03:00:55
315964858,478000,0,0,0,0,1,2,67,13,0,1980-01-06T03:00:58
315964861,478000,0,0,0,0,1,2,81,13,0,1980-01-06T03:01:01
315964864,478000,0,0,0,0,1,2,95,13,0,1980-01-06T03:01:04
315964867,86000,0,0,0,0,1,2,109,13,0,1980-01-06T03:01:07
315964870,86000,0,0,0,0,1,2,123,13,0,1980-01-06T03:01:10
315964873,86000,0,0,0,0,1,2,137,13,0,1980-01-06T03:01:13
315964876,86000,0,0,0,0,1,2,151,13,0,1980-01-06T03:01:16
315964879,86000,0,0,0,0,1,2,165,13,0,1980-01-06T03:01:19
315964882,86000,0,0,0,0,1,2,179,13,0,1980-01-06T03:01:22
315964885,86000,0,0,0,0,1,2,193,13,0,1980-01-06T03:01:25
315964888,86000,0,0,0,0,1,2,207,13,0,1980-01-06T03:01:28
315964891,86000,0,0,0,0,1,2,221,13,0,1980-01-06T03:01:31
315964894,86000,0,0,0,0,1,2,235,13,0,1980-01-06T03:01:34
315964896,695000,0,0,0,0,1,2,249,13,0,1980-01-06T03:01:36
315964899,695000,0,0,0,0,1,2,7,13,0,1980-01-06T03:01:39
315964902,695000,0,0,0,0,1,2,21,13,0,1980-01-06T03:01:42
315964905,695000,0,0,0,0,1,2,35,13,0,1980-01-06T03:01:45
315964908,695000,0,0,0,0,1,2,49,13,0,1980-01-06T03:01:48
315964911,695000,0,0,0,0,1,2,63,13,0,1980-01-06T03:01:51
315964914,695000,0,0,0,0,1,2,77,13,0,1980-01-06T03:01:54
315964917,695000,0,0,0,0,1,2,91,13,0,1980-01-06T03:01:57
315964920,695000,0,0,0,0,1,2,105,13,0,1980-01-06T03:02:00
315964923,695000,0,0,0,0,1,2,119,13,0,1980-01-06T03:02:03
315964926,305000,0,0,0,0,1,2,133,13,0,1980-01-06T03:02:06
315964929,305000,0,0,0,0,1,2,147,13,0,1980-01-06T03:02:09
315964932,305000,0,0,0,0,1,2,161,13,0,1980-01-06T03:02:12
315964935,305000,0,0,0,0,1,2,175,13,0,1980-01-06T03:02:15
315964938,305000,0,0,0,0,1,2,189,13,0,1980-01-06T03:02:18
315964941,305000,0,0,0,0,1,2,203,13,0,1980-01-06T03:02:21
315964944,305000,0,0,0,0,1,2,217,13,0,1980-01-06T03:02:24
315964947,305000,0,0,0,0,1,2,231,13,0,1980-01-06T03:02:27
315964950,305000,0,0,0,0,1,2,245,13,0,1980-01-06T03:02:30
315964953,305000,0,0,0,0,1,2,3,13,0,1980-01-06T03:02:33
315964956,305000,0,0,0,0,1,2,17,13,0,1980-01-06T03:02:36
315964958,914000,0,0,0,0,1,2,31,13,0,1980-01-06T03:02:38
315964961,914000,0,0,0,0,1,2,45,13,0,1980-01-06T03:02:41
315964964,914000,0,0,0,0,1,2,59,13,0,1980-01-06T03:02:44
315964967,914000,0,0,0,0,1,2,73,13,0,1980-01-06T03:02:47
315964970,914000,0,0,0,0,1,2,87,13,0,1980-01-06T03:02:50
315964973,914000,0,0,0,0,1,2,101,13,0,1980-01-06T03:02:53
315964976,914000,0,0,0,0,1,2,115,13,0,1980-01-06T03:02:56
315964979,914000,0,0,0,0,1,2,129,13,0,1980-01-06T03:02:59
315964982,914000,0,0,0,0,1,2,143,13,0,1980-01-06T03:03:02
315964985,914000,0,0,0,0,1,2,157,13,0,1980-01-06T03:03:05
1601804338,752000,0,0,0,0,1,2,171,13,0,2020-10-04T12:38:58
1601804341,752000,0,0,0,0,1,2,185,13,0,2020-10-04T12:39:01
1601804344,752000,0,0,0,0,1,2,199,13,0,2020-10-04T12:39:04
1601804347,752000,0,0,0,0,1,2,213,13,0,2020-10-04T12:39:07
1601804350,752000,0,0,0,0,1,2,227,13,0,2020-10-04T12:39:10
1601804353,752000,0,0,0,0,1,2,241,13,0,2020-10-04T12:39:13
1601804356,752000,0,0,0,0,1,2,255,13,0,2020-10-04T12:39:16
1601804359,752000,0,0,0,0,1,2,13,13,0,2020-10-04T12:39:19
1601804362,752000,0,0,0,0,1,2,27,13,0,2020-10-04T12:39:22
1601804365,752000,0,0,0,0,1,2,41,13,0,2020-10-04T12:39:25
1601804368,836000,0,0,0,0,1,2,55,13,0,2020-10-04T12:39:28
1601804371,836000,0,0,0,0,1,2,69,13,0,2020-10-04T12:39:31
1601804374,836000,0,0,0,0,1,2,83,13,0,2020-10-04T12:39:34
1601804377,836000,0,0,0,0,1,2,97,13,0,2020-10-04T12:39:37
1601804380,836000,0,0,0,0,1,2,111,13,0,2020-10-04T12:39:40
1601804383,836000,0,0,0,0,1,2,125,13,0,2020-10-04T12:39:43
1601804386,836000,0,0,0,0,1,2,139,13,0,2020-10-04T12:39:46
1601804389,836000,0,0,0,0,1,2,153,13,0,2020-10-04T12:39:49
1601804392,836000,0,0,0,0,1,2,167,13,0,2020-10-04T12:39:52
1601804395,836000,0,0,0,0,1,2,181,13,0,2020-10-04T12:39:55
1601804398,836000,0,0,0,0,1,2,195,13,0,2020-10-04T12:39:58
1601804401,895000,0,0,0,0,1,2,209,13,0,2020-10-04T12:40:01
1601804404,895000,0,0,0,0,1,2,223,13,0,2020-10-04T12:40:04
1601804407,895000,0,0,0,0,1,2,237,13,0,2020-10-04T12:40:07
1601804410,895000,0,0,0,0,1,2,251,13,0,2020-10-04T12:40:10
1601804413,895000,0,0,0,0,1,2,9,13,0,2020-10-04T12:40:13
1601804416,895000,0,0,0,0,1,2,23,13,0,2020-10-04T12:40:16
1601804419,895000,0,0,0,0,1,2,37,13,0,2020-10-04T12:40:19
1601804422,895000,0,0,0,0,1,2,51,13,0,2020-10-04T12:40:22
1601804425,895000,0,0,0,0,1,2,65,13,0,2020-10-04T12:40:25
1601804428,895000,0,0,0,0,1,2,79,13,0,2020-10-04T12:40:28
1601804431,993000,0,0,0,0,1,2,93,13,0,2020-10-04T12:40:31
1601804434,993000,0,0,0,0,1,2,107,13,0,2020-10-04T12:40:34
1601804437,993000,0,0,0,0,1,2,121,13,0,2020-10-04T12:40:37
1601804440,993000,0,0,0,0,1,2,135,13,0,2020-10-04T12:40:40
1601804443,993000,0,0,0,0,1,2,149,13,0,2020-10-04T12:40:43
1601804446,993000,0,0,0,0,1,2,163,13,0,2020-10-04T12:40:46
1601804449,993000,0,0,0,0,1,2,177,13,0,2020-10-04T12:40:49
1601804452,993000,0,0,0,0,1,2,191,13,0,2020-10-04T12:40:52
1601804455,993000,0,0,0,0,1,2,205,13,0,2020-10-04T12:40:55
1601804458,993000,0,0,0,0,1,2,219,13,0,2020-10-04T12:40:58
1601804461,894000,0,0,0,0,1,2,233,13,0,2020-10-04T12:41:01
1601804464,894000,0,0,0,0,1,2,247,13,0,2020-10-04T12:41:04
1601804467,894000,0,0,0,0,1,2,5,13,0,2020-10-04T12:41:07
1601804470,894000,0,0,0,0,1,2,19,13,0,2020-10-04T12:41:10
1601804473,894000,0,0,0,0,1,2,33,13,0,2020-10-04T12:41:13
1601804476,894000,0,0,0,0,1,2,47,13,0,2020-10-04T12:41:16
1601804479,894000,0,0,0,0,1,2,61,13,0,2020-10-04T12:41:19
1601804482,894000,0,0,0,0,1,2,75,13,0,2020-10-04T12:41:22
1601804485,894000,0,0,0,0,1,2,89,13,0,2020-10-04T12:41:25
1601804488,894000,0,0,0,0,1,2,103,13,0,2020-10-04T12:41:28
1601804491,894000,0,0,0,0,1,2,117,13,0,2020-10-04T12:41:31
1601804495,220000,0,0,0,0,1,2,131,13,0,2020-10-04T12:41:35
1601804498,220000,0,0,0,0,1,2,145,13,0,2020-10-04T12:41:38
1601804501,220000,0,0,0,0,1,2,159,13,0,2020-10-04T12:41:41
1601804504,220000,0,0,0,0,1,2,173,13,0,2020-10-04T12:41:44
1601804507,220000,0,0,0,0,1,2,187,13,0,2020-10-04T12:41:47
1601804510,220000,0,0,0,0,1,2,201,13,0,2020-10-04T12:41:50
1601804513,220000,0,0,0,0,1,2,215,13,0,2020-10-04T12:41:53
1601804516,220000,0,0,0,0,1,2,229,13,0,2020-10-04T12:41:56
1601804519,220000,0,0,0,0,1,2,243,13,0,2020-10-04T12:41:59
1601804522,220000,0,0,0,0,1,2,1,13,0,2020-10-04T12:42:02
1601804525,325000,0,0,0,0,1,2,15,13,0,2020-10-04T12:42:05
1601804528,325000,0,0,0,0,1,2,29,13,0,2020-10-04T12:42:08
1601804531,325000,0,0,0,0,1,2,43,13,0,2020-10-04T12:42:11
1601804534,325000,0,0,0,0,1,2,57,13,0,2020-10-04T12:42:14
1601804537,325000,0,0,0,0,1,2,71,13,0,2020-10-04T12:42:17
1601804540,325000,0,0,0,0,1,2,85,13,0,2020-10-04T12:42:20
1601804543,325000,0,0,0,0,1,2,99,13,0,2020-10-04T12:42:23
1601804546,325000,0,0,0,0,1,2,113,13,0,2020-10-04T12:42:26
1601804549,325000,0,0,0,0,1,2,127,13,0,2020-10-04T12:42:29
1601804552,325000,0,0,0,0,1,2,141,13,0,2020-10-04T12:42:32
1601804555,307000,0,0,0,0,1,2,155,13,0,2020-10-04T12:42:35
1601804558,307000,0,0,0,0,1,2,169,13,0,2020-10-04T12:42:38
1601804561,307000,0,0,0,0,1,2,183,13,0,2020-10-04T12:42:41
1601804564,307000,0,0,0,0,1,2,197,13,0,2020-10-04T12:42:44
1601804567,307000,0,0,0,0,1,2,211,13,0,2020-10-04T12:42:47
1601804570,307000,0,0,0,0,1,2,225,13,0,2020-10-04T12:42:50
1601804573,307000,0,0,0,0,1,2,239,13,0,2020-10-04T12:42:53
1601804576,307000,0,0,0,0,1,2,253,13,0,2020-10-04T12:42:56
1601804579,307000,0,0,0,0,1,2,11,13,0,2020-10-04T12:42:59
1601804582,307000,0,0,0,0,1,2,25,13,0,2020-10-04T12:43:02
1601804585,490000,0,0,0,0,1,2,39,13,0,2020-10-04T12:43:05
1601804588,490000,0,0,0,0,1,2,53,13,0,2020-10-04T12:43:08
1601804591,490000,0,0,0,0,1,2,67,13,0,2020-10-04T12:43:11
1601804594,490000,0,0,0,0,1,2,81,13,0,2020-10-04T12:43:14
1601804597,490000,0,0,0,0,1,2,95,13,0,2020-10-04T12:43:17
1601804600,490000,0,0,0,0,1,2,109,13,0,2020-10-04T12:43:20
1601804603,490000,0,0,0,0,1,2,123,13,0,2020-10-04T12:43:23
1601804606,490000,0,0,0,0,1,2,137,13,0,2020-10-04T12:43:26
1601804609,490000,0,0,0,0,1,2,151,13,0,2020-10-04T12:43:29
1601804612,490000,0,0,0,0,1,2,165,13,0,2020-10-04T12:43:32
1601804615,490000,0,0,0,0,1,2,179,13,0,2020-10-04T12:43:35
1601804618,541000,0,0,0,0,1,2,193,13,0,2020-10-04T12:43:38
1601804621,541000,0,0,0,0,1,2,207,13,0,2020-10-04T12:43:41
1601804624,541000,0,0,0,0,1,2,221,13,0,2020-10-04T12:43:44
1601804627,541000,0,0,0,0,1,2,235,13,0,2020-10-04T12:43:47
1601804630,541000,0,0,0,0,1,2,249,13,0,2020-10-04T12:43:50
1601804633,541000,0,0,0,0,1,2,7,13,0,2020-10-04T12:43:53
1601804636,541000,0,0,0,0,1,2,21,13,0,2020-10-04T12:43:56
1601804639,541000,0,0,0,0,1,2,35,13,0,2020-10-04T12:43:59
1601804642,541000,0,0,0,0,1,2,49,13,0,2020-10-04T12:44:02
1601804645,541000,0,0,0,0,1,2,63,13,0,2020-10-04T12:44:05
1601804648,718000,0,0,0,0,1,2,77,13,0,2020-10-04T12:44:08
1601804651,718000,0,0,0,0,1,2,91,13,0,2020-10-04T12:44:11
1601804654,718000,0,0,0,0,1,2,105,13,0,2020-10-04T12:44:14
1601804657,718000,0,0,0,0,1,2,119,13,0,2020-10-04T12:44:17
1601804660,718000,0,0,0,0,1,2,133,13,0,2020-10-04T12:44:20
1601804663,718000,0,0,0,0,1,2,147,13,0,2020-10-04T12:44:23
1601804666,718000,0,0,0,0,1,2,161,13,0,2020-10-04T12:44:26
1601804669,718000,0,0,0,0,1,2,175,13,0,2020-10-04T12:44:29
1601804672,718000,0,0,0,0,1,2,189,13,0,2020-10-04T12:44:32
1601804675,718000,0,0,0,0,1,2,203,13,0,2020-10-04T12:44:35
1601804678,808000,0,0,0,0,1,2,217,13,0,2020-10-04T12:44:38
1601804681,808000,0,0,0,0,1,2,231,13,0,2020-10-04T12:44:41
1601804684,808000,0,0,0,0,1,2,245,13,0,2020-10-04T12:44:44
1601804687,808000,0,0,0,0,1,2,3,13,0,2020-10-04T12:44:47
1601804690,808000,0,0,0,0,1,2,17,13,0,2020-10-04T12:44:50
1601804693,808000,0,0,0,0,1,2,31,13,0,2020-10-04T12:44:53
1601804696,808000,0,0,0,0,1,2,45,13,0,2020-10-04T12:44:56
1601804699,808000,0,0,0,0,1,2,59,13,0,2020-10-04T12:44:59
1601804702,808000,0,0,0,0,1,2,73,13,0,2020-10-04T12:45:02
1601804705,808000,0,0,0,0,1,2,87,13,0,2020-10-04T12:45:05
1601804708,808000,0,0,0,0,1,2,101,13,0,2020-10-04T12:45:08
1601804711,880000,0,0,0,0,1,2,115,13,0,2020-10-04T12:45:11
1601804714,880000,0,0,0,0,1,2,129,13,0,2020-10-04T12:45:14
1601804717,880000,0,0,0,0,1,2,143,13,0,2020-10-04T12:45:17
1601804720,880000,0,0,0,0,1,2,157,13,0,2020-10-04T12:45:20
1601804723,880000,0,0,0,0,1,2,171,13,0,2020-10-04T12:45:23
1601804726,880000,0,0,0,0,1,2,185,13,0,2020-10-04T12:45:26
1601804729,880000,0,0,0,0,1,2,199,13,0,2020-10-04T12:45:29
1601804732,880000,0,0,0,0,1,2,213,13,0,2020-10-04T12:45:32
1601804735,880000,0,0,0,0,1,2,227,13,0,2020-10-04T12:45:35
1601804738,880000,0,0,0,0,1,2,241,13,0,2020-10-04T12:45:38
1601804741,910000,0,0,0,0,1,2,255,13,0,2020-10-04T12:45:41
1601804744,910000,0,0,0,0,1,2,13,13,0,2020-10-04T12:45:44
1601804747,910000,0,0,0,0,1,2,27,13,0,2020-10-04T12:45:47
1601804750,910000,0,0,0,0,1,2,41,13,0,2020-10-04T12:45:50
1601804753,910000,0,0,0,0,1,2,55,13,0,2020-10-04T12:45:53
1601804756,910000,0,0,0,0,1,2,69,13,0,2020-10-04T12:45:56
1601804759,910000,0,0,0,0,1,2,83,13,0,2020-10-04T12:45:59
1601804762,910000,0,0,0,0,1,2,97,13,0,2020-10-04T12:46:02
1601804765,910000,0,0,0,0,1,2,111,13,0,2020-10-04T12:46:05
1601804768,910000,0,0,0,0,1,2,125,13,0,2020-10-04T12:46:08
1601804772,78000,0,0,0,0,1,2,139,13,0,2020-10-04T12:46:12
1601804775,78000,0,0,0,0,1,2,153,13,0,2020-10-04T12:46:15
1601804778,78000,0,0,0,0,1,2,167,13,0,2020-10-04T12:46:18
1601804781,78000,0,0,0,0,1,2,181,13,0,2020-10-04T12:46:21
1601804784,78000,0,0,0,0,1,2,195,13,0,2020-10-04T12:46:24
1601804787,78000,0,0,0,0,1,2,209,13,0,2020-10-04T12:46:27
1601804790,78000,0,0,0,0,1,2,223,13,0,2020-10-04T12:46:30
1601804793,78000,0,0,0,0,1,2,237,13,0,2020-10-04T12:46:33
1601804796,78000,0,0,0,0,1,2,251,13,0,2020-10-04T12:46:36
1601804799,78000,0,0,0,0,1,2,9,13,0,2020-10-04T12:46:39
1601804802,78000,0,0,0,0,1,2,23,13,0,2020-10-04T12:46:42
1601804805,154000,0,0,0,0,1,2,37,13,0,2020-10-04T12:46:45
1601804808,154000,0,0,0,0,1,2,51,13,0,2020-10-04T12:46:48
1601804811,154000,0,0,0,0,1,2,65,13,0,2020-10-04T12:46:51
1601804814,154000,0,0,0,0,1,2,79,13,0,2020-10-04T12:46:54
1601804817,154000,0,0,0,0,1,2,93,13,0,2020-10-04T12:46:57
1601804820,154000,0,0,0,0,1,2,107,13,0,2020-10-04T12:47:00
1601804823,154000,0,0,0,0,1,2,121,13,0,2020-10-04T12:47:03
1601804826,154000,0,0,0,0,1,2,135,13,0,2020-10-04T12:47:06
1601804829,154000,0,0,0,0,1,2,149,13,0,2020-10-04T12:47:09
1601804832,154000,0,0,0,0,1,2,163,13,0,2020-10-04T12:47:12
1601804835,233000,0,0,0,0,1,2,177,13,0,2020-10-04T12:47:15
1601804838,233000,0,0,0,0,1,2,191,13,0,2020-10-04T12:47:18
1601804841,233000,0,0,0,0,1,2,205,13,0,2020-10-04T12:47:21
1601804844,233000,0,0,0,0,1,2,219,13,0,2020-10-04T12:47:24
1601804847,233000,0,0,0,0,1,2,233,13,0,2020-10-04T12:47:27
1601804850,233000,0,0,0,0,1,2,247,13,0,2020-10-04T12:47:30
1601804853,233000,0,0,0,0,1,2,5,13,0,2020-10-04T12:47:33
1601804856,233000,0,0,0,0,1,2,19,13,0,2020-10-04T12:47:36
1601804859,233000,0,0,0,0,1,2,33,13,0,2020-10-04T12:47:39
1601804862,233000,0,0,0,0,1,2,47,13,0,2020-10-04T12:47:42
1601804865,348000,0,0,0,0,1,2,61,13,0,2020-10-04T12:47:45
1601804868,348000,0,0,0,0,1,2,75,13,0,2020-10-04T12:47:48
1601804871,348000,0,0,0,0,1,2,89,13,0,2020-10-04T12:47:51
1601804874,348000,0,0,0,0,1,2,103,13,0,2020-10-04T12:47:54
1601804877,348000,0,0,0,0,1,2,117,13,0,2020-10-04T12:47:57
1601804880,348000,0,0,0,0,1,2,131,13,0,2020-10-04T12:48:00
1601804883,348000,0,0,0,0,1,2,145,13,0,2020-10-04T12:48:03
1601804886,348000,0,0,0,0,1,2,159,13,0,2020-10-04T12:48:06
1601804889,348000,0,0,0,0,1,2,173,13,0,2020-10-04T12:48:09
1601804892,348000,0,0,0,0,1,2,187,13,0,2020-10-04T12:48:12
1601804895,443000,0,0,0,0,1,2,201,13,0,2020-10-04T12:48:15
1601804898,443000,0,0,0,0,1,2,215,13,0,2020-10-04T12:48:18
1601804901,443000,0,0,0,0,1,2,229,13,0,2020-10-04T12:48:21
1601804904,443000,0,0,0,0,1,2,243,13,0,2020-10-04T12:48:24
1601804907,443000,0,0,0,0,1,2,1,13,0,2020-10-04T12:48:27
1601804910,443000,0,0,0,0,1,2,15,13,0,2020-10-04T12:48:30
1601804913,443000,0,0,0,0,1,2,29,13,0,2020-10-04T12:48:33
1601804916,443000,0,0,0,0,1,2,43,13,0,2020-10-04T12:48:36
1601804919,443000,0,0,0,0,1,2,57,13,0,2020-10-04T12:48:39
1601804922,443000,0,0,0,0,1,2,71,13,0,2020-10-04T12:48:42
1601804925,443000,0,0,0,0,1,2,85,13,0,2020-10-04T12:48:45
1601804928,523000,0,0,0,0,1,2,99,13,0,2020-10-04T12:48:48
1601804931,523000,0,0,0,0,1,2,113,13,0,2020-10-04T12:48:51
1601804934,523000,0,0,0,0,1,2,127,13,0,2020-10-04T12:48:54
1601804937,523000,0,0,0,0,1,2,141,13,0,2020-10-04T12:48:57
1601804940,523000,0,0,0,0,1,2,155,13,0,2020-10-04T12:49:00
1601804943,523000,0,0,0,0,1,2,169,13,0,2020-10-04T12:49:03
1601804946,523000,0,0,0,0,1,2,183,13,0,2020-10-04T12:49:06
1601804949,523000,0,0,0,0,1,2,197,13,0,2020-10-04T12:49:09
1601804952,523000,0,0,0,0,1,2,211,13,0,2020-10-04T12:49:12
1601804955,523000,0,0,0,0,1,2,225,13,0,2020-10-04T12:49:15
1601804958,611000,0,0,0,0,1,2,239,13,0,2020-10-04T12:49:18
1601804961,611000,0,0,0,0,1,2,253,13,0,2020-10-04T12:49:21
1601804964,611000,0,0,0,0,1,2,11,13,0,2020-10-04T12:49:24
1601804967,611000,0,0,0,0,1,2,25,13,0,2020-10-04T12:49:27
